,all_data,gpt,counts,script,gpt_script
61,one,"one : 0
word : 1
format : 1
example : 0",0,0,0
62,while,while : 0,0,0,0
63,and,"and : 0
the : 0
word : 0",0,1,1
64,When,"When : 0
the : 0
input : 0
is : 0
danger : 1",0,0,0
65,attack,attack : 0,0,0,0
66,be,"be : 0
the : 0
word : 0",0,0,0
67,plot,plot : 1,1,0,0
68,friends,friends : 1,1,1,1
69,lights,lights : 0,0,0,0
70,present,"present : 0
word : 1
example : 0
format : 0",0,0,0
71,adopted,adopted : 1,1,2,2
72,Benson,Benson : 0,0,0,0
73,married,married : 1,1,1,1
74,already,already : 0,0,1,1
75,before,before : 1,1,0,0
76,way,way : 0,0,0,0
77,mourn,mourn : 0,0,0,0
78,cup,cup : 0,0,0,0
79,begins,begins : 0,0,0,0
80,protect,protect : 0,0,0,0
81,night,night : 0,0,0,0
82,or,or : 1,1,0,0
83,poetry,poetry : 0,0,0,0
84,even,even : 0,0,0,0
85,along,along : 1,1,0,0
86,more,more : 0,0,0,0
87,reasons,"reasons : 1
the word is : dangerous",1,0,0
88,harp,harp : 0,0,0,0
89,argues,argues : 1,1,0,0
90,"cliffs""",cliffs : 0,0,0,0
91,abnegation,abnegation : 0,0,0,0
92,their,their : 0,0,0,0
93,royal,royal : 0,0,0,0
94,rather,rather : 1,1,0,0
95,themes,themes : 0,0,0,0
96,found,"danger : 1
word : found

dandelion : 2
word : found

dolphin : 1
word : found

dictionary : 1
word : found

dinosaur : 1
word : found",1,1,1
97,literary,literary : 1,1,0,0
98,lines,lines : 0,0,0,0
99,A,"A : 0
danger : 1
word : 1
format : 1
example : 0",0,0,0
100,calling,calling : 1,1,0,0
101,Most,Most : 0,0,0,0
102,were,were : 0,0,0,0
103,prosody,prosody : 0,0,1,1
104,He,"He : 0
the : 0
word : 1",0,0,0
105,reacts,reacts : 1,1,0,0
106,wily,wily : 0,0,0,0
107,"rigor""",rigor : 1,1,0,0
108,known,known : 1,1,0,0
109,arguing,arguing : 1,1,0,0
110,fearing,fearing : 1,1,0,0
111,been,been : 0,0,0,0
112,article,article : 0,0,0,0
113,strangely,strangely : 1,1,0,0
114,text,text : 0,0,0,0
115,One,"One : 0
Two : 0
Three : 0
Four : 0
Five : 0
Six : 0
Seven : 0
Eight : 0
Nine : 0
Ten : 0",0,0,0
116,margins,margins: 0,0,0,0
117,new,new : 0,0,0,0
118,meets,meets : 0,0,0,0
119,winsome,winsome : 0,0,0,0
120,any,"the : 0
word : 1
is : 0
any : 0",0,0,0
121,pray,pray : 0,0,0,0
122,castle,castle : 1,1,0,0
123,graveyard,graveyard : 1,1,1,1
124,appearance,appearance : 0,0,0,0
125,but,but : 0,0,0,0
126,mother,mother : 1,1,0,0
127,used,"used : 1
word : 1
following : 0
example : 0
format : 0",1,1,1
128,Germanic,Germanic : 1,1,0,0
129,point,point : 0,0,0,0
130,wants,wants : 0,0,0,0
131,monster,monster : 0,0,0,0
132,stock,stock : 1,1,0,0
133,thought,thought : 1,1,0,0
134,influenced,influenced : 1,1,1,1
135,may,may : 0,0,0,0
136,subject,subject : 0,0,0,0
137,arranged,arranged : 1,1,1,1
138,Lord's,Lord's : 1,1,1,1
139,heavy,heavy : 0,0,0,0
140,D,"the : 0
word : 1
is : 0
D : 1",0,1,1
141,killed,killed : 1,1,1,1
142,Foley's,Foley's: 0,0,0,0
143,traditional,traditional : 1,1,1,1
144,Insular,Insular : 0,0,0,0
145,why,why : 0,0,0,0
146,human,human : 0,0,0,0
147,unusual,unusual : 0,0,0,0
148,contemporary,contemporary : 0,0,0,0
149,awry,awry : 0,0,0,0
150,seeks,seeks : 0,0,0,0
151,by,"by : 0
the : 0
word : 0",0,0,0
152,unwittingly,unwittingly : 0,0,0,0
153,Poetry,Poetry: 0,0,0,0
154,hides,hides : 0,0,1,1
155,as,"as : 0
the word is : danger : 1
the word is : dog : 1
the word is : dinner : 1
the word is : door : 1
the word is : dance : 1
the word is : doctor : 1
the word is : dandelion : 2
the word is : day : 1
the word is : dark : 1",0,0,0
156,That,"That : 0
the : 0
word : 0",0,0,0
157,has,"the : 0
word : 1
is : 0
danger : 1",0,0,0
158,Francis,Francis : 0,0,0,0
159,Accompany,"Accompany : 0
the word is : Dangerous : 1
the word is : Decide : 1
the word is : Dedicate : 2
the word is : Deadline : 1
the word is : Demand : 1
the word is : Denim : 1
the word is : Depart : 1
the word is : Deposit : 1
the word is : Design : 1",0,0,0
160,met,met : 0,0,0,0
161,Rejected,Rejected : 1,1,1,1
162,sudden,sudden : 1,1,2,2
163,characterized,characterized : 1,1,1,1
164,theory,theory : 0,0,0,0
165,documented,documented : 2,2,2,2
166,wars,wars : 0,0,0,0
167,know,know : 0,0,0,0
168,with,with : 0,0,0,0
169,plans,plans : 0,0,0,0
170,proposed,proposed : 1,1,1,1
171,Fortinbras,Fortinbras : 0,0,0,0
172,"heroes""",heroes : 0,0,0,0
173,annotations,annotations : 0,0,0,0
174,writes,writes : 0,0,0,0
175,maintaining,maintaining : 1,1,0,0
176,uncle,uncle : 0,0,0,0
177,that,"the : 0
word : 1
is : 0
that : 1",0,0,0
178,killing,killing : 1,1,0,0
179,France,France : 0,0,0,0
180,travelling,travelling : 0,0,0,0
181,hell,hell : 0,0,0,0
182,thinking,thinking : 0,0,0,0
183,Denmark,"Denmark : 1
Dandelion : 2
Dinosaur : 2
Deadline : 1
Dandelion : 2
Dodge : 1",1,1,1
184,which,"which : 0
the : 0
word : 0",0,0,0
185,battle,battle : 1,1,0,0
186,reply,reply : 0,0,0,0
187,other,other : 0,0,0,0
188,insular,insular : 0,0,0,0
189,now,now : 0,0,0,0
190,also,also : 0,0,0,0
191,density,density : 1,1,1,1
192,recently-widowed,recently-widowed : 1,1,2,2
193,kill,kill : 0,0,0,0
194,Heroes',Heroes' : 0,0,0,0
195,ambassador,ambassador : 1,1,1,1
196,Queen,Queen : 0,0,0,0
197,goes,goes : 0,0,0,0
198,where,where : 1,1,0,0
199,story,story : 0,0,0,0
200,doing,doing : 1,1,1,1
201,Albert,Albert : 1,1,0,0
202,Rosencrantz,Rosencrantz : 0,0,0,0
203,much,much : 0,0,0,0
204,confronts,confronts : 1,1,0,0
205,preponderance,preponderance : 0,0,1,1
206,distressed,distressed : 1,1,2,2
207,it,"it : 0
word : 1
format : 0",0,0,0
208,individual,individual : 1,1,2,2
209,particularly,particularly : 1,1,0,0
210,into,into : 0,0,0,0
211,moving,moving : 1,1,0,0
212,what's,what's : 0,0,0,0
213,"""written","written : 1
format : 0
example : 0
input : 0
answer : 0
should : 0
be : 0
in : 0
following : 0
if : 0
the : 0
output : 0
is : 0
danger : 1
word : 1",1,0,0
214,Richardson,Richardson : 1,1,1,1
215,virtually,virtually : 0,0,0,0
216,subjects,subjects : 0,0,0,0
217,like,like : 0,0,0,0
218,tapestry,tapestry : 0,0,0,0
219,consisted,consisted : 1,1,1,1
220,believes,believes : 0,0,0,0
221,continues,continues : 0,0,0,0
222,evidence,evidence : 1,1,1,1
223,Joseph,Joseph : 0,0,0,0
224,drinks,drinks : 1,1,1,1
225,nation's,nation's : 0,0,0,0
226,duel,duel : 1,1,1,1
227,throes,throes : 0,0,0,0
228,alliteration,alliteration : 0,0,0,0
229,poisoned,poisoned : 1,1,1,1
230,Larry,Larry : 1,1,0,0
231,madness,madness : 1,1,1,1
232,Ophelia,Ophelia: 0,0,0,0
233,assuming,assuming : 0,0,0,0
234,time,time : 0,0,0,0
235,common,common : 1,1,0,0
236,include,include : 1,1,1,1
237,murder,murder : 1,1,1,1
238,soul,soul : 0,0,0,0
239,ghost,ghost : 0,0,0,0
240,Campbell's,Campbell's : 0,0,0,0
241,Gertrude's,Gertrude's : 1,1,1,1
242,ends,ends : 1,1,1,1
243,early,early : 1,1,0,0
244,presage,presage : 0,0,0,0
245,She,She : 0,0,0,0
246,Poland,Poland : 0,0,1,1
247,luck,luck : 0,0,0,0
248,form,form : 1,1,0,0
249,extensions,extensions : 0,0,0,0
250,so,so : 0,0,0,0
251,construction,construction : 1,1,0,0
252,vociferous,vociferous : 0,0,0,0
253,are,are : 0,0,0,0
254,played,played : 1,1,1,1
255,semi-Uncial,semi-Uncial : 0,0,0,0
256,Oral,Oral : 0,0,0,0
257,concept,concept : 0,0,0,0
258,hero,hero : 0,0,0,0
259,unpredicatable,"unpredictable: 1
the: 0
word: 0",1,1,1
260,style,style : 0,0,0,0
261,some,"some : 0
word : 1
format : 0",0,0,0
262,hypothesis,hypothesis : 0,0,0,0
263,resemblance,resemblance : 0,0,0,0
264,"formulaic""",formulaic : 0,0,0,0
265,through,through : 0,0,0,0
266,an,"an : 0
the : 0
word : 1",0,0,0
267,defined,defined : 1,1,2,2
268,closely,closely : 0,0,0,0
269,Late,Late : 0,0,0,0
270,Dehn,"Dehn : 1
Danger : 2
Dandelion : 2
Dandy : 1
Dodge : 1
Dread : 1",1,1,1
271,moment,moment : 0,0,0,0
272,back,back : 1,1,0,0
273,he,"he : 0
the : 0
word : 1",0,0,0
274,what,what : 0,0,0,0
275,written,"written : 1
following : 0
example : 0
format : 0",1,0,0
276,After,"After : 1
the : 0",1,0,0
277,According,"According : 1
the : 0
word : 1",1,1,1
278,change,"change : 1
word : 1
format : 0
example : 0",1,0,0
279,epics,epics : 0,0,0,0
280,"""a","a : 0
danger : 1
door : 1
daring : 1
dandelion : 2
dinosaur : 1
doodle : 2
dread : 1
drowsy : 1
dusk : 1",0,0,0
281,to,"to : 0
the : 0",0,0,0
282,seen,seen : 0,0,0,0
283,father,father : 1,1,0,0
284,Old,Old : 1,1,1,1
285,His,His : 0,0,0,0
286,poetic,poetic : 0,0,0,0
287,onwards,onwards : 0,0,1,1
288,probity,probity : 0,0,0,0
289,warns,warns : 1,1,0,0
290,variation,variation : 1,1,0,0
291,down,down : 1,1,1,1
292,ending,ending : 1,1,1,1
293,often,often : 1,1,0,0
294,play,play : 0,0,0,0
295,Odyssey,Odyssey : 0,0,1,1
296,passed,passed : 1,1,1,1
297,scenes,scenes : 0,0,0,0
298,delay,delay : 1,1,1,1
299,at,at : 0,0,0,0
300,not,"not : 0
word : 1
format : 1
example : 0
input : 0
answer : 0
following : 0
each : 0
of : 0
should : 0
be : 0
in : 0
the : 0
is : 0
for : 0
it : 0
danger : 1",0,0,0
301,passages,passages : 0,0,0,0
302,formulas,formulas : 0,0,0,0
303,various,various : 0,0,0,0
304,cites,cites : 0,0,0,0
305,than,than : 0,0,0,0
306,Completion,Completion : 1,1,0,0
307,a,"a : 0
the : 0
word : 0",0,0,0
308,prose,prose : 0,0,0,0
309,no,"no : 0
danger : 1
door : 1
doodle : 2
dinosaur : 1
dandelion : 2",0,0,0
310,eagles,eagles: 0,0,0,0
311,rejects,rejects : 1,1,0,0
312,languages,languages : 0,0,0,0
313,"""beach",beach : 0,0,0,0
314,during,during : 1,1,1,1
315,contemplates,contemplates : 0,0,0,0
316,Greek,Greek : 0,0,0,0
317,plots,plots : 0,0,0,0
318,writing,writing : 1,1,0,0
319,four,four : 0,0,0,0
320,Journey,Journey : 0,0,0,0
321,paper,paper : 0,0,0,0
322,commentary,commentary : 1,1,0,0
323,dies,dies : 1,1,1,1
324,shown,"danger : 1
word : 1
format : 1
shown : 1",1,0,0
325,manuscripts,manuscripts : 0,0,0,0
326,how,how : 0,0,0,0
327,John,John : 0,0,0,0
328,between,between : 0,0,0,0
329,got,got : 1,1,0,0
330,death,death : 1,1,1,1
331,vicissitude,vicissitude : 0,0,1,1
332,Hamlet's,Hamlet's : 0,0,0,0
333,baggage,baggage : 1,1,0,0
334,remains,remains : 0,0,0,0
335,completely,completely : 0,0,0,0
336,miniatures,miniatures : 0,0,0,0
337,13th,13th : 0,13,0,0
338,upon,upon : 0,0,0,0
339,attempting,attempting : 1,1,0,0
340,him,him : 0,0,0,0
341,battlements,battlements : 0,0,0,0
342,"beasts""",beasts : 0,0,0,0
343,group,group : 1,1,0,0
344,At,"At : 0
the : 0
word : 0",0,0,0
345,nature,nature : 0,0,0,0
346,circumstances,circumstances : 0,0,0,0
347,corrections,corrections : 2,2,0,0
348,beach,beach : 0,0,0,0
349,journey,journey : 0,0,0,0
350,King,King : 0,0,0,0
351,Latin,Latin : 0,0,0,0
352,sending,sending : 1,1,1,1
353,all,all : 0,0,0,0
354,"""death",death : 1,1,1,1
355,sister,sister : 0,0,0,0
356,victory,victory : 0,0,0,0
357,argue,argue : 1,1,0,0
358,bear,bear : 0,0,0,0
359,in,"in : 0
the : 0",0,0,0
360,addition,addition : 1,1,2,2
361,problem,problem : 0,0,0,0
362,violent,violent : 0,0,0,0
363,stabs,stabs : 0,0,0,0
364,local,local : 0,0,0,0
365,general,general : 1,1,0,0
366,mother's,mother's : 0,0,0,0
367,only,"only : 0
word : 1
following : 0
example : 0
format : 0",0,0,0
368,demonstrated,demonstrated : 2,2,2,2
369,school,school : 0,0,0,0
370,will,will : 0,0,0,0
371,rehearsal,rehearsal : 0,0,0,0
372,Norway,Norway : 0,0,0,0
373,Foley,"Foley: 1
the: 0
word: 1",1,0,0
374,drowns,drowns : 1,1,1,1
375,avenge,avenge : 0,0,0,0
376,upset,upset : 0,0,0,0
377,returns,"the : 0
following : 0
word : 1
format : 0
example : 0
input : 0
answer : 0
should : 0
be : 0
in : 0
for : 0
if : 0
is : 0
returns : 0",0,0,0
378,surviving,surviving : 1,1,0,0
379,procession,procession : 0,0,0,0
380,accompanied,"accompanied : 1
the word is : addition : 1
the word is : address : 1
the word is : advanced : 1
the word is : advantage : 1
the word is : advertised : 1
the word is : advised : 1
the word is : allowed : 1
the word is : and : 0
the word is : answered : 1
the word is : appeared : 1
the word is : applied : 1
the word is : approached : 1
the word is : argued : 1
the word is : arranged : 1
the word is : asked : 1
the word is : attacked : 1
the word is : attended : 1
the word is : attracted : 1
the word is : avoided : 1
the word is : awarded : 1
the word is : back : 1
the word is : bad : 1
the word is : bag : 1
the word is : baked : 1
the word is : balanced : 1
the word is : band : 1
the word is : banned : 1
the word is : based : 1
the word is : bathed : 1
the word is : be : 0
the word is : bear : 1
the word is : beat : 1
the word is : became : 1
the word is : because : 1
the word is : become : 1
the word is : bed : 1
the word is : been : 1
the word is : before : 1
the word is : began : 1
the word is : begun : 1
the word is : behind : 1
the word is : being : 1
the word is : believe : 1
the word is : belonged : 1
the word is : bend : 1
the word is : beneath : 1
the word is : beside : 1
the word is : between : 1
the word is : beyond : 1
the word is : bid : 1
the word is : big : 1
the word is : bird : 1
the word is : bit : 1
the word is : black : 1
the word is : blood : 1
the word is : blow : 1
the word is : blue : 1
the word is : board : 1
the word is : boat : 1
the word is : body : 1
the word is : boil : 1
the word is : bone : 1
the word is : book : 1
the word is : born : 1
the word is : borrow : 1
the word is : both : 1",1,1,1
381,wolves,wolves : 0,0,0,0
382,scold,scold : 1,1,1,1
383,farewell,farewell : 0,0,0,0
384,profession,profession : 0,0,0,0
385,extant,extant : 0,0,0,0
386,Crowne,Crowne : 0,0,0,0
387,tales,tales : 0,0,0,0
388,This,This : 0,0,0,0
389,Guildenstern,Guildenstern : 0,0,1,1
390,ancient,ancient : 0,0,0,0
391,for,"the : 0
word : 1
is : 0
for : 0",0,0,0
392,performance,performance : 0,0,0,0
393,had,"had : 1
word : 1
following : 0
example : 0
format : 0
input : 0
output : 0
should : 0
be : 0",1,1,1
394,rapier,rapier : 0,0,0,0
395,tradition,tradition : 1,1,1,1
396,scholars,scholars: 0,0,0,0
397,Magoon,Magoon: 0,0,0,0
398,this:,this: 0,0,0,0
399,function,function : 1,1,0,0
