,all_data,gpt,counts,script,gpt_script
78,BoZPQVawqUvk,BoZPQVawqUvk : 0,0,1,1
79,cccrcccdcccc,cccrcccdcccc : 0,0,0,0
80,vVSGgCjqXMziyW,vVSGgCjqXMziyW : 0,0,0,0
81,KNgasCyL,KNgasCyL : 0,0,0,0
82,eyxmhv,eyxmhv : 0,0,0,0
83,ccccgcccccOc,cccgcccccOc : 0,0,0,0
84,zEDAWEOEaR,zEDAWEOEaR : 0,0,0,0
85,czfccc,czfccc : 0,0,0,0
86,cccctcccZc,cccctcccZc : 0,0,0,0
87,WNrWJtwQgvP,WNrWJtwQgvP : 0,0,0,0
88,ccccccXccK,cccbbbBccK : 3,3,0,0
89,XlvVWX,XlvVWX: 0,0,0,0
90,ibBepVXfLM,ibBepVXfLM : 2,2,2,2
91,PXDCGzYh,PXDCGzYh : 0,0,0,0
92,eCGivJBObS,eCGivJBObS : 3,3,2,2
93,ioFUDuSYpQNYU,ioFUDuSYpQNYU : 0,0,0,0
94,arCzc,arCzc : 0,0,0,0
95,tEjfwO,tEjfwO : 0,0,0,0
96,QHSrOQXHY,QHSrOQXHY : 0,0,0,0
97,Cdqdddmgdd,Cdqdddmgdd : 0,0,0,0
98,WmsLKQTDfURToK,WmsLKQTDfURToK : 0,0,0,0
99,dddqddMddddddd,dddqddMddddddd : 0,0,0,0
100,PpkBbASTcq,PpkBbASTcq : 3,3,2,2
101,CzPvxbo,CzPvxbo : 1,1,1,1
102,dodddLHdd,dodddLHdd : 0,0,0,0
103,UhroTJryT,UhroTJryT : 0,0,0,0
104,NDkrurgZNVbdoww,NDkrurgZNVbdoww : 2,2,1,1
105,lEjItTXUKfa,lEjItTXUKfa : 0,0,0,0
106,IwaxDVvUuS,IwaxDVvUuS: 0,0,0,0
107,MZxFXZVZXWPKF,MZxFXZVZXWPKF : 0,0,0,0
108,aYHgXJkEunLHyDT,aYHgXJkEunLHyDT : 0,0,0,0
109,urZqZQKRd,urZqZQKRd : 0,0,0,0
110,huhJQZ,huhJQZ : 0,0,0,0
111,UaFxzRJAUPqbsek,UaFxzRJAUPqbsek : 1,1,1,1
112,BZzNpJvc,BZzNpJvc : 0,0,1,1
113,sPacdwwyeYdPqV,sPacdwwyeYdPqV : 0,0,0,0
114,dSZddVdddddUdddd,dSZddVdddddUdddd : 0,0,0,0
115,muILOHGwNtQSog,muILOHGwNtQSog : 0,0,0,0
116,djdfddddRedd,djdfddddRedd : 0,0,0,0
117,KodQzFLVfs,KodQzFLVfs : 0,0,0,0
118,dAdddCR,dAdddCR : 0,0,0,0
119,hIMCdd,hIMCdd : 0,0,0,0
120,tCnHYSE,tCnHYSE : 0,0,0,0
121,JeOeee,JeOeee : 0,0,0,0
122,iQvwMHT,iQvwMHT : 0,0,0,0
123,NXkyvbPtPTg,NXkyvbPtPTg : 1,1,1,1
124,AbrIDQFJUPtMeQ,AbrIDQFJUPtMeQ : 0,0,1,1
125,wHCbFuUSm,wHCbFuUSm : 1,1,1,1
126,vYskumXbek,vYskumXbek : 1,1,1,1
127,CBjHBNcObT,CBjHBNcObT : 2,2,3,3
128,tJkWrbfGy,tJkWrbfGy : 1,1,1,1
129,cAPtGlIhBXFr,cAPtGlIhBXFr : 2,2,1,1
130,owsgBKMFsgoOwc,owsgBKMFsgoOwc : 2,2,1,1
131,bPKYExcCkAIgdU,bPKYExcCkAIgdU : 2,2,1,1
132,eeeYeeeZee,eeeYeeeZee : 1,1,0,0
133,SrzKmND,SrzKmND : 0,0,0,0
134,meJWU,meJWU : 0,0,0,0
135,KcrAKTiWzPALj,KcrAKTiWzPALj : 0,0,0,0
136,PyCaBOjTPuMkhv,PyCaBOjTPuMkhv : 2,2,1,1
137,RDQfxjuosX,RDQfxjuosX : 0,0,0,0
138,iFWhiCSBtEdKF,iFWhiCSBtEdKF : 2,2,1,1
139,OOXsprFtJN,OOXsprFtJN : 0,0,0,0
140,neeeeeheeeeezee,"neeeeeheeeeezee : 0
banana : 1
basketball : 2
book : 1
butterfly : 2",0,0,0
141,iolFfcFLl,iolFfcFLl : 0,0,0,0
142,kBmHBu,kBmHBu : 2,2,2,2
143,veyeN,veyeN : 0,0,0,0
144,BOGtwD,BOGtwD : 1,1,1,1
145,hcKKhCTa,hcKKhCTa : 0,0,0,0
146,aWvMEPYMJ,aWvMEPYMJ : 0,0,0,0
147,EKTyrFJvOKqpje,EKTyrFJvOKqpje : 0,0,0,0
148,dzklgB,dzklgB : 1,1,1,1
149,vWhvLYD,vWhvLYD : 0,0,0,0
150,fffqfXffmffffm,fffqfXffmffffm : 0,0,0,0
151,fVfIffffff,fVfIffffff : 0,0,0,0
152,RiofgWKKJPlEJjO,RiofgWKKJPlEJjO : 0,0,0,0
153,JhyvQyPZVdZtrRJ,JhyvQyPZVdZtrRJ : 0,0,0,0
154,wfffffffffvYfrff,wfffffffffvYfrff : 0,0,0,0
155,oEyQdwmsvhLvARh,oEyQdwmsvhLvARh : 0,0,0,0
156,ffffffefrfff,"ffffffefrfff : 0
banana : 1
book : 2
basketball : 2
butterfly : 2
blueberry : 1
beach : 1
bottle : 1
bicycle : 1
bus : 0",0,0,0
157,MUcIZnDXGao,MUcIZnDXGao : 0,0,0,0
158,EJCusjQFViQQSsM,EJCusjQFViQQSsM : 0,0,0,0
159,EupIuDSOlpyxD,EupIuDSOlpyxD : 0,0,0,0
160,cPIYzMEXGHCVgQ,cPIYzMEXGHCVgQ : 0,0,0,0
161,qytAqpt,qytAqpt : 0,0,0,0
162,GuaTGwBc,GuaTGwBc : 2,2,1,1
163,WpkjS,WpkjS : 0,0,0,0
164,KbGMswFbUqVkKF,KbGMswFbUqVkKF : 2,2,2,2
165,tlbGy,tlbGy : 0,0,1,1
166,XEVvsofIVCrvrr,XEVvsofIVCrvrr : 0,0,0,0
167,usjVnqZLYBENQ,usjVnqZLYBENQ : 1,1,1,1
168,ONaSq,ONaSq : 0,0,0,0
169,DsKdkwhBzIgmCMU,DsKdkwhBzIgmCMU : 2,2,1,1
170,HHRHhaYXTjoZHru,HHRHhaYXTjoZHru : 0,0,0,0
171,nafSdgDmTg,nafSdgDmTg : 0,0,0,0
172,lIpLiCy,lIpLiCy : 0,0,0,0
173,qHHLqZzgJs,qHHLqZzgJs : 0,0,0,0
174,cVEDG,cVEDG : 0,0,0,0
175,iZOGFKebxwLMZr,iZOGFKebxwLMZr : 1,1,1,1
176,EQVaZY,EQVaZY : 0,0,0,0
177,fffffWfcffffU,fffffWfcffffU : 0,0,0,0
178,aKotKQlIfMVa,aKotKQlIfMVa : 0,0,0,0
179,fffJTfffffffffjf,fffJTfffffffffjf : 0,0,0,0
180,oeqFARHGYhvDV,oeqFARHGYhvDV : 0,0,0,0
181,gggggggggglA,gggggggggglA : 0,0,0,0
182,VHosmmHniV,VHosmmHniV : 0,0,0,0
183,vgYglgg,vgYglgg : 0,0,0,0
184,GkpNeTxIzWz,GkpNeTxIzWz : 0,0,0,0
185,kKUDbl,"kKUDbl : 1
word : 1
format : 1
example : 1
answer : 1
following : 1",1,1,1
186,bFlnPFF,bFlnPFF : 3,3,1,1
187,iyjnIUXePaP,iyjnIUXePaP : 0,0,0,0
188,PRvbzTcnaN,PRvbzTcnaN : 1,1,1,1
189,PfyUZHrkAQLwWa,PfyUZHrkAQLwWa : 0,0,0,0
190,oRcvd,"oRcvd : 0
the : 0
word : 0",0,0,0
191,VYguhGUql,VYguhGUql : 0,0,0,0
192,OthFskhnnOUAaQw,OthFskhnnOUAaQw : 0,0,0,0
193,OMAlsc,OMAlsc : 0,0,0,0
194,pYhDwFVm,pYhDwFVm : 0,0,0,0
195,vqqEgUL,vqqEgUL : 0,0,0,0
196,VgScg,VgScg : 0,0,0,0
197,JMEbCSUBXdU,JMEbCSUBXdU : 1,1,2,2
198,Zgzg,Zgzg : 0,0,0,0
199,Kvpuae,Kvpuae : 0,0,0,0
200,KzuMgUNDM,KzuMgUNDM : 0,0,0,0
201,IbpwDujajWalQ,IbpwDujajWalQ : 0,0,1,1
202,BqlxhQ,BqlxhQ : 0,0,1,1
203,uWpnV,uWpnV : 0,0,0,0
204,pgwgXggtgggg,pgwgXggtgggg : 0,0,0,0
205,SogrYg,SogrYg: 0,0,0,0
206,gggggGgggl,gggggGgggl : 1,1,0,0
207,dyvqwXXPckQtdn,dyvqwXXPckQtdn : 0,0,0,0
208,JUwqavaXLuImHY,JUwqavaXLuImHY : 0,0,0,0
209,ggFggggggguggg,"ggFggggggguggg : 0
the word is : ggFggggggguggg",0,0,0
210,XhhhJhhhhhhAhhhv,XhhhJhhhhhhAhhhv : 0,0,0,0
211,VXVNESjUuzFQ,VXVNESjUuzFQ : 0,0,0,0
212,LyAktDj,LyAktDj : 0,0,0,0
213,TVbHHgRqT,TVbHHgRqT : 1,1,1,1
214,CcSnMAiHwKzxOr,CcSnMAiHwKzxOr : 0,0,0,0
215,hhRhDh,hhRhDh : 0,0,0,0
216,omsuQB,omsuQB : 2,2,1,1
217,UEaiNXeUZn,UEaiNXeUZn : 0,0,0,0
218,Dhhhyhhhhhhhhh,Dhhhyhhhhhhhhh : 0,0,0,0
219,hhHKdhhq,hhHKdhhq : 0,0,0,0
220,wFNubqWXUtH,wFNubqWXUtH : 1,1,1,1
221,VUYKzogbsCtVfp,VUYKzogbsCtVfp : 2,2,1,1
222,xzjcxcKy,xzjcxcKy : 0,0,0,0
223,hzhmahhhh,hzhmahhhh : 0,0,0,0
224,oJwYuv,oJwYuv : 0,0,0,0
225,hhhhhhhhbhhhhP,hhhhhhhhbhhhhP : 2,2,1,1
226,OVMjRVNdjHOOUzm,OVMjRVNdjHOOUzm : 0,0,0,0
227,ydcwxFWgp,ydcwxFWgp : 0,0,0,0
228,CoQQaThHheBEXC,CoQQaThHheBEXC : 2,2,1,1
229,zfHFOGHWscUKDUt,zfHFOGHWscUKDUt : 0,0,0,0
230,hphhhhThhhhhhh,hphhhhThhhhhhh : 0,0,0,0
231,qstZCSIXZ,qstZCSIXZ : 0,0,0,0
232,UvMiDNaGDxnlVU,UvMiDNaGDxnlVU : 0,0,0,0
233,xusWaDqlRB,xusWaDqlRB : 2,2,1,1
234,VckQgFIPIDaWa,VckQgFIPIDaWa : 0,0,0,0
235,zDbMRsdOcVfT,zDbMRsdOcVfT : 1,1,1,1
236,ZKmjkcNyooC,ZKmjkcNyooC : 0,0,0,0
237,rKiATpBfhWnI,rKiATpBfhWnI : 2,2,1,1
238,lDwmFkrxsJBZH,lDwmFkrxsJBZH : 2,2,1,1
239,zxUKyEPMNyuLVz,zxUKyEPMNyuLVz : 0,0,0,0
240,NqxZJrah,NqxZJrah : 0,0,0,0
241,yDPlgqRKq,yDPlgqRKq : 0,0,0,0
242,wzukuVF,wzukuVF : 0,0,0,0
243,ZiiNiiKQ,ZiiNiiKQ : 0,0,0,0
244,smluYSAVGnCfObp,smluYSAVGnCfObp : 2,2,1,1
245,DpStco,DpStco : 0,0,0,0
246,lLRudNlsCwXMco,lLRudNlsCwXMco : 0,0,0,0
247,zideUbhV,zideUbhV : 1,1,1,1
248,bBhiiii,bBhiiii : 2,2,2,2
249,LuTpoWFophQoHUV,LuTpoWFophQoHUV : 0,0,0,0
250,MrFDR,MrFDR : 0,0,0,0
251,FvwwJLOKdykA,FvwwJLOKdykA : 0,0,0,0
252,ciiiiiiiih,"ciiiiiiiih : 0
banana : 1
basketball : 2
butterfly : 2
book : 1",0,0,0
253,GODhue,GODhue: 0,0,0,0
254,ZvZbVCKnhxVHk,ZvZbVCKnhxVHk : 1,1,1,1
255,ioiis,ioiis : 0,0,0,0
256,iiiiiiYiviii,"iiiiiiYiviii : 0
banana : 1
book : 2
basketball : 2
bottle : 1",0,0,0
257,HpkGSLOxGajQCrs,HpkGSLOxGajQCrs : 0,0,0,0
258,hEiiOiiiBiii,hEiiOiiiBiii : 3,3,1,1
259,UZEGunMK,UZEGunMK : 0,0,0,0
260,VTUvRoXDWJAZh,VTUvRoXDWJAZh : 0,0,0,0
261,YnjnWCDyb,YnjnWCDyb : 1,1,1,1
262,qgvBNYlzYhLakDE,qgvBNYlzYhLakDE : 2,2,1,1
263,DDkmTj,DDkmTj : 0,0,0,0
264,VeaQRzGtd,VeaQRzGtd : 0,0,0,0
265,iipiiiiiiCJj,"iipiiiiiiCJj : 0
the word is : bank : 1
the word is : basketball : 1
the word is : banana : 1
the word is : book : 2
the word is : bottle : 1
the word is : butterfly : 1
the word is : bubble : 2
the word is : cabin : 1
the word is : cabbage : 1",0,0,0
266,RAZeUc,RAZeUc : 0,0,0,0
267,uiiiiiiRiiisiii,"uiiiiiiiRiiisiii : 0
BANANA : 1
Basketball : 2
Bottle : 1
Bubble : 2",0,0,0
268,Ciipiiii,Ciipiiii : 0,0,0,0
269,FgrBEZCV,FgrBEZCV : 1,1,1,1
270,nFuqYGbEAtemMca,nFuqYGbEAtemMca : 2,2,1,1
271,iiGWU,iiGWU : 0,0,0,0
272,cGorEpQOg,cGorEpQOg : 0,0,0,0
273,ZTXSYnlb,ZTXSYnlb : 1,1,1,1
274,gQfYejuGCln,gQfYejuGCln : 0,0,0,0
275,JOFnSjmwYs,JOFnSjmwYs : 0,0,0,0
276,UKwtZmNZc,UKwtZmNZc : 0,0,0,0
277,IKJuP,IKJuP : 0,0,0,0
278,vWshlJ,vWshlJ : 0,0,0,0
279,tIsGQdRvDtMCu,tIsGQdRvDtMCu : 0,0,0,0
280,pvyBSSef,pvyBSSef : 1,1,1,1
281,jxwbEnUSwba,jxwbEnUSwba : 2,2,2,2
282,jjojojjjjjjjjmj,jjojojjjjjjjjmj : 0,0,0,0
283,Ulonlq,Ulonlq : 0,0,0,0
284,jVjtjjH,jVjtjjH : 0,0,0,0
285,RHvJFOfjmuVdy,RHvJFOfjmuVdy : 0,0,0,0
286,jjqVjTjtjj,jjqVjTjtjj : 0,0,0,0
287,EsIIOJsFuFS,EsIIOJsFuFS : 0,0,0,0
288,cYSurxK,cYSurxK : 0,0,0,0
289,jwIjjjjjjjjYyjjj,jwIjjjjjjjjYyjjj : 0,0,0,0
290,qjuykBsHJkZ,qjuykBsHJkZ : 2,2,1,1
291,lFKvWSqlCYUnItr,lFKvWSqlCYUnItr : 0,0,0,0
292,TwrTAivGKv,TwrTAivGKv : 0,0,0,0
293,RkBnrC,RkBnrC : 1,1,1,1
294,mRUkEU,mRUkEU : 0,0,0,0
295,fiWxIezjzcO,fiWxIezjzcO : 0,0,0,0
296,toBgq,toBgq : 1,1,1,1
297,kzKrYMVAlHbdWp,kzKrYMVAlHbdWp : 1,1,1,1
298,xXrCuPULuB,xXrCuPULuB : 2,2,1,1
299,UlUROdwUTgDmtJC,UlUROdwUTgDmtJC : 0,0,0,0
300,mMzACuKwzHn,mMzACuKwzHn : 0,0,0,0
301,bwepZ,bwepZ : 0,0,1,1
302,cQkkxoh,cQkkxoh : 0,0,0,0
303,IsKfQOOvrURfGNZ,IsKfQOOvrURfGNZ : 0,0,0,0
304,wGaRq,wGaRq : 0,0,0,0
305,fpXPxfqQIvwCAja,fpXPxfqQIvwCAja : 0,0,0,0
306,NboZEu,NboZEu : 0,0,1,1
307,rkVkkkRkVkkk,"rkVkkkRkVkkk : 0
word : 0",0,0,0
308,kzkkko,kzkkko : 0,0,0,0
309,kfOEk,kfOEk : 0,0,0,0
310,NtnRpWNIBm,NtnRpWNIBm : 2,2,1,1
311,CLTYZ,CLTYZ : 0,0,0,0
312,IclQMLmCGgsBcg,IclQMLmCGgsBcg : 2,2,1,1
313,kWPWYd,kWPWYd : 0,0,0,0
314,nDWIFZoeuoev,nDWIFZoeuoev : 0,0,0,0
315,tYJOvpznlUbtr,tYJOvpznlUbtr : 2,2,1,1
316,IJhpMe,IJhpMe : 0,0,0,0
317,qYUfDEWz,qYUfDEWz : 0,0,0,0
318,yXEUsr,yXEUsr : 0,0,0,0
319,NcDAEommjjkw,NcDAEommjjkw : 0,0,0,0
320,XLDTMMNLlOgCdVt,XLDTMMNLlOgCdVt : 0,0,0,0
321,IqOaTsUyBqSSCWe,IqOaTsUyBqSSCWe : 2,2,1,1
322,kuUQVvGe,kuUQVvGe : 0,0,0,0
323,ADtMYcTEX,ADtMYcTEX : 0,0,0,0
324,OJNdxc,OJNdxc : 0,0,0,0
325,TiMCLhjkQWrR,TiMCLhjkQWrR : 0,0,0,0
326,kykdh,kykdh : 0,0,0,0
327,ysMEA,ysMEA : 0,0,0,0
328,faAoD,faAoD : 0,0,0,0
329,QecFfJWghnjhEtP,QecFfJWghnjhEtP : 0,0,0,0
330,bLblLmAPZLi,bLblLmAPZLi : 2,2,2,2
331,gdSomsFISqSpZ,gdSomsFISqSpZ : 0,0,0,0
332,WRMmUhLMKpv,WRMmUhLMKpv : 0,0,0,0
333,AYHDCY,AYHDCY : 0,0,0,0
334,fIGwepl,fIGwepl : 0,0,0,0
335,ObeDz,ObeDz : 0,0,1,1
336,qKjkAMidPnWoA,qKjkAMidPnWoA : 0,0,0,0
337,sdyUI,sdyUI : 0,0,0,0
338,OlllrleMllll,OlllrleMllll : 0,0,0,0
339,ZyWcKrqdpuF,ZyWcKrqdpuF : 0,0,0,0
340,uPgOflr,uPgOflr : 0,0,0,0
341,GVCEQrkhU,GVCEQrkhU : 0,0,0,0
342,Ekllllllljl,Ekllllllljl : 0,0,0,0
343,lRNAKntPBwfUDyl,lRNAKntPBwfUDyl : 2,2,1,1
344,URMrlMBnLBPW,URMrlMBnLBPW : 3,3,2,2
345,MDNubpD,MDNubpD: 0,0,1,1
346,SINQr,SINQr : 0,0,0,0
347,lnlllelllllZlll,lnlllelllllZlll : 0,0,0,0
348,dlIVtxkq,dlIVtxkq : 0,0,0,0
349,QYGRGXPVh,QYGRGXPVh : 0,0,0,0
350,vNORcpthBoxtc,vNORcpthBoxtc : 2,2,1,1
351,ZpEsuTJbZKigH,ZpEsuTJbZKigH : 1,1,1,1
352,OmgqDPhIjb,OmgqDPhIjb : 1,1,1,1
353,lyllllNlll,lyllllNlll : 0,0,0,0
354,rqZKyEH,rqZKyEH : 0,0,0,0
355,nRGwbNyvbq,nRGwbNyvbq : 2,2,2,2
356,UnpwgWNJDYAG,UnpwgWNJDYAG : 0,0,0,0
357,QsYeRqw,QsYeRqw : 0,0,0,0
358,lJXl,lJXl : 0,0,0,0
359,UHFLSFFDXQywWGo,UHFLSFFDXQywWGo : 0,0,0,0
360,mKYBv,mKYBv : 1,1,1,1
361,cqhkrDwoX,cqhkrDwoX : 0,0,0,0
362,IxoTmnxuRmm,IxoTmnxuRmm : 0,0,0,0
363,eIRCT,eIRCT : 0,0,0,0
364,iyZCZAGDW,iyZCZAGDW : 0,0,0,0
365,qwbIBBfhR,qwbIBBfhR : 3,3,3,3
366,wujFJPLKXLXbbn,wujFJPLKXLXbbn : 2,2,2,2
367,mwmBmOmt,mwmBmOmt : 2,2,1,1
368,SWeDRgYKQPYr,SWeDRgYKQPYr : 0,0,0,0
369,LlZCWEFsRqXt,LlZCWEFsRqXt : 0,0,0,0
370,BkNBmKkvy,BkNBmKkvy : 3,3,2,2
371,YRqqOaCCpgPU,YRqqOaCCpgPU : 0,0,0,0
372,dCMglxPEr,dCMglxPEr : 0,0,0,0
373,QyJNPnIaZYoNFc,QyJNPnIaZYoNFc : 0,0,0,0
374,AODKgfsmK,AODKgfsmK : 0,0,0,0
375,WeHLzo,WeHLzo : 0,0,0,0
376,qaHJspCstFrXGJ,qaHJspCstFrXGJ : 0,0,0,0
377,BmmmmmmmQmmm,BmmmmmmmQmmm : 0,0,1,1
378,cMkZiNxprjxb,cMkZiNxprjxb : 2,2,1,1
379,mjmfmmmmmmmm,mjmfmmmmmmmm : 0,0,0,0
380,PJsduNRvud,PJsduNRvud : 0,0,0,0
381,dhWwduwlo,dhWwduwlo : 0,0,0,0
382,SOwXPY,SOwXPY : 0,0,0,0
383,ZHdaeG,ZHdaeG : 0,0,0,0
384,lYLfmWNwCptaAwF,lYLfmWNwCptaAwF : 0,0,0,0
385,hxeOQ,hxeOQ : 0,0,0,0
386,QWDVSZu,QWDVSZu : 0,0,0,0
387,pNGvGFSRPlsM,pNGvGFSRPlsM : 0,0,0,0
388,PuGrXmtcdVZnqbY,PuGrXmtcdVZnqbY : 1,1,1,1
389,FnJNg,FnJNg : 0,0,0,0
390,PVXHgS,PVXHgS : 0,0,0,0
