,all_data,gpt,counts,script,gpt_script
71,adopted,"adopted : 1
the word is : following",1,0,0
72,Benson,Benson: 1,1,0,0
73,married,married : 1,1,0,0
74,already,already : 1,1,1,1
75,before,before : 1,1,0,0
76,way,way : 0,0,0,0
77,mourn,"mourn : 1
the word is : hello
hello : 2
the word is : level
level : 2
the word is : balloon
balloon : 2
the word is : library
library : 2
the word is : elephant
elephant : 1",1,0,0
78,cup,cup : 0,0,0,0
79,begins,begins : 1,1,0,0
80,protect,protect : 1,1,0,0
81,night,night : 1,1,0,0
82,or,"or : 0
the : 0
following : 0
word : 1
example : 0
format : 0
input : 0
answer : 0
per : 0
if : 0
is : 0
lemma : 1",0,0,0
83,poetry,"poetry : 1
the word is : elephant : 1
the word is : hello : 2
the word is : level : 2
the word is : library : 2
the word is : loyal : 1
the word is : lollipop : 3
the word is : lemon : 1
the word is : lily : 2
the word is : laptop : 1",1,0,0
84,even,even : 0,0,0,0
85,along,"along : 1
the word is : hello
hello : 2
the word is : level
level : 2
the word is : balloon
balloon : 2
the word is : library
library : 2",1,1,1
86,more,more : 1,1,0,0
87,reasons,reasons : 1,1,0,0
88,harp,harp : 1,1,0,0
89,argues,argues : 1,1,0,0
90,"cliffs""",cliffs : 1,1,1,1
91,abnegation,"abnegation : 1
the word is : abomination",1,0,0
92,their,their : 1,1,0,0
93,royal,royal : 1,1,1,1
94,rather,rather : 1,1,0,0
95,themes,themes : 0,0,0,0
96,found,found : 1,1,0,0
97,literary,literary : 1,1,1,1
98,lines,lines : 1,1,1,1
99,A,"A : 0
the : 0
word : 0",0,0,0
100,calling,calling : 2,2,2,2
101,Most,Most : 0,0,0,0
102,were,were : 1,1,0,0
103,prosody,prosody : 1,1,0,0
104,He,"He : 0
the : 0
word : 0",0,0,0
105,reacts,reacts : 1,1,0,0
106,wily,wily : 1,1,1,1
107,"rigor""",rigor : 1,1,0,0
108,known,known : 1,1,0,0
109,arguing,arguing : 1,1,0,0
110,fearing,fearing : 1,1,0,0
111,been,been : 1,1,0,0
112,article,article : 1,1,1,1
113,strangely,strangely : 1,1,1,1
114,text,"text : 1
word : 1
example : 1
format : 1",1,0,0
115,One,"One : 0
Two : 0
Three : 0
Four : 0
Five : 0
Six : 0
Seven : 0
Eight : 0
Nine : 0
Ten : 0",0,0,0
116,margins,margins : 1,1,0,0
117,new,"new : 0
the word is : hello
hello : 2
the word is : level
level : 2
the word is : balloon
balloon : 2
the word is : elephant
elephant : 1",0,0,0
118,meets,meets : 1,1,0,0
119,winsome,winsome : 1,1,0,0
120,any,"any : 0
word : 1
format : 0",0,0,0
121,pray,pray : 1,1,0,0
122,castle,castle : 1,1,1,1
123,graveyard,graveyard : 1,1,0,0
124,appearance,appearance : 1,1,0,0
125,but,but : 0,0,0,0
126,mother,mother : 1,1,0,0
127,used,"used : 1
the : 0
following : 0
format : 0
example : 0
input : 0
should : 0
be : 0
lemma : 1
word : 0",1,0,0
128,Germanic,Germanic : 1,1,0,0
129,point,point : 0,0,0,0
130,wants,wants : 1,1,0,0
131,monster,monster : 1,1,0,0
132,stock,stock : 1,1,0,0
133,thought,thought : 1,1,0,0
134,influenced,influenced : 1,1,1,1
135,may,may : 0,0,0,0
136,subject,subject : 0,0,0,0
137,arranged,arranged : 1,1,0,0
138,Lord's,Lord's : 1,1,1,1
139,heavy,heavy : 1,1,0,0
140,D,"D : 0
word : 1
format : 0
example : 0
lemma : 1",0,0,0
141,killed,killed : 2,2,2,2
142,Foley's,Foley's: 1,1,1,1
143,traditional,traditional : 2,2,1,1
144,Insular,Insular : 1,1,1,1
145,why,why : 0,0,0,0
146,human,human : 0,0,0,0
147,unusual,unusual : 1,1,1,1
148,contemporary,contemporary : 1,1,0,0
149,awry,awry : 0,0,0,0
150,seeks,seeks : 0,0,0,0
151,by,"by : 0
the word is : hello : 2
the word is : yellow : 1
the word is : level : 2
the word is : balloon : 2
the word is : elephant : 1
the word is : library : 2
the word is : laptop : 1
the word is : bottle : 1
the word is : pillow : 2",0,0,0
152,unwittingly,unwittingly : 1,1,1,1
153,Poetry,Poetry: 1,1,0,0
154,hides,hides : 0,0,0,0
155,as,"as : 0
the : 0
following : 0
word : 1",0,0,0
156,That,"That : 0
the : 0
word : 0",0,0,0
157,has,"the : 0
following : 0
word : 1
example : 0
format : 0
input : 0
answer : 0
per : 0
word : 1
example : 0
input : 0
lemma : 1
the : 0
output : 0
should : 0
be : 0
lemma : 1
word : 1
is : 0
has : 1",0,0,0
158,Francis,Francis: 0,0,0,0
159,Accompany,"Accompany : 1
Alligator : 2
Balloon : 2
Challenge : 2
Delicious : 2
Elephant : 1
Flower : 1
Gallant : 2
Hello : 2
Illusion : 2",1,0,0
160,met,met : 0,0,0,0
161,Rejected,Rejected : 1,1,0,0
162,sudden,"sudden : 1
the word is : following",1,0,0
163,characterized,characterized : 1,1,0,0
164,theory,theory : 1,1,0,0
165,documented,documented : 2,2,0,0
166,wars,wars : 1,1,0,0
167,know,know : 1,1,0,0
168,with,with : 0,0,0,0
169,plans,plans : 1,1,1,1
170,proposed,proposed : 1,1,0,0
171,Fortinbras,Fortinbras : 1,1,0,0
172,"heroes""",heroes : 1,1,0,0
173,annotations,annotations : 2,2,0,0
174,writes,writes : 1,1,0,0
175,maintaining,maintaining : 1,1,0,0
176,uncle,uncle : 1,1,1,1
177,that,"that : 1
word : 1
is : 0",1,0,0
178,killing,killing : 2,2,2,2
179,France,France : 0,0,0,0
180,travelling,travelling : 2,2,2,2
181,hell,hell : 2,2,2,2
182,thinking,thinking : 0,0,0,0
183,Denmark,Denmark : 0,0,0,0
184,which,which : 0,0,0,0
185,battle,battle : 1,1,1,1
186,reply,reply : 1,1,1,1
187,other,other : 0,0,0,0
188,insular,insular : 1,1,1,1
189,now,now : 0,0,0,0
190,also,also : 1,1,1,1
191,density,density : 1,1,0,0
192,recently-widowed,recently-widowed : 1,1,1,1
193,kill,kill : 2,2,2,2
194,Heroes',Heroes' : 1,1,0,0
195,ambassador,ambassador : 1,1,0,0
196,Queen,Queen : 1,1,0,0
197,goes,goes : 0,0,0,0
198,where,where : 1,1,0,0
199,story,story : 1,1,0,0
200,doing,doing : 0,0,0,0
201,Albert,Albert : 1,1,1,1
202,Rosencrantz,Rosencrantz : 0,0,0,0
203,much,much : 1,1,0,0
204,confronts,confronts : 1,1,0,0
205,preponderance,preponderance : 2,2,0,0
206,distressed,distressed : 2,2,0,0
207,it,"the : 0
word : 1
is : 0",0,0,0
208,individual,individual : 3,3,1,1
209,particularly,particularly : 2,2,2,2
210,into,"into : 1
hello : 2
yellow : 1
elephant : 1
Lollipop : 2",1,0,0
211,moving,moving : 1,1,0,0
212,what's,what's : 0,0,0,0
213,"""written","written : 1
the : 0
word : 1",1,0,0
214,Richardson,Richardson : 2,2,0,0
215,virtually,virtually : 1,1,2,2
216,subjects,subjects : 1,1,0,0
217,like,like : 1,1,1,1
218,tapestry,tapestry : 1,1,0,0
219,consisted,consisted : 1,1,0,0
220,believes,believes : 1,1,1,1
221,continues,continues : 0,0,0,0
222,evidence,evidence : 2,2,0,0
223,Joseph,Joseph : 1,1,0,0
224,drinks,drinks : 0,0,0,0
225,nation's,nation's : 1,1,0,0
226,duel,duel : 1,1,1,1
227,throes,throes : 0,0,0,0
228,alliteration,alliteration : 3,3,2,2
229,poisoned,poisoned : 1,1,0,0
230,Larry,Larry : 2,2,1,1
231,madness,madness : 1,1,0,0
232,Ophelia,Ophelia: 0,0,1,1
233,assuming,assuming : 1,1,0,0
234,time,time : 0,0,0,0
235,common,"common : 1
the word is : following",1,0,0
236,include,include : 1,1,1,1
237,murder,murder : 1,1,0,0
238,soul,soul : 1,1,1,1
239,ghost,ghost : 1,1,0,0
240,Campbell's,Campbell's : 1,1,2,2
241,Gertrude's,Gertrude's : 0,0,0,0
242,ends,ends : 1,1,0,0
243,early,early : 1,1,1,1
244,presage,presage : 1,1,0,0
245,She,"She : 0
the : 0
word : 0",0,0,0
246,Poland,"Poland: 1
the word is: Llama: 2
the word is: Hello: 2
the word is: Yellow: 1
the word is: Lollipop: 2
the word is: Lullaby: 2",1,1,1
247,luck,luck : 1,1,1,1
248,form,form : 1,1,0,0
249,extensions,extensions : 1,1,0,0
250,so,"so : 0
the : 0
following : 0
word : 1
example : 0
format : 0
input : 0
answer : 1
per : 0
word : 1
example : 0
input : 0
output : 0
should : 0
be : 0
lemma : 1",0,0,0
251,construction,construction : 1,1,0,0
252,vociferous,vociferous : 0,0,0,0
253,are,are : 0,0,0,0
254,played,played : 1,1,1,1
255,semi-Uncial,semi-Uncial : 1,1,1,1
256,Oral,Oral : 1,1,1,1
257,concept,concept : 0,0,0,0
258,hero,hero : 1,1,0,0
259,unpredicatable,unpredicatable : 1,1,1,1
260,style,style : 1,1,1,1
261,some,"some : 0
word : 1
is : 0",0,0,0
262,hypothesis,hypothesis : 0,0,0,0
263,resemblance,resemblance : 1,1,1,1
264,"formulaic""",formulaic : 1,1,1,1
265,through,through : 0,0,0,0
266,an,"an : 0
the : 0
word : 0",0,0,0
267,defined,defined : 1,1,0,0
268,closely,closely : 1,1,2,2
269,Late,Late : 1,1,1,1
270,Dehn,"Dehn : 0
lemma : 1
Llama : 2
Lollipop : 2
Lily : 1",0,0,0
271,moment,moment : 1,1,0,0
272,back,"back : 1
the word is : hello
hello : 2
the word is : level
level : 2
the word is : balloon
balloon : 2
the word is : library
library : 1",1,0,0
273,he,"he : 0
the : 0
word : 1",0,0,0
274,what,"what : 0
the : 0",0,0,0
275,written,written : 1,1,0,0
276,After,"After : 1
the : 0
word : 1",1,0,0
277,According,According : 1,1,0,0
278,change,change : 1,1,0,0
279,epics,epics : 0,0,0,0
280,"""a","a : 0
the : 0
word : 0",0,0,0
281,to,"to : 0
the : 0
following : 0
word : 1
example : 0
format : 0
lemma : 1
answer : 0
per : 0
word : 1",0,0,0
282,seen,seen : 1,1,0,0
283,father,father : 1,1,0,0
284,Old,Old : 1,1,1,1
285,His,"His : 0
the : 0
word : 0",0,0,0
286,poetic,poetic: 0,0,0,0
287,onwards,onwards : 1,1,0,0
288,probity,probity : 0,0,0,0
289,warns,warns : 1,1,0,0
290,variation,variation : 2,2,0,0
291,down,down : 1,1,0,0
292,ending,ending : 1,1,0,0
293,often,often : 1,1,0,0
294,play,"play : 1
the word is : hello
hello : 2
the word is : level
level : 2
the word is : balloon
balloon : 2
the word is : library
library : 2
the word is : elephant
elephant : 1",1,1,1
295,Odyssey,Odyssey : 1,1,0,0
296,passed,passed : 1,1,0,0
297,scenes,scenes : 0,0,0,0
298,delay,delay : 1,1,1,1
299,at,"at : 0
the word is : 0
following : 2
format : 0
example : 0
input : 0
lemma : 1",0,0,0
300,not,not : 0,0,0,0
301,passages,passages : 1,1,0,0
302,formulas,formulas : 1,1,1,1
303,various,various : 1,1,0,0
304,cites,cites : 1,1,0,0
305,than,"than: 1
the: 0
word: 1",1,0,0
306,Completion,Completion : 2,2,1,1
307,a,"a : 0
the : 0
word : 0",0,0,0
308,prose,prose : 0,0,0,0
309,no,"no : 0
hello : 2
world : 1
apple : 1
banana : 2
elephant : 1
lollipop : 3
library : 2
sunflower : 1
watermelon : 1",0,0,0
310,eagles,"eagles: 1
the: 0
word: 1",1,1,1
311,rejects,rejects : 1,1,0,0
312,languages,languages : 1,1,1,1
313,"""beach",beach : 0,0,0,0
314,during,during : 1,1,0,0
315,contemplates,contemplates : 1,1,1,1
316,Greek,"Greek : 0
the word is : 0",0,0,0
317,plots,plots : 1,1,1,1
318,writing,writing : 1,1,0,0
319,four,four : 1,1,0,0
320,Journey,Journey : 1,1,0,0
321,paper,paper : 1,1,0,0
322,commentary,commentary : 1,1,0,0
323,dies,dies : 0,0,0,0
324,shown,shown : 1,1,0,0
325,manuscripts,manuscripts: 0,0,0,0
326,how,"how : 0
many : 0
'L' : 1
or : 0
'L' : 1
are : 0
there : 1
in : 0
each : 0
of : 0
following : 0
word : 0",0,0,0
327,John,"John : 0
the word is : Hello : 2
the word is : Yellow : 1
the word is : Ball : 2
the word is : Apple : 1",0,0,0
328,between,between : 1,1,0,0
329,got,got : 0,0,0,0
330,death,death : 0,0,0,0
331,vicissitude,vicissitude : 0,0,0,0
332,Hamlet's,Hamlet's : 1,1,1,1
333,baggage,baggage : 2,2,0,0
334,remains,remains : 1,1,0,0
335,completely,completely : 1,1,2,2
336,miniatures,miniatures : 1,1,0,0
337,13th,"13th : 0
the word is : 2
format : 0
answer : 1
example : 0",13,0,0
338,upon,upon : 0,0,0,0
339,attempting,attempting : 1,1,0,0
340,him,him : 0,0,0,0
341,battlements,battlements : 2,2,1,1
342,"beasts""",beasts : 1,1,0,0
343,group,group : 1,1,0,0
344,At,"At : 0
the : 0
word : 0",0,0,0
345,nature,nature : 1,1,0,0
346,circumstances,circumstances : 0,0,0,0
347,corrections,corrections: 2,2,0,0
348,beach,beach : 0,0,0,0
349,journey,journey : 1,1,0,0
350,King,King : 1,1,0,0
351,Latin,"Latin : 1
word : 1
example : 1
format : 1",1,1,1
352,sending,sending : 1,1,0,0
353,all,"all : 2
the word is : hello
hello : 2
the word is : level
level : 2
the word is : balloon
balloon : 2
the word is : library
library : 2
the word is : elephant
elephant : 1",2,2,2
354,"""death",death : 1,1,0,0
355,sister,sister : 0,0,0,0
356,victory,victory : 1,1,0,0
357,argue,argue : 1,1,0,0
358,bear,bear : 1,1,0,0
359,in,"in : 0
the : 0
following : 0
word : 0
example : 0
lemma : 1
answer : 1
per : 0
word : 0",0,0,0
360,addition,addition : 1,1,0,0
361,problem,problem : 1,1,1,1
362,violent,violent : 1,1,1,1
363,stabs,stabs : 0,0,0,0
364,local,"local : 1
the word is : hello
hello : 2
the word is : level
level : 2
the word is : library
library : 2
the word is : loyal
loyal : 1",1,2,2
365,general,general : 1,1,1,1
366,mother's,mother's : 1,1,0,0
367,only,"only : 1
word : 1
format : 1",1,1,1
368,demonstrated,demonstrated : 1,1,0,0
369,school,school : 1,1,1,1
370,will,will : 1,1,2,2
371,rehearsal,rehearsal : 1,1,1,1
372,Norway,Norway : 0,0,0,0
373,Foley,Foley: 1,1,1,1
374,drowns,"drowns : 0
the word is : 0
word : 1
format : 1
example : 1
answer : 1
input : 1
lemma : 1",0,0,0
375,avenge,"avenge : 0
the word is : banana",0,0,0
376,upset,upset : 1,1,0,0
377,returns,returns : 1,1,0,0
378,surviving,surviving : 1,1,0,0
379,procession,procession : 1,1,0,0
380,accompanied,"accompanied : 2
the word is : balloon",2,0,0
381,wolves,wolves: 1,1,1,1
382,scold,scold : 1,1,1,1
383,farewell,farewell : 1,1,2,2
384,profession,profession : 1,1,0,0
385,extant,"extant : 0
the word is : elephant",0,0,0
386,Crowne,Crowne : 1,1,0,0
387,tales,tales : 1,1,1,1
388,This,"This : 0
word : 0
is : 0",0,0,0
389,Guildenstern,Guildenstern : 1,1,1,1
390,ancient,ancient : 0,0,0,0
391,for,"the : 0
following : 0
word : 0
example : 0
format : 0
lemma : 1
answer : 1
per : 0
word : 0
example : 0
input : 1
output : 1
should : 0
be : 0
lemma : 1
word : 0
for : 0",0,0,0
392,performance,performance : 1,1,0,0
393,had,"had : 0
the : 0
following : 0
word : 0
example : 0
format : 0
input : 0
answer : 0
lemma : 1
per : 0
should : 0
be : 0
in : 0
it : 0
return : 0
one : 0
there : 0
are : 0
each : 0
of : 0",0,0,0
394,rapier,rapier : 1,1,0,0
395,tradition,tradition : 1,1,0,0
396,scholars,scholars: 1,1,1,1
397,Magoon,Magoon : 1,1,0,0
398,this:,this: 0,0,0,0
399,function,function : 0,0,0,0
