,all_data,gpt,counts,script,gpt_script
58,Although,Although : 1,1,0,0
59,would,would : 0,0,0,0
60,They,"They : 0
the : 0
word : 0",0,0,0
61,one,"bank : 1
book : 2
basketball : 2
bottle : 1
banana : 1
bed : 0
beach : 1
bird : 1
butterfly : 2
bus : 1",1,0,0
62,while,while : 0,0,0,0
63,and,"and : 0
the : 0
word : 0",0,0,0
64,When,When : 0,0,0,0
65,attack,attack : 0,0,0,0
66,be,"be : 1
the word is : job
job : 1
the word is : bubble
bubble : 3
the word is : banana
banana : 1
the word is : basketball
basketball : 1",1,1,1
67,plot,plot : 0,0,0,0
68,friends,friends : 0,0,0,0
69,lights,lights : 0,0,0,0
70,present,"bank : 1
basket : 1
book : 1
ball : 1
banana : 1
bottle : 1
bed : 0
butterfly : 1
box : 1
bird : 1",1,0,0
71,adopted,adopted : 1,1,0,0
72,Benson,Benson : 1,1,1,1
73,married,married : 1,1,0,0
74,already,already : 1,1,0,0
75,before,before : 1,1,1,1
76,way,way : 0,0,0,0
77,mourn,mourn : 0,0,0,0
78,cup,cup : 0,0,0,0
79,begins,begins : 1,1,1,1
80,protect,protect : 0,0,0,0
81,night,night : 0,0,0,0
82,or,or : 0,0,0,0
83,poetry,poetry : 0,0,0,0
84,even,even : 0,0,0,0
85,along,along : 1,1,0,0
86,more,more : 1,1,0,0
87,reasons,reasons : 1,1,0,0
88,harp,harp : 0,0,0,0
89,argues,argues : 1,1,0,0
90,"cliffs""",cliffs: 0,0,0,0
91,abnegation,abnegation : 1,1,1,1
92,their,their : 0,0,0,0
93,royal,royal : 1,1,0,0
94,rather,rather : 1,1,0,0
95,themes,themes : 0,0,0,0
96,found,"found : 1
word : 1
example : 1
format : 1",1,0,0
97,literary,literary : 1,1,0,0
98,lines,lines : 0,0,0,0
99,A,"A : 0
the : 0
word : 0",0,0,0
100,calling,calling : 1,1,0,0
101,Most,Most : 0,0,0,0
102,were,were : 0,0,0,0
103,prosody,prosody : 0,0,0,0
104,He,"He : 0
the : 0
word : 0",0,0,0
105,reacts,reacts : 0,0,0,0
106,wily,wily : 0,0,0,0
107,"rigor""",rigor : 0,0,0,0
108,known,known : 1,1,0,0
109,arguing,arguing : 1,1,0,0
110,fearing,fearing : 1,1,0,0
111,been,been : 1,1,1,1
112,article,article : 0,0,0,0
113,strangely,strangely : 1,1,0,0
114,text,text : 0,0,0,0
115,One,"One : 0
Two : 0
Three : 0
Four : 0
Five : 0
Six : 0
Seven : 0
Eight : 0
Nine : 0
Ten : 0
Eleven : 0
Twelve : 0
Thirteen : 0
Fourteen : 0
Fifteen : 0
Sixteen : 0
Seventeen : 0
Eighteen : 0
Nineteen : 0
Twenty : 0",0,0,0
116,margins,margins : 0,0,0,0
117,new,new : 0,0,0,0
118,meets,meets : 0,0,0,0
119,winsome,winsome : 0,0,0,0
120,any,"the : 0
word : 0
is : 0
any : 0",0,0,0
121,pray,pray : 0,0,0,0
122,castle,castle : 0,0,0,0
123,graveyard,graveyard : 0,0,0,0
124,appearance,appearance : 0,0,0,0
125,but,but : 1,1,1,1
126,mother,mother : 0,0,0,0
127,used,"used : 0
the : 0
word : 0",0,0,0
128,Germanic,Germanic : 0,0,0,0
129,point,point : 0,0,0,0
130,wants,wants : 0,0,0,0
131,monster,monster : 0,0,0,0
132,stock,stock : 1,1,0,0
133,thought,thought : 1,1,0,0
134,influenced,influenced : 1,1,0,0
135,may,may : 0,0,0,0
136,subject,subject : 0,0,1,1
137,arranged,arranged : 1,1,0,0
138,Lord's,Lord's : 0,0,0,0
139,heavy,heavy : 1,1,0,0
140,D,D : 0,0,0,0
141,killed,killed : 1,1,0,0
142,Foley's,Foley's: 0,0,0,0
143,traditional,traditional : 1,1,0,0
144,Insular,Insular : 0,0,0,0
145,why,why : 0,0,0,0
146,human,human : 0,0,0,0
147,unusual,unusual : 1,1,0,0
148,contemporary,contemporary : 0,0,0,0
149,awry,awry : 0,0,0,0
150,seeks,seeks : 0,0,0,0
151,by,by : 1,1,1,1
152,unwittingly,unwittingly : 1,1,0,0
153,Poetry,Poetry: 1,1,0,0
154,hides,hides : 0,0,0,0
155,as,"as : 0
the word is : bat : 1
the word is : ball : 1
the word is : banana : 1
the word is : book : 2
the word is : bottle : 1
the word is : bed : 1
the word is : bird : 1
the word is : bus : 1
the word is : boy : 1",0,0,0
156,That,"That : 0
the : 0
word : 0",0,0,0
157,has,has : 0,0,0,0
158,Francis,Francis: 0,0,0,0
159,Accompany,"Accompany : 0
the word is : Beautiful : 1
the word is : Bicycle : 1
the word is : Brilliant : 2
the word is : Banana : 1",0,0,0
160,met,met : 0,0,0,0
161,Rejected,Rejected : 0,0,0,0
162,sudden,sudden : 1,1,0,0
163,characterized,characterized : 1,1,0,0
164,theory,theory : 1,1,0,0
165,documented,documented : 1,1,0,0
166,wars,wars : 0,0,0,0
167,know,know : 0,0,0,0
168,with,"with : 0
the : 0
word : 0",0,0,0
169,plans,plans : 0,0,0,0
170,proposed,proposed : 1,1,0,0
171,Fortinbras,Fortinbras : 1,1,1,1
172,"heroes""",heroes : 0,0,0,0
173,annotations,annotations : 0,0,0,0
174,writes,writes : 0,0,0,0
175,maintaining,maintaining : 1,1,0,0
176,uncle,uncle : 0,0,0,0
177,that,"the : 0
word : 0
is : 0
that : 1",0,0,0
178,killing,killing : 1,1,0,0
179,France,France : 0,0,0,0
180,travelling,travelling: 0,0,0,0
181,hell,hell : 0,0,0,0
182,thinking,thinking : 0,0,0,0
183,Denmark,Denmark : 0,0,0,0
184,which,"which : 0
the : 0
word : 0",0,0,0
185,battle,battle : 1,1,1,1
186,reply,reply : 1,1,0,0
187,other,other : 0,0,0,0
188,insular,insular : 0,0,0,0
189,now,now : 0,0,0,0
190,also,also : 1,1,0,0
191,density,density : 1,1,0,0
192,recently-widowed,recently-widowed : 1,1,0,0
193,kill,kill : 0,0,0,0
194,Heroes',Heroes' : 0,0,0,0
195,ambassador,ambassador : 1,1,1,1
196,Queen,Queen : 0,0,0,0
197,goes,goes : 0,0,0,0
198,where,where : 1,1,0,0
199,story,story : 1,1,0,0
200,doing,doing : 0,0,0,0
201,Albert,Albert : 1,1,1,1
202,Rosencrantz,Rosencrantz : 0,0,0,0
203,much,much : 0,0,0,0
204,confronts,confronts : 1,1,0,0
205,preponderance,preponderance : 0,0,0,0
206,distressed,distressed : 1,1,0,0
207,it,"it : 0
the : 0
word : 0",0,0,0
208,individual,individual : 1,1,0,0
209,particularly,particularly : 1,1,0,0
210,into,into : 0,0,0,0
211,moving,moving : 1,1,0,0
212,what's,what's : 0,0,0,0
213,"""written","written : 1
the : 0
word : 0",1,0,0
214,Richardson,Richardson : 0,0,0,0
215,virtually,virtually : 0,0,0,0
216,subjects,subjects : 1,1,1,1
217,like,like : 0,0,0,0
218,tapestry,tapestry : 0,0,0,0
219,consisted,consisted : 0,0,0,0
220,believes,believes : 1,1,1,1
221,continues,continues : 0,0,0,0
222,evidence,evidence : 0,0,0,0
223,Joseph,Joseph : 0,0,0,0
224,drinks,drinks : 0,0,0,0
225,nation's,nation's : 0,0,0,0
226,duel,duel : 0,0,0,0
227,throes,throes : 0,0,0,0
228,alliteration,"alliteration : 1
the : 0
word : 0",1,0,0
229,poisoned,poisoned : 1,1,0,0
230,Larry,Larry: 0,0,0,0
231,madness,madness : 0,0,0,0
232,Ophelia,Ophelia: 0,0,0,0
233,assuming,assuming : 1,1,0,0
234,time,time : 0,0,0,0
235,common,common : 1,1,0,0
236,include,include : 1,1,0,0
237,murder,murder : 0,0,0,0
238,soul,soul : 0,0,0,0
239,ghost,ghost : 0,0,0,0
240,Campbell's,Campbell's : 1,1,1,1
241,Gertrude's,Gertrude's : 0,0,0,0
242,ends,ends : 0,0,0,0
243,early,early : 1,1,0,0
244,presage,presage : 0,0,0,0
245,She,"She : 0
the : 0
word : 0",0,0,0
246,Poland,Poland: 0,0,0,0
247,luck,luck : 1,1,0,0
248,form,form : 1,1,0,0
249,extensions,extensions : 0,0,0,0
250,so,"so : 0
the : 0
word : 0",0,0,0
251,construction,construction : 1,1,0,0
252,vociferous,vociferous : 0,0,0,0
253,are,are : 0,0,0,0
254,played,played : 0,0,0,0
255,semi-Uncial,semi-Uncial : 0,0,0,0
256,Oral,Oral : 0,0,0,0
257,concept,concept : 1,1,0,0
258,hero,hero : 0,0,0,0
259,unpredicatable,unpredicatable : 1,1,1,1
260,style,style : 0,0,0,0
261,some,"some : 0
word : 0
example : 0
format : 0",0,0,0
262,hypothesis,hypothesis : 0,0,0,0
263,resemblance,resemblance : 1,1,1,1
264,"formulaic""",formulaic: 0,0,0,0
265,through,through : 0,0,0,0
266,an,"an : 0
the : 0
word : 0",0,0,0
267,defined,defined : 1,1,0,0
268,closely,closely : 0,0,0,0
269,Late,Late : 0,0,0,0
270,Dehn,"Dehn: 0
the word is: 0",0,0,0
271,moment,moment : 0,0,0,0
272,back,"back : 1
bottle : 1
banana : 1
basketball : 2
book : 1",1,1,1
273,he,he : 0,0,0,0
274,what,"what : 0
the : 0
word : 0",0,0,0
275,written,"written : 1
format : 1
example : 1
input : 1
answer : 1
word : 1",1,0,0
276,After,After : 0,0,0,0
277,According,According : 0,0,0,0
278,change,change : 1,1,0,0
279,epics,epics: 0,0,0,0
280,"""a","a : 0
banana : 1
basketball : 2
book : 1
butterfly : 2",0,0,0
281,to,"to : 0
the : 0",0,0,0
282,seen,seen : 0,0,0,0
283,father,father : 0,0,0,0
284,Old,"Old : 0
the : 0
word : 0",0,0,0
285,His,His : 0,0,0,0
286,poetic,poetic : 0,0,0,0
287,onwards,onwards : 0,0,0,0
288,probity,probity : 1,1,1,1
289,warns,warns : 0,0,0,0
290,variation,variation : 1,1,0,0
291,down,down : 1,1,0,0
292,ending,ending : 1,1,0,0
293,often,often : 0,0,0,0
294,play,play : 0,0,0,0
295,Odyssey,Odyssey : 0,0,0,0
296,passed,passed : 0,0,0,0
297,scenes,scenes : 0,0,0,0
298,delay,delay : 1,1,0,0
299,at,"at : 0
the : 0
word : 0",0,0,0
300,not,"not : 0
word : 1
following : 0
format : 0",0,0,0
301,passages,passages : 0,0,0,0
302,formulas,formulas : 0,0,0,0
303,various,various : 0,0,0,0
304,cites,cites : 0,0,0,0
305,than,than : 0,0,0,0
306,Completion,Completion : 1,1,0,0
307,a,"a : 0
the : 0
word : 0",0,0,0
308,prose,prose : 0,0,0,0
309,no,"no: 0
banana: 1
book: 1
basketball: 2
butterfly: 2
beach: 1
bird: 1
bottle: 2
bus: 1
bicycle: 1",0,0,0
310,eagles,eagles : 0,0,0,0
311,rejects,rejects : 0,0,0,0
312,languages,languages : 0,0,0,0
313,"""beach","beach : 1
the word is : ""basketball""",1,1,1
314,during,during : 0,0,0,0
315,contemplates,contemplates : 1,1,0,0
316,Greek,Greek : 0,0,0,0
317,plots,plots : 0,0,0,0
318,writing,writing : 0,0,0,0
319,four,four : 0,0,0,0
320,Journey,Journey : 0,0,0,0
321,paper,paper : 0,0,0,0
322,commentary,commentary : 1,1,0,0
323,dies,dies: 0,0,0,0
324,shown,"1. banana : 1
2. basketball : 1
3. bottle : 1
4. book : 1
5. beach : 0
6. butterfly : 0
7. bear : 1
8. bus : 0
9. bird : 0
10. biscuit : 1",1,0,0
325,manuscripts,manuscripts : 0,0,0,0
326,how,how : 0,0,0,0
327,John,"John: 0
the: 0
word: 0",0,0,0
328,between,between : 1,1,1,1
329,got,got : 1,1,0,0
330,death,death : 0,0,0,0
331,vicissitude,vicissitude : 0,0,0,0
332,Hamlet's,Hamlet's : 0,0,0,0
333,baggage,baggage : 2,2,1,1
334,remains,remains : 0,0,0,0
335,completely,completely : 0,0,0,0
336,miniatures,miniatures : 1,1,0,0
337,13th,13th : 0,13,0,0
338,upon,upon : 0,0,0,0
339,attempting,attempting : 1,1,0,0
340,him,him : 0,0,0,0
341,battlements,battlements : 2,2,1,1
342,"beasts""",beasts : 1,1,1,1
343,group,group : 1,1,0,0
344,At,"At : 0
the : 0
word : 0",0,0,0
345,nature,nature : 0,0,0,0
346,circumstances,circumstances : 0,0,0,0
347,corrections,corrections : 2,2,0,0
348,beach,beach : 1,1,1,1
349,journey,journey : 0,0,0,0
350,King,King : 0,0,0,0
351,Latin,Latin: 0,0,0,0
352,sending,sending : 1,1,0,0
353,all,"all : 0
word : 1
following : 0
example : 0
format : 0",0,0,0
354,"""death",death : 0,0,0,0
355,sister,sister : 0,0,0,0
356,victory,victory : 0,0,0,0
357,argue,argue : 1,1,0,0
358,bear,bear : 1,1,1,1
359,in,"in : 0
the : 0",0,0,0
360,addition,addition : 1,1,0,0
361,problem,problem : 1,1,1,1
362,violent,violent : 0,0,0,0
363,stabs,stabs : 0,0,1,1
364,local,local : 1,1,0,0
365,general,general : 1,1,0,0
366,mother's,mother's : 0,0,0,0
367,only,"only : 0
the : 0
word : 0",0,0,0
368,demonstrated,demonstrated : 1,1,0,0
369,school,school : 0,0,0,0
370,will,will : 0,0,0,0
371,rehearsal,rehearsal: 1,1,0,0
372,Norway,Norway : 0,0,0,0
373,Foley,Foley: 1,1,0,0
374,drowns,drowns : 0,0,0,0
375,avenge,avenge : 0,0,0,0
376,upset,upset : 0,0,0,0
377,returns,returns : 0,0,0,0
378,surviving,surviving: 0,0,0,0
379,procession,procession : 1,1,0,0
380,accompanied,accompanied : 1,1,0,0
381,wolves,wolves : 0,0,0,0
382,scold,scold : 0,0,0,0
383,farewell,farewell : 1,1,0,0
384,profession,profession : 0,0,0,0
385,extant,extant : 0,0,0,0
386,Crowne,Crowne : 0,0,0,0
387,tales,tales : 0,0,0,0
388,This,"This : 0
word : 0
is : 0",0,0,0
389,Guildenstern,Guildenstern : 0,0,0,0
390,ancient,ancient : 0,0,0,0
391,for,"for : 0
example : 0
if : 0
the : 0
input : 0
is : 0
bank : 1",0,0,0
392,performance,performance : 0,0,0,0
393,had,had : 0,0,0,0
394,rapier,rapier : 0,0,0,0
395,tradition,tradition : 1,1,0,0
396,scholars,scholars: 1,1,0,0
397,Magoon,Magoon: 1,1,0,0
398,this:,this: 0,0,0,0
399,function,function : 1,1,0,0
