,all_data,gpt,counts,script,gpt_script
293,often,often : 1,1,0,0
294,play,play : 0,0,0,0
295,Odyssey,Odyssey: 0,0,0,0
296,passed,passed : 0,0,0,0
297,scenes,scenes : 1,1,1,1
298,delay,delay : 1,1,0,0
299,at,at : 0,0,0,0
300,not,"not : 0
the : 0",0,0,0
301,passages,passages : 0,0,0,0
302,formulas,formulas : 1,1,0,0
303,various,various : 1,1,0,0
304,cites,cites : 1,1,1,1
305,than,than : 1,1,0,0
306,Completion,"Completion : 1
the word is : 1",1,1,1
307,a,"a : 0
the : 0
word : 0",0,0,0
308,prose,prose : 0,0,0,0
309,no,"no : 0
curec : 2
cat : 1
circle : 1
computer : 1
car : 1
cucumber : 2
candy : 1
cactus : 2
city : 1",0,0,0
310,eagles,eagles: 0,0,0,0
311,rejects,rejects : 0,0,1,1
312,languages,languages : 1,1,0,0
313,"""beach",beach : 1,1,1,1
314,during,during : 1,1,0,0
315,contemplates,contemplates : 1,1,1,1
316,Greek,Greek : 0,0,0,0
317,plots,plots : 0,0,0,0
318,writing,writing : 1,1,0,0
319,four,"four : 0
the : 0
word : 0",0,0,0
320,Journey,Journey: 0,0,0,0
321,paper,paper : 0,0,0,0
322,commentary,commentary : 2,2,1,1
323,dies,dies : 0,0,0,0
324,shown,shown : 1,1,0,0
325,manuscripts,manuscripts: 0,0,1,1
326,how,"how : 0
many : 0
c : 1
or : 0
C : 1
are : 0
there : 1
in : 0
each : 0
of : 0
following : 0
word : 1",0,0,0
327,John,John: 0,0,0,0
328,between,between : 1,1,0,0
329,got,got : 0,0,0,0
330,death,death : 0,0,0,0
331,vicissitude,vicissitude : 1,1,1,1
332,Hamlet's,Hamlet's : 0,0,0,0
333,baggage,baggage : 1,1,0,0
334,remains,remains : 1,1,0,0
335,completely,completely : 1,1,1,1
336,miniatures,miniatures : 0,0,0,0
337,13th,13th : 0,13,0,0
338,upon,upon : 0,0,0,0
339,attempting,attempting : 1,1,0,0
340,him,him : 0,0,0,0
341,battlements,battlements : 0,0,0,0
342,"beasts""",beasts : 1,1,0,0
343,group,group : 1,1,0,0
344,At,"At : 0
the : 0
word : 0",0,0,0
345,nature,nature : 0,0,0,0
346,circumstances,circumstances : 2,2,3,3
347,corrections,corrections : 2,2,2,2
348,beach,beach : 1,1,1,1
349,journey,journey : 0,0,0,0
350,King,King : 1,1,0,0
351,Latin,Latin : 0,0,0,0
352,sending,sending : 1,1,0,0
353,all,"all : 0
the : 0
word : 0",0,0,0
354,"""death",death : 0,0,0,0
355,sister,sister : 0,0,0,0
356,victory,victory : 0,0,1,1
357,argue,argue : 1,1,0,0
358,bear,bear : 0,0,0,0
359,in,"in : 0
the : 0",0,0,0
360,addition,addition : 1,1,0,0
361,problem,"problem : 0
the word is : challenge : 2
the word is : success : 0
the word is : create : 1
the word is : celebrate : 2",0,0,0
362,violent,violent : 0,0,0,0
363,stabs,stabs : 0,0,0,0
364,local,local: 1,1,1,1
365,general,general : 1,1,0,0
366,mother's,mother's : 0,0,0,0
367,only,only : 1,1,0,0
368,demonstrated,demonstrated : 0,0,0,0
369,school,school : 1,1,1,1
370,will,will : 0,0,0,0
371,rehearsal,rehearsal : 0,0,0,0
372,Norway,Norway: 0,0,0,0
373,Foley,"Foley: 0
the word is: 0",0,0,0
374,drowns,drowns : 0,0,0,0
375,avenge,avenge : 0,0,0,0
376,upset,upset : 0,0,0,0
377,returns,returns : 0,0,0,0
378,surviving,surviving: 1,1,0,0
379,procession,procession : 1,1,1,1
380,accompanied,"accompanied : 1
the word is : challenge : 2
the word is : character : 2
the word is : circumstance : 1
the word is : consequence : 1
the word is : critical : 1
the word is : curiosity : 1",1,2,2
381,wolves,wolves: 0,0,0,0
382,scold,scold : 1,1,1,1
383,farewell,farewell : 1,1,0,0
384,profession,profession : 1,1,0,0
385,extant,extant: 0,0,0,0
386,Crowne,Crowne : 1,1,1,1
387,tales,tales: 0,0,0,0
388,This,"This : 0
the : 0
word : 0",0,0,0
389,Guildenstern,Guildenstern : 0,0,0,0
390,ancient,ancient : 0,0,1,1
391,for,"for : 0
example : 0
input : 0
word : 0",0,0,0
392,performance,performance : 0,0,1,1
393,had,had : 0,0,0,0
394,rapier,rapier : 0,0,0,0
395,tradition,tradition : 1,1,0,0
396,scholars,scholars: 1,1,1,1
397,Magoon,Magoon: 1,1,0,0
398,this:,this: 0,0,0,0
399,function,function : 1,1,1,1
