,all_data,gpt,counts,script,gpt_script
147,unusual,"""unusual"" : 4; [u, u, a, a]",4,4,4
148,contemporary,"""contemporary"" : 4; [o, e, o, a]",4,4,4
149,awry,"""awry"" : 1; [a]",1,1,1
150,seeks,"""seeks"" : 2; [e, e]",2,2,2
151,by,"""by"" : 0; []",0,0,0
152,unwittingly,"""unwittingly"" : 3; [u, i, e]",3,3,3
153,Poetry,"""Poetry"" : 3; [o, e, y]",3,2,2
154,hides,"""hides"" : 2; [i, e]",2,2,2
155,as,"""as"" : 1; [a]",1,1,1
156,That,"""That"" has 1 vowel letter. The vowel letter in the word is ""a"". Therefore, the output would be:
""That"" : 1; [a]",1,1,1
157,has,"""has"" : 1; [a]",1,1,1
158,Francis,"""Francis"" : 3; [a, i, i]",3,2,2
159,Accompany,"""Accompany"" has 4 vowel letters. The vowel letters in the word are [A, o, a, y].",4,3,3
160,met,"""met"" : 1; [e]",1,1,1
161,Rejected,"""Rejected"" : 3; [e, e, e]",3,3,3
162,sudden,"""sudden"" : 2; [u, e]",2,2,2
163,characterized,"""characterized"" : 6; [a, a, e, i, e, e]",6,5,5
164,theory,"""theory"" : 3; [e, o, y]",3,2,2
165,documented,"""documented"" : 4; [o, u, e, e]",4,4,4
166,wars,"""wars"" : 1; [a]",1,1,1
167,know,"""know"" : 1; [o]",1,1,1
168,with,"""with"" : 1; [i]",1,1,1
169,plans,"""plans"" : 1; [a]",1,1,1
170,proposed,"""proposed"" : 4; [o, o, e, e]",4,3,3
171,Fortinbras,"""Fortinbras"" has 3 vowel letters. The vowel letters in the word are ""o"", ""i"", and ""a"". Therefore, the output would be:

""Fortinbras"" : 3; [o, i, a]",3,3,3
172,"heroes""","""heroes"" : 3; [e, o, e]",3,3,3
173,annotations,"""annotations"" : 5; [a, o, a, i, o]",5,5,5
174,writes,"""writes"" : 2; [i, e]",2,2,2
175,maintaining,"""maintaining"" : 5; [a, i, a, i, i]",5,5,5
176,uncle,"""uncle"" : 2; [u, e]",2,2,2
177,that,"""that"" : 1; [a]",1,1,1
178,killing,"""killing"" : 2; [i, i]",2,2,2
179,France,"""France"" : 2; [a, e]",2,2,2
180,travelling,"""travelling"" : 3; [a, e, i]",3,3,3
181,hell,"The word ""hell"" has 1 vowel letter. The vowel letter in the word ""hell"" is ""e"". Therefore, the output would be:

""hell"" : 1; [e]",1,1,1
182,thinking,"""thinking"" has 2 vowel letters. The vowel letters in the word are ""i"" and ""i"". Therefore, the output would be:
""thinking"" : 2; [i, i]",2,2,2
183,Denmark,"""Denmark"" : 3; [e, a, a]",3,2,2
184,which,"""which"" : 1; [i]",1,1,1
185,battle,"""battle"" : 2; [a, e]",2,2,2
186,reply,"""reply"" : 1; [e]",1,1,1
187,other,"""other"" : 2; [o, e]",2,2,2
188,insular,"""insular"" : 3; [i, u, a]",3,3,3
189,now,"""now"" : 1; [o]",1,1,1
190,also,"""also"" : 2; [a, o]",2,2,2
191,density,"""density"" : 3; [e, i, y]",3,2,2
192,recently-widowed,"""recently-widowed"" : 5; [e, e, y, i, o]",5,5,5
193,kill,"""kill"" : 1; [i]",1,1,1
194,Heroes',"""Heroes'"" : 3; [e, o, e]",3,3,3
195,ambassador,"""ambassador"" : 4; [a, a, a, o]",4,4,4
196,Queen,"""Queen"" : 3; [u, e, e]",3,3,3
197,goes,"""goes"" : 2; [o, e]",2,2,2
198,where,"""where"" : 2; [e, e]",2,2,2
199,story,"""story"" : 1; [o]",1,1,1
200,doing,"""doing"" : 3; [o, i, i]",3,2,2
201,Albert,"""Albert"" : 2; [A, e]",2,2,2
202,Rosencrantz,"""Rosencrantz"" : 3; [o, e, a]",3,3,3
203,much,"""much"" : 1; [u]",1,1,1
204,confronts,"""confronts"" has 2 vowel letters. The vowel letters in the word are ""o"" and ""e"". Therefore, the output would be:
""confronts"" : 2; [o, e]",2,2,2
205,preponderance,"""preponderance"" : 5; [e, o, e, a, e]",5,5,5
206,distressed,"""distressed"" : 3; [i, e, e]",3,3,3
207,it,"""it"" : 1; [i]",1,1,1
208,individual,"""individual"" : 5; [i, i, u, a, a]",5,5,5
209,particularly,"""particularly"" : 4; [a, i, u, y]",4,4,4
210,into,"""into"" : 2; [i, o]",2,2,2
211,moving,"""moving"" : 2; [o, i]",2,2,2
212,what's,"""what's"" : 1; [a]",1,1,1
213,"""written","The word ""written"" has 2 vowel letters. The vowel letters in the word are ""i"" and ""e"". Therefore, the output would be:

""written"" : 2; [i, e]",2,2,2
214,Richardson,"""Richardson"" : 3; [i, a, o]",3,3,3
215,virtually,"""virtually"" : 4; [i, u, a, y]",4,3,3
216,subjects,"""subjects"" has 3 vowel letters. The vowel letters in the word are ""u"", ""e"", and ""o"". Therefore, the output would be:
""subjects"" : 3; [u, e, o]",3,2,2
217,like,"""like"" : 2; [i, e]",2,2,2
218,tapestry,"""tapestry"" : 3; [a, e, y]",3,2,2
219,consisted,"""consisted"" : 4; [o, i, e, e]",4,3,3
220,believes,"""believes"" : 4; [e, i, e, e]",4,4,4
221,continues,"""continues"" : 4; [o, i, u, e]",4,4,4
222,evidence,"""evidence"" : 4; [e, i, e, e]",4,4,4
223,Joseph,"""Joseph"" : 2; [o, e]",2,2,2
224,drinks,"""drinks"" : 1; [i]",1,1,1
225,nation's,"The word ""nation's"" has 3 vowel letters. The vowel letters in the word are ""a"", ""i"", and ""o"". Therefore, the output would be:

""nation's"" : 3; [a, i, o]",3,3,3
226,duel,"""duel"" : 2; [u, e]",2,2,2
227,throes,"""throes"" : 2; [o, e]",2,2,2
228,alliteration,"""alliteration"" : 5; [a, i, e, a, i]",5,6,6
229,poisoned,"""poisoned"" : 4; [o, i, e, e]",4,4,4
230,Larry,"""Larry"" : 2; [a, y]",2,1,1
231,madness,"""madness"" : 2; [a, e]",2,2,2
232,Ophelia,"""Ophelia"" : 4; [O, i, e, a]",4,4,4
233,assuming,"""assuming"" : 3; [a, u, i]",3,3,3
234,time,"""time"" : 2; [i, e]",2,2,2
235,common,"""common"" : 2; [o, o]",2,2,2
236,include,"""include"" : 3; [i, u, e]",3,3,3
237,murder,"""murder"" : 2; [u, e]",2,2,2
238,soul,"""soul"" : 2; [o, u]",2,2,2
239,ghost,"""ghost"" : 1; [o]",1,1,1
240,Campbell's,"The word ""Campbell's"" has 2 vowel letters. The vowel letters in the word are ""a"" and ""e"". 

Therefore, the output would be:
""Campbell's"" : 2; [a, e]",2,2,2
241,Gertrude's,"""Gertrude's"" : 3; [e, u, e]",3,3,3
242,ends,"""ends"" : 1; [e]",1,1,1
243,early,"""early"" : 2; [e, a]",2,2,2
244,presage,"""presage"" : 3; [e, a, e]",3,3,3
245,She,"The word is ""She"". There are 1 vowel letter in the word ""She"" which is ""e"". Therefore, the output would be:

""She"" : 1; [e]",1,1,1
246,Poland,"""Poland"" : 2; [o, a]",2,2,2
247,luck,"""luck"" : 1; [u]",1,1,1
248,form,"""form"" : 1; [o]",1,1,1
249,extensions,"""extensions"" : 4; [e, o, i, o]",4,4,4
250,so,"""so"" : 1; [o]",1,1,1
251,construction,"""construction"" : 4; [o, u, i, o]",4,4,4
252,vociferous,"The word ""vociferous"" has 5 vowel letters. The vowel letters in the word are [o, i, e, o, u].",5,5,5
253,are,"""are"" : 2; [a, e]",2,2,2
254,played,"""played"" : 2; [a, e]",2,2,2
255,semi-Uncial,"The word ""semi-Uncial"" has 5 vowel letters. The vowel letters in the word are ""e"", ""i"", ""U"", ""i"", and ""a"". Therefore, the output would be:
""semi-Uncial"" : 5; [e, i, U, i, a]",5,5,5
256,Oral,"""Oral"" : 2; [O, a]",2,2,2
257,concept,"""concept"" : 2; [o, e]",2,2,2
258,hero,"""hero"" : 2; [e, o]",2,2,2
259,unpredicatable,"""unpredicatable"" : 6; [u, e, i, a, e, e]",6,6,6
260,style,"""style"" : 1; [e]",1,1,1
261,some,"""some"" : 2; [o, e]",2,2,2
262,hypothesis,"""hypothesis"" : 4; [o, e, i, s]",4,3,3
263,resemblance,"resemblance: 4; [e, e, a, e]",4,4,4
264,"formulaic""","""formulaic"" : 5; [o, u, a, i, a]",5,4,4
265,through,"""through"" : 2; [o, u]",2,2,2
266,an,"""an"" : 1; [a]",1,1,1
267,defined,"""defined"" : 3; [e, i, e]",3,3,3
268,closely,"""closely"" : 2; [o, e]",2,2,2
269,Late,"""Late"" : 2; [a, e]",2,2,2
270,Dehn,"""Dehn"" : 1; [e]",1,1,1
271,moment,"""moment"" : 2; [o, e]",2,2,2
272,back,"""back"" : 1; [a]",1,1,1
273,he,"""he"" : 1; [e]",1,1,1
274,what,"""what"" : 1; [a]",1,1,1
275,written,"""written"" : 2; [i, e]",2,2,2
276,After,"""After"" has 2 vowel letters. The vowel letters in the word are ""a"" and ""e"". Therefore, the output should be:
""After"" : 2; [a, e]",2,2,2
277,According,"""According"" : 3; [A, o, i]",3,3,3
278,change,"""change"" : 2; [a, e]",2,2,2
279,epics,"""epics"" : 2; [e, i]",2,2,2
280,"""a","""a"" : 1; [a]",1,1,1
281,to,"""to"" : 1; [o]",1,1,1
282,seen,"""seen"" : 2; [e, e]",2,2,2
283,father,"""father"" : 2; [a, e]",2,2,2
284,Old,"""Old"" : 1; [o]",1,1,1
285,His,"""His"" : 1; [i]",1,1,1
286,poetic,"""poetic"" : 3; [o, e, i]",3,3,3
287,onwards,"""onwards"" : 2; [o, a]",2,2,2
288,probity,"""probity"" : 2; [o, i]",2,2,2
289,warns,"""warns"" : 1; [a]",1,1,1
290,variation,"""variation"" : 4; [a, i, a, i]",4,5,5
291,down,"""down"" : 1; [o]",1,1,1
292,ending,"""ending"" : 2; [e, i]",2,2,2
293,often,"""often"" : 2; [o, e]",2,2,2
294,play,"""play"" : 2; [a, y]",2,1,1
295,Odyssey,"""Odyssey"" : 3; [O, e, y]",3,2,2
296,passed,"""passed"" : 2; [a, e]",2,2,2
297,scenes,"""scenes"" : 2; [e, e]",2,2,2
298,delay,"""delay"" : 2; [a, e]",2,2,2
299,at,"""at"" : 1; [a]",1,1,1
300,not,"""not"" : 1; [o]",1,1,1
301,passages,"""passages"" : 3; [a, e, e]",3,3,3
302,formulas,"""formulas"" : 4; [o, u, a, a]",4,3,3
303,various,"""various"" : 4; [a, i, o, u]",4,4,4
304,cites,"""cites"" : 2; [i, e]",2,2,2
305,than,"""than"" : 1; [a]",1,1,1
306,Completion,"""Completion"" has 4 vowel letters. The vowel letters in the word are [o, e, i, o].",4,4,4
307,a,"""a"" : 1; [a]",1,1,1
308,prose,"""prose"" : 2; [o, e]",2,2,2
309,no,"""no"" : 1; [o]",1,1,1
310,eagles,"The word ""eagles"" has 3 vowel letters. The vowel letters in the word are ""e"", ""a"", and ""e"". Therefore, the output would be:

""eagles"" : 3; [e, a, e]",3,3,3
311,rejects,"""rejects"" : 2; [e, e]",2,2,2
312,languages,"""languages"" : 4; [a, u, a, e]",4,4,4
313,"""beach","""beach"" : 2; [e, a]",2,2,2
314,during,"""during"" : 2; [u, i]",2,2,2
315,contemplates,"""contemplates"" : 4; [o, e, a, e]",4,4,4
316,Greek,"""Greek"" : 2; [e, e]",2,2,2
317,plots,"""plots"" : 1; [o]",1,1,1
318,writing,"""writing"" has 2 vowel letters. The vowel letters in ""writing"" are ""i"" and ""i"". Therefore, the output would be:
""writing"" : 2; [i, i]",2,2,2
319,four,"""four"" : 2; [o, u]",2,2,2
320,Journey,"""Journey"" has 3 vowel letters. The vowel letters in the word are [o, u, e].",3,3,3
321,paper,"""paper"" : 2; [a, e]",2,2,2
322,commentary,"""commentary"" : 4; [o, e, a, y]",4,3,3
323,dies,"""dies"" : 2; [i, e]",2,2,2
324,shown,"""shown"" : 1; [o]",1,1,1
325,manuscripts,"""manuscripts"" : 4; [a, u, i, i]",4,3,3
326,how,"The word ""how"" has 1 vowel letter. The vowel letter in the word ""how"" is ""o"". Therefore, the output would be:

""how"" : 1; [o]",1,1,1
327,John,"""John"" : 1; [o]",1,1,1
328,between,"""between"" : 3; [e, w, e]",3,3,3
329,got,"""got"" : 1; [o]",1,1,1
330,death,"""death"" : 2; [e, a]",2,2,2
331,vicissitude,"""vicissitude"" : 6; [i, i, i, u, e, e]",6,5,5
332,Hamlet's,"""Hamlet's"" : 2; [a, e]",2,2,2
333,baggage,"""baggage"" : 3; [a, a, e]",3,3,3
334,remains,"""remains"" : 3; [e, a, i]",3,3,3
335,completely,"""completely"" : 4; [o, e, e, y]",4,3,3
336,miniatures,"The word ""miniatures"" has 5 vowel letters. The vowel letters in the word are ""i"", ""a"", ""u"", ""e"", and ""e"". Therefore, the output would be:

""miniatures"" : 5; [i, a, u, e, e]",5,5,5
337,13th,"""13th"" : 0; []",13,0,0
338,upon,"""upon"" : 2; [u, o]",2,2,2
339,attempting,"""attempting"" : 3; [a, e, i]",3,3,3
340,him,"""him"" : 1; [i]",1,1,1
341,battlements,"The word ""battlements"" has 3 vowel letters. The vowel letters in the word are ""a"", ""e"", and ""e"". Therefore, the output would be:

""battlements"" : 3; [a, e, e]",3,3,3
342,"beasts""","""beasts"" : 2; [e, a]",2,2,2
343,group,"""group"" : 2; [o, u]",2,2,2
344,At,"""At"" : 1; [A]",1,1,1
345,nature,"""nature"" : 3; [a, u, e]",3,3,3
346,circumstances,"The word ""circumstances"" has 4 vowel letters. The vowel letters in the word are ""i"", ""u"", ""a"", and ""e"". Therefore, the output would be:

""circumstances"" : 4; [i, u, a, e]",4,4,4
347,corrections,"""corrections"" has 4 vowel letters. The vowel letters in the word are [o, e, i, o].",4,4,4
348,beach,"""beach"" : 2; [e, a]",2,2,2
349,journey,"The word ""journey"" has 3 vowel letters. The vowel letters in the word are ""o"", ""u"", and ""e"". Therefore, the output would be:

""journey"" : 3; [o, u, e]",3,3,3
350,King,"""King"" : 1; [i]",1,1,1
351,Latin,"Latin: 2; [a, i]",2,2,2
352,sending,"""Sending"" has 2 vowel letters. The vowel letters in the word are [e, i].",2,2,2
353,all,"""all"" : 1; [a]",1,1,1
354,"""death","""death"" : 2; [e, a]",2,2,2
355,sister,"""sister"" : 2; [i, e]",2,2,2
356,victory,"""victory"" : 3; [i, o, y]",3,2,2
357,argue,"""argue"" : 3; [a, u, e]",3,3,3
358,bear,"""bear"" : 2; [e, a]",2,2,2
359,in,"""in"" : 1; [i]",1,1,1
360,addition,"""addition"" has 4 vowel letters. The vowel letters in the word are [a, i, i, o].",4,4,4
361,problem,"""problem"" : 2; [o, e]",2,2,2
362,violent,"""violent"" : 3; [i, o, e]",3,3,3
363,stabs,"""stabs"" : 1; [a]",1,1,1
364,local,"""local"" : 2; [o, a]",2,2,2
365,general,"""general"" : 3; [e, e, a]",3,3,3
366,mother's,"""mother's"" : 2; [o, e]",2,2,2
367,only,"""only"" : 1; [o]",1,1,1
368,demonstrated,"""demonstrated"" : 5; [e, o, e, a, e]",5,4,4
369,school,"""school"" : 2; [o, o]",2,2,2
370,will,"""will"" : 1; [i]",1,1,1
371,rehearsal,"""rehearsal"" : 4; [e, e, a, a]",4,4,4
372,Norway,"Norway: 2; [o, a]",2,2,2
373,Foley,"""Foley"" : 2; [o, e]",2,2,2
374,drowns,"""drowns"" : 1; [o]",1,1,1
375,avenge,"""avenge"" : 3; [a, e, e]",3,3,3
376,upset,"""upset"" : 2; [u, e]",2,2,2
377,returns,"""returns"" : 2; [e, u]",2,2,2
378,surviving,"The word ""surviving"" has 3 vowel letters. The vowel letters in the word are ""u"", ""i"", and ""i"". Therefore, the output would be:

""surviving"" : 3; [u, i, i]",3,3,3
379,procession,"""procession"" : 4; [o, e, i, o]",4,4,4
380,accompanied,"""accompanied"" : 5; [a, o, a, i, e]",5,5,5
381,wolves,"""wolves"" : 2; [o, e]",2,2,2
382,scold,"""scold"" : 1; [o]",1,1,1
383,farewell,"""farewell"" : 3; [a, e, a]",3,3,3
384,profession,"""profession"" : 4; [o, e, i, o]",4,4,4
385,extant,"""extant"" : 2; [e, a]",2,2,2
386,Crowne,"""Crowne"" : 2; [o, e]",2,2,2
387,tales,"""tales"" : 2; [a, e]",2,2,2
388,This,"""This"" : 1; [i]",1,1,1
389,Guildenstern,"The word ""Guildenstern"" has 4 vowel letters. The vowel letters in the word are ""u"", ""i"", ""e"", and ""e"". Therefore, the output would be:

""Guildenstern"" : 4; [u, i, e, e]",4,4,4
390,ancient,"""ancient"" : 3; [a, i, e]",3,3,3
391,for,"""for"" : 1; [o]",1,1,1
392,performance,"""performance"" : 4; [e, o, e, e]",4,4,4
393,had,"""had"" : 1; [a]",1,1,1
394,rapier,"""rapier"" : 3; [a, i, e]",3,3,3
395,tradition,"""tradition"" : 4; [a, i, i, o]",4,4,4
396,scholars,"""scholars"" : 2; [o, a]",2,2,2
397,Magoon,"""Magoon"" : 3; [a, o, o]",3,3,3
398,this:,"""this"" : 1; [i]",1,1,1
399,function,"""function"" : 3; [u, i, o]",3,3,3
