,all_data,gpt,counts,script,gpt_script
85,along,along : 1,1,1,1
86,more,more : 1,1,0,0
87,reasons,reasons : 1,1,1,1
88,harp,harp : 1,1,1,1
89,argues,argues : 1,1,1,1
90,"cliffs""",cliffs : 0,0,0,0
91,abnegation,abnegation : 2,2,2,2
92,their,their : 0,0,0,0
93,royal,royal : 1,1,1,1
94,rather,rather : 2,2,1,1
95,themes,themes : 1,1,0,0
96,found,"The word is: found
found: 1",1,0,0
97,literary,literary : 1,1,1,1
98,lines,lines : 0,0,0,0
99,A,"the word is : A : 1
the word is : apple : 1
the word is : banana : 3
the word is : avocado : 2
the word is : pineapple : 1
the word is : watermelon : 0",1,1,1
100,calling,calling : 2,2,1,1
101,Most,Most : 0,0,0,0
102,were,were : 0,0,0,0
103,prosody,prosody : 1,1,0,0
104,He,He : 0,0,0,0
105,reacts,reacts : 1,1,1,1
106,wily,wily : 0,0,0,0
107,"rigor""",rigor : 1,1,0,0
108,known,known : 1,1,0,0
109,arguing,arguing : 1,1,1,1
110,fearing,fearing : 1,1,1,1
111,been,been : 1,1,0,0
112,article,article : 1,1,1,1
113,strangely,strangely : 1,1,1,1
114,text,text : 0,0,0,0
115,One,"One : 0
the : 0
word : 0",0,0,0
116,margins,margins : 1,1,1,1
117,new,new : 1,1,0,0
118,meets,meets : 1,1,0,0
119,winsome,winsome : 1,1,0,0
120,any,"the : 0
word : 0
is : 0
any : 1",0,1,1
121,pray,pray : 1,1,1,1
122,castle,castle : 1,1,1,1
123,graveyard,graveyard : 2,2,2,2
124,appearance,appearance : 2,2,3,3
125,but,but : 0,0,0,0
126,mother,mother : 1,1,0,0
127,used,used : 1,1,0,0
128,Germanic,Germanic : 1,1,1,1
129,point,point : 0,0,0,0
130,wants,wants : 1,1,1,1
131,monster,monster : 0,0,0,0
132,stock,stock : 1,1,0,0
133,thought,thought : 1,1,0,0
134,influenced,influenced : 1,1,0,0
135,may,may : 1,1,1,1
136,subject,subject : 0,0,0,0
137,arranged,arranged : 2,2,2,2
138,Lord's,Lord's : 0,0,0,0
139,heavy,heavy : 1,1,1,1
140,D,D : 0,0,0,0
141,killed,killed : 1,1,0,0
142,Foley's,Foley's : 0,0,0,0
143,traditional,traditional : 2,2,2,2
144,Insular,Insular : 1,1,1,1
145,why,why : 0,0,0,0
146,human,human : 1,1,1,1
147,unusual,unusual : 1,1,1,1
148,contemporary,contemporary : 1,1,1,1
149,awry,awry : 1,1,1,1
150,seeks,seeks : 1,1,0,0
151,by,"by : 0
the : 0
word : 0",0,0,0
152,unwittingly,unwittingly : 1,1,0,0
153,Poetry,Poetry: 1,1,0,0
154,hides,hides : 0,0,0,0
155,as,as : 1,1,1,1
156,That,"That : 1
the : 0
word : 0",1,1,1
157,has,"the : 0
word : 0
is : 0
has : 1",0,1,1
158,Francis,Francis : 1,1,1,1
159,Accompany,Accompany : 1,1,2,2
160,met,met : 0,0,0,0
161,Rejected,Rejected : 1,1,0,0
162,sudden,sudden : 1,1,0,0
163,characterized,characterized : 2,2,2,2
164,theory,theory : 1,1,0,0
165,documented,documented : 1,1,0,0
166,wars,wars : 1,1,1,1
167,know,know : 1,1,0,0
168,with,with : 0,0,0,0
169,plans,plans : 1,1,1,1
170,proposed,proposed : 1,1,0,0
171,Fortinbras,Fortinbras : 1,1,1,1
172,"heroes""",heroes : 1,1,0,0
173,annotations,annotations : 2,2,2,2
174,writes,writes : 0,0,0,0
175,maintaining,maintaining : 2,2,2,2
176,uncle,uncle : 0,0,0,0
177,that,"the : 0
word : 0
is : 0
that : 1",0,1,1
178,killing,killing : 1,1,0,0
179,France,France : 1,1,1,1
180,travelling,travelling : 2,2,1,1
181,hell,hell : 0,0,0,0
182,thinking,thinking : 0,0,0,0
183,Denmark,Denmark : 1,1,1,1
184,which,which : 0,0,0,0
185,battle,battle : 1,1,1,1
186,reply,reply : 0,0,0,0
187,other,other : 0,0,0,0
188,insular,insular : 1,1,1,1
189,now,now : 1,1,0,0
190,also,also : 1,1,1,1
191,density,density : 1,1,0,0
192,recently-widowed,recently-widowed: 1,1,0,0
193,kill,kill : 0,0,0,0
194,Heroes',Heroes' : 1,1,0,0
195,ambassador,ambassador : 2,2,3,3
196,Queen,Queen : 1,1,0,0
197,goes,goes: 0,0,0,0
198,where,where : 1,1,0,0
199,story,story : 1,1,0,0
200,doing,doing : 1,1,0,0
201,Albert,Albert : 1,1,1,1
202,Rosencrantz,Rosencrantz : 0,0,1,1
203,much,much : 0,0,0,0
204,confronts,confronts: 1,1,0,0
205,preponderance,preponderance : 1,1,1,1
206,distressed,distressed : 1,1,0,0
207,it,"it : 0
word : 1
following : 0
example : 0
format : 1",0,0,0
208,individual,individual : 1,1,1,1
209,particularly,particularly : 2,2,2,2
210,into,into : 1,1,0,0
211,moving,moving : 1,1,0,0
212,what's,what's : 1,1,1,1
213,"""written",written : 0,0,0,0
214,Richardson,Richardson : 1,1,1,1
215,virtually,virtually : 1,1,1,1
216,subjects,subjects : 0,0,0,0
217,like,like : 0,0,0,0
218,tapestry,tapestry: 1,1,1,1
219,consisted,consisted : 1,1,0,0
220,believes,believes : 1,1,0,0
221,continues,continues : 0,0,0,0
222,evidence,evidence : 1,1,0,0
223,Joseph,Joseph : 1,1,0,0
224,drinks,drinks : 0,0,0,0
225,nation's,nation's : 1,1,1,1
226,duel,duel : 0,0,0,0
227,throes,throes : 0,0,0,0
228,alliteration,alliteration : 2,2,2,2
229,poisoned,poisoned: 1,1,0,0
230,Larry,Larry : 1,1,1,1
231,madness,madness : 1,1,1,1
232,Ophelia,Ophelia : 1,1,1,1
233,assuming,assuming : 1,1,1,1
234,time,time : 0,0,0,0
235,common,common : 1,1,0,0
236,include,include : 1,1,0,0
237,murder,murder : 0,0,0,0
238,soul,soul : 1,1,0,0
239,ghost,ghost : 0,0,0,0
240,Campbell's,Campbell's : 1,1,1,1
241,Gertrude's,Gertrude's : 0,0,0,0
242,ends,ends : 0,0,0,0
243,early,early : 1,1,1,1
244,presage,presage : 1,1,1,1
245,She,She : 0,0,0,0
246,Poland,Poland : 1,1,1,1
247,luck,luck : 0,0,0,0
248,form,form : 1,1,0,0
249,extensions,extensions : 0,0,0,0
250,so,so : 0,0,0,0
251,construction,construction : 1,1,0,0
252,vociferous,vociferous : 0,0,0,0
253,are,are : 1,1,1,1
254,played,played : 1,1,1,1
255,semi-Uncial,semi-Uncial : 1,1,1,1
256,Oral,Oral : 1,1,1,1
257,concept,concept : 1,1,0,0
258,hero,hero : 1,1,0,0
259,unpredicatable,unpredicatable : 2,2,2,2
260,style,style : 0,0,0,0
261,some,some : 0,0,0,0
262,hypothesis,hypothesis : 0,0,0,0
263,resemblance,resemblance : 1,1,1,1
264,"formulaic""",formulaic : 2,2,1,1
265,through,through : 0,0,0,0
266,an,"the : 0
word : 0
is : 0
an : 1",0,1,1
267,defined,defined : 1,1,0,0
268,closely,closely : 0,0,0,0
269,Late,Late : 1,1,1,1
270,Dehn,Dehn : 0,0,0,0
271,moment,moment : 1,1,0,0
272,back,back : 1,1,1,1
273,he,he : 0,0,0,0
274,what,what : 1,1,1,1
275,written,written : 0,0,0,0
276,After,After : 1,1,1,1
277,According,According : 1,1,1,1
278,change,change : 1,1,1,1
279,epics,epics : 0,0,0,0
280,"""a","the : 0
quick : 0
brown : 0
fox : 0
jumps : 0
over : 0
the : 0
lazy : 0
dog : 0",0,1,1
281,to,to : 0,0,0,0
282,seen,seen : 1,1,0,0
283,father,father : 1,1,1,1
284,Old,Old : 0,0,0,0
285,His,His : 0,0,0,0
286,poetic,poetic : 1,1,0,0
287,onwards,onwards: 1,1,1,1
288,probity,probity : 1,1,0,0
289,warns,warns : 1,1,1,1
290,variation,variation : 2,2,2,2
291,down,down : 0,0,0,0
292,ending,ending : 1,1,0,0
293,often,often : 1,1,0,0
294,play,play : 1,1,1,1
295,Odyssey,Odyssey : 0,0,0,0
296,passed,passed : 1,1,1,1
297,scenes,scenes : 0,0,0,0
298,delay,delay : 1,1,1,1
299,at,at : 1,1,1,1
300,not,"not : 0
the : 0
word : 0",0,0,0
301,passages,passages : 1,1,2,2
302,formulas,formulas : 2,2,1,1
303,various,various : 1,1,1,1
304,cites,cites : 0,0,0,0
305,than,than : 1,1,1,1
306,Completion,Completion : 1,1,0,0
307,a,"the : 0
word : 0
is : 0
a : 1",0,1,1
308,prose,prose : 0,0,0,0
309,no,no : 0,0,0,0
310,eagles,eagles : 1,1,1,1
311,rejects,rejects : 1,1,0,0
312,languages,languages : 2,2,2,2
313,"""beach",beach : 1,1,1,1
314,during,during : 1,1,0,0
315,contemplates,contemplates : 1,1,1,1
316,Greek,Greek : 0,0,0,0
317,plots,plots : 0,0,0,0
318,writing,writing : 1,1,0,0
319,four,four : 0,0,0,0
320,Journey,Journey : 0,0,0,0
321,paper,paper : 1,1,1,1
322,commentary,commentary : 2,2,1,1
323,dies,dies : 0,0,0,0
324,shown,"The word is: shown

shown: 0",0,0,0
325,manuscripts,manuscripts : 1,1,1,1
326,how,how : 0,0,0,0
327,John,John : 0,0,0,0
328,between,between : 1,1,0,0
329,got,got : 0,0,0,0
330,death,death : 1,1,1,1
331,vicissitude,vicissitude : 0,0,0,0
332,Hamlet's,Hamlet's : 1,1,1,1
333,baggage,baggage : 2,2,2,2
334,remains,remains : 1,1,1,1
335,completely,completely : 0,0,0,0
336,miniatures,miniatures : 1,1,1,1
337,13th,13th : 0,13,0,0
338,upon,upon : 1,1,0,0
339,attempting,attempting : 2,2,1,1
340,him,him : 0,0,0,0
341,battlements,battlements : 1,1,1,1
342,"beasts""",beasts : 1,1,1,1
343,group,group : 0,0,0,0
344,At,At : 1,1,1,1
345,nature,nature : 1,1,1,1
346,circumstances,circumstances : 0,0,1,1
347,corrections,corrections: 2,2,0,0
348,beach,beach : 1,1,1,1
349,journey,journey : 1,1,0,0
350,King,King : 0,0,0,0
351,Latin,Latin : 1,1,1,1
352,sending,sending : 1,1,0,0
353,all,all : 1,1,1,1
354,"""death",death : 1,1,1,1
355,sister,sister: 0,0,0,0
356,victory,victory : 1,1,0,0
357,argue,argue : 1,1,1,1
358,bear,bear : 1,1,1,1
359,in,"in : 0
the : 0",0,0,0
360,addition,addition : 2,2,1,1
361,problem,problem : 0,0,0,0
362,violent,violent : 0,0,0,0
363,stabs,stabs : 1,1,1,1
364,local,local : 1,1,1,1
365,general,general : 1,1,1,1
366,mother's,mother's : 1,1,0,0
367,only,only : 1,1,0,0
368,demonstrated,demonstrated : 2,2,1,1
369,school,school : 1,1,0,0
370,will,will : 0,0,0,0
371,rehearsal,rehearsal : 2,2,2,2
372,Norway,Norway : 1,1,1,1
373,Foley,Foley: 1,1,0,0
374,drowns,drowns : 0,0,0,0
375,avenge,avenge : 1,1,1,1
376,upset,upset : 0,0,0,0
377,returns,returns : 1,1,0,0
378,surviving,surviving : 1,1,0,0
379,procession,procession : 1,1,0,0
380,accompanied,accompanied : 2,2,2,2
381,wolves,wolves: 0,0,0,0
382,scold,scold : 0,0,0,0
383,farewell,farewell : 1,1,1,1
384,profession,profession : 0,0,0,0
385,extant,extant : 1,1,1,1
386,Crowne,Crowne : 0,0,0,0
387,tales,tales : 1,1,1,1
388,This,This : 0,0,0,0
389,Guildenstern,Guildenstern : 0,0,0,0
390,ancient,ancient : 1,1,1,1
391,for,"for : 0
the : 0",0,0,0
392,performance,performance : 1,1,1,1
393,had,had : 1,1,1,1
394,rapier,rapier : 1,1,1,1
395,tradition,tradition : 1,1,1,1
396,scholars,scholars: 1,1,1,1
397,Magoon,Magoon: 2,2,1,1
398,this:,this: 0,0,0,0
399,function,function : 1,1,0,0
