,all_data,gpt,counts,script,gpt_script
16,usJTsg,"usJTsg : 6; [u, s, J, T, s, g]",6,6,"6
['u', 's', 'J', 'T', 's', 'g']
"
17,tqWFRuyAFNXoQj,"tqWFRuyAFNXoQj : 15; [t, q, W, F, R, u, y, A, F, N, X, o, Q, j]",15,14,"5
['h', 'e', 'l', 'l', 'o']
"
18,bZZzPWcgCxr,"bZZzPWcgCxr : 11; [b, Z, Z, z, P, W, c, g, C, x, r]",11,11,"11
['b', 'Z', 'Z', 'z', 'P', 'W', 'c', 'g', 'C', 'x', 'r']
"
19,tyRUt,"tyRUt : 5; [t, y, R, U, t]",5,5,"7
['e', 'x', 'a', 'm', 'p', 'l', 'e']
"
20,HlQbEUw,"HlQbEUw : 7; [H, l, Q, b, E, U, w]",7,7,"7
['H', 'l', 'Q', 'b', 'E', 'U', 'w']
"
21,kXRFxBSR,"kXRFxBSR : 9; [k, X, R, F, x, B, S, R]",9,8,"7
['e', 'x', 'a', 'm', 'p', 'l', 'e']
"
22,axSytSL,"axSytSL : 7; [a, x, S, y, t, S, L]",7,7,"Number of characters: 7
Letters in array: ['a', 'x', 'S', 'y', 't', 'S', 'L']
"
23,CqcPRTAePZ,"CqcPRTAePZ : 10; [C, q, c, P, R, T, A, e, P, Z]",10,10,"Number of characters: 10
Letters in array: ['C', 'q', 'c', 'P', 'R', 'T', 'A', 'e', 'P', 'Z']
"
24,sppydLPMTXCoLNC,"sppydLPMTXCoLNC : 15; [s, p, p, y, d, L, P, M, T, X, C, o, L, N, C]",15,15,"Number of characters: 15
Characters in array: ['s', 'p', 'p', 'y', 'd', 'L', 'P', 'M', 'T', 'X', 'C', 'o', 'L', 'N', 'C']
"
25,AFPIAEx,"AFPIAEx : 7; [A, F, P, I, A, E, x]",7,7,"7
['A', 'F', 'P', 'I', 'A', 'E', 'x']
"
26,hnQlxldeHrYFOp,"hnQlxldeHrYFOp : 15; [h, n, Q, l, x, l, d, e, H, r, Y, F, O, p]",15,14,"5
['h', 'e', 'l', 'l', 'o']
"
27,MQXGvKFOxZQS,"MQXGvKFOxZQS : 13; [M, Q, X, G, v, K, F, O, x, Z, Q, S, U]",13,12,"12
['M', 'Q', 'X', 'G', 'v', 'K', 'F', 'O', 'x', 'Z', 'Q', 'S']
"
28,tUlBdKjqD,"tUlBdKjqD : 10; [t, U, l, B, d, K, j, q, D]",10,9,"9
['t', 'U', 'l', 'B', 'd', 'K', 'j', 'q', 'D']
"
29,HySgRmqjpP,"HySgRmqjpP : 11; [H, y, S, g, R, m, q, j, p, P]",11,10,"Number of characters: 7
Letters in array: ['e', 'x', 'a', 'm', 'p', 'l', 'e']
"
30,cPlcrxaMisF,"cPlcrxaMisF : 11; [c, P, l, c, r, x, a, M, i, s, F]",11,11,"Number of characters: 11
Array of characters: ['c', 'P', 'l', 'c', 'r', 'x', 'a', 'M', 'i', 's', 'F']
"
31,IwSZexYJ,"IwSZexYJ : 9; [I, w, S, Z, e, x, Y, J]",9,8,"5
['h', 'e', 'l', 'l', 'o']
"
32,bxdumvd,"bxdumvd : 7; [b, x, d, u, m, v, d]",7,7,"7
['b', 'x', 'd', 'u', 'm', 'v', 'd']
"
33,WjJOHULtAHAdUz,"WjJOHULtAHAdUz : 14; [W, j, J, O, H, U, L, t, A, H, A, d, U, z]",14,14,"14
['W', 'j', 'J', 'O', 'H', 'U', 'L', 't', 'A', 'H', 'A', 'd', 'U', 'z']
"
34,LciAdsrxKbejy,"LciAdsrxKbejy : 13; [L, c, i, A, d, s, r, x, K, b, e, j, y]",13,13,"13
['L', 'c', 'i', 'A', 'd', 's', 'r', 'x', 'K', 'b', 'e', 'j', 'y']
"
35,zQojCvJrLf,"zQojCvJrLf : 10; [z, Q, o, j, C, v, J, r, L, f]",10,10,"5
['h', 'e', 'l', 'l', 'o']
"
36,zrZTJPEEhFy,"zrZTJPEEhFy : 11; [z, r, Z, T, J, P, E, E, h, F, y]",11,11,"11
['z', 'r', 'Z', 'T', 'J', 'P', 'E', 'E', 'h', 'F', 'y']
"
37,vsBKViCyqSOHI,"vsBKViCyqSOHI : 14; [v, s, B, K, V, i, C, y, q, S, O, H, I]",14,13,"13
['v', 's', 'B', 'K', 'V', 'i', 'C', 'y', 'q', 'S', 'O', 'H', 'I']
"
38,jWruBseYHdiztk,"jWruBseYHdiztk : 14; [j, W, r, u, B, s, e, Y, H, d, i, z, t, k]",14,14,"14
['j', 'W', 'r', 'u', 'B', 's', 'e', 'Y', 'H', 'd', 'i', 'z', 't', 'k']
"
39,aaaaaaamaaPaJk,"aaaaaaamaaPaJk : 14; [a, a, a, a, a, a, m, a, a, P, a, J, k]",14,14,"5
['h', 'e', 'l', 'l', 'o']
"
40,PPlTYBqQD,"PPlTYBqQD : 10; [P, P, l, T, Y, B, q, Q, D]",10,9,"Number of characters: 9
Letters in array: ['P', 'P', 'l', 'T', 'Y', 'B', 'q', 'Q', 'D']
"
41,xkHqOTUkAGOtPfk,"xkHqOTUkAGOtPfk : 16; [x, k, H, q, O, T, U, k, A, G, Ot, P, f, k]",16,15,"Number of characters: 15
Letters in array: ['x', 'k', 'H', 'q', 'O', 'T', 'U', 'k', 'A', 'G', 'O', 't', 'P', 'f', 'k']
"
42,FAvlIpLBP,"FAvlIpLBP : 9; [F, A, v, l, I, p, L, B, P]",9,9,"5
['h', 'e', 'l', 'l', 'o']
"
43,HcfIao,"HcfIao : 6; [H, c, f, I, a, o]",6,6,"6
['H', 'c', 'f', 'I', 'a', 'o']
"
44,lmyWlf,"lmyWlf : 6; [l, m, y, W, l, f]",6,6,"6
['l', 'm', 'y', 'W', 'l', 'f']
"
45,xkSwLvqhii,"xkSwLvqhii : 10; [x, k, S, w, L, v, q, h, i, i]",10,10,"10
['x', 'k', 'S', 'w', 'L', 'v', 'q', 'h', 'i', 'i']
"
46,DIDEcb,"DIDEcb : 6; [D, I, D, E, c, b]",6,6,"Number of characters: 6
Array of characters: ['D', 'I', 'D', 'E', 'c', 'b']
"
47,SnzCoxYCTpiMsaw,"SnzCoxYCTpiMsaw : 16; [S, n, z, C, o, x, Y, C, T, p, i, M, s, a, w]",16,15,"Number of characters: 15
Letters in array: ['S', 'n', 'z', 'C', 'o', 'x', 'Y', 'C', 'T', 'p', 'i', 'M', 's', 'a', 'w']
"
48,fEnebWe,"fEnebWe : 7; [f, E, n, e, b, W, e]",7,7,"7
['f', 'E', 'n', 'e', 'b', 'W', 'e']
"
49,dNApLsNGWruM,"dNApLsNGWruM : 12; [d, N, A, p, L, s, N, G, W, r, u, M]",12,12,"Number of characters: 5
Letters in array: ['h', 'e', 'l', 'l', 'o']
"
50,HXkZKCHQZv,"HXkZKCHQZv : 10; [H, X, k, Z, K, C, H, Q, Z, v]",10,10,"5
['h', 'e', 'l', 'l', 'o']
"
51,horKOaKHYZpgb,"horKOaKHYZpgb : 14; [h, o, r, K, O, a, K, H, Y, Z, p, g, b]",14,13,"13
['h', 'o', 'r', 'K', 'O', 'a', 'K', 'H', 'Y', 'Z', 'p', 'g', 'b']
"
52,FCCQi,"FCCQi : 5; [F, C, C, Q, i]",5,5,"Number of characters: 5
Letters in array: ['F', 'C', 'C', 'Q', 'i']
"
53,BgJKmczZiNiT,"BgJKmczZiNiT : 13; [B, g, J, K, m, c, z, Z, i, N, i, T]",13,12,"5
['h', 'e', 'l', 'l', 'o']
"
54,ABlRcsIVq,"ABlRcsIVq : 10; [A, B, l, R, c, s, I, V, q]",10,9,"Number of characters: 9
Letters in array: ['A', 'B', 'l', 'R', 'c', 's', 'I', 'V', 'q']
"
55,VIgDiMAByqnI,"VIgDiMAByqnI : 12; [V, I, g, D, i, M, A, B, y, q, n, I]",12,12,"Number of characters: 12
Letters in array: ['V', 'I', 'g', 'D', 'i', 'M', 'A', 'B', 'y', 'q', 'n', 'I']
"
56,bqbbbbbbyb,"bqbbbbbbyb : 10; [b, q, b, b, b, b, b, b, y, b]",10,10,"5
['h', 'e', 'l', 'l', 'o']
"
57,wGsrKvAc,"wGsrKvAc : 9; [w, G, s, r, K, v, A, c]",9,8,"8
['w', 'G', 's', 'r', 'K', 'v', 'A', 'c']
"
58,jfAeUVyBAElhh,"jfAeUVyBAElhh : 14; [j, f, A, e, U, V, y, B, A, E, l, h, h]",14,13,"13
['j', 'f', 'A', 'e', 'U', 'V', 'y', 'B', 'A', 'E', 'l', 'h', 'h']
"
59,yhKjZGF,"yhKjZGF : 7; [y, h, K, j, Z, G, F]",7,7,"Number of characters: 7
Letters: ['y', 'h', 'K', 'j', 'Z', 'G', 'F']
"
60,bGXPUXmVSv,"bGXPUXmVSv : 10; [b, G, X, P, U, X, m, V, S, v]",10,10,"Number of characters: 10
Letters in array: ['b', 'G', 'X', 'P', 'U', 'X', 'm', 'V', 'S', 'v']
"
61,bcInKb,"bcInKb : 6; [b, c, I, n, K, b]",6,6,"6
['b', 'c', 'I', 'n', 'K', 'b']
"
62,mbbbrbbbbbbb,"mbbbrbbbbbbb : 12; [m, b, b, b, r, b, b, b, b, b, b, b]",12,12,"['m', 'b', 'r']
"
63,QvqmyRCqooojXjE,"QvqmyRCqooojXjE : 16; [Q, v, q, m, y, R, C, q, o, o, o, j, X, j, E]",16,15,"5
['h', 'e', 'l', 'l', 'o']
"
64,XyZLMNReNBc,"XyZLMNReNBc : 11; [X, y, Z, L, M, N, R, e, N, B, c]",11,11,"11
['X', 'y', 'Z', 'L', 'M', 'N', 'R', 'e', 'N', 'B', 'c']
"
65,DxRbITcun,"DxRbITcun : 9; [D, x, R, b, I, T, c, u, n]",9,9,"5
['h', 'e', 'l', 'l', 'o']
"
66,bbbbbbbbmbBbb,"bbbbbbbbmbBbb : 13; [b, b, b, b, b, b, b, b, m, b, B, b, b]",13,13,"12
['b', 'B', '.']
"
67,HRBdIbG,"HRBdIbG : 7; [H, R, B, d, I, b, G]",7,7,"5
['h', 'e', 'l', 'l', 'o']
"
68,hGPCbFgLeMyPl,"hGPCbFgLeMyPl : 14; [h, G, P, C, b, F, g, L, e, M, y, P, l]",14,13,"5
['h', 'e', 'l', 'l', 'o']
"
69,krXPjBUNzOzhIH,"krXPjBUNzOzhIH : 15; [k, r, X, P, j, B, U, N, z, O, z, h, I, H]",15,14,"5
['h', 'e', 'l', 'l', 'o']
"
70,nFBALdcBF,"nFBALdcBF : 9; [n, F, B, A, L, d, c, B, F]",9,9,"5
['h', 'e', 'l', 'l', 'o']
"
71,aPnycHoFeAQ,"aPnycHoFeAQ : 11; [a, P, n, y, c, H, o, F, e, A, Q]",11,11,"11
['a', 'P', 'n', 'y', 'c', 'H', 'o', 'F', 'e', 'A', 'Q']
"
72,tkcNTmEnQ,"tkcNTmEnQ : 9; [t, k, c, N, T, m, E, n, Q]",9,9,"9
['t', 'k', 'c', 'N', 'T', 'm', 'E', 'n', 'Q']
"
73,hlnDSyCXsPDaxdv,"hlnDSyCXsPDaxdv : 16; [h, l, n, D, S, y, C, X, s, P, D, a, x, d, v]",16,15,"15
['h', 'l', 'n', 'D', 'S', 'y', 'C', 'X', 's', 'P', 'D', 'a', 'x', 'd', 'v']
"
74,ZtqAgYH,"ZtqAgYH : 8; [Z, t, q, A, g, Y, H]",8,7,"7
['Z', 't', 'q', 'A', 'g', 'Y', 'H']
"
75,DmsRYVKaPj,"DmsRYVKaPj : 10; [D, m, s, R, Y, V, K, a, P, j]",10,10,"5
['h', 'e', 'l', 'l', 'o']
"
76,VAlURUez,"VAlURUez : 8; [V, A, l, U, R, U, e, z]",8,8,"5
['h', 'e', 'l', 'l', 'o']
"
77,tQcuLOcV,"tQcuLOcV : 8; [t, Q, c, u, L, O, c, V]",8,8,"7
['e', 'x', 'a', 'm', 'p', 'l', 'e']
"
78,oUXomfzwA,"oUXomfzwA : 9; [o, U, X, o, m, f, z, w, A]",9,9,"9
['o', 'U', 'X', 'o', 'm', 'f', 'z', 'w', 'A']
"
79,TyAcuEZcHcZ,"TyAcuEZcHcZ : 12; [T, y, A, c, u, E, Z, c, H, c, Z]",12,11,"11
['T', 'y', 'A', 'c', 'u', 'E', 'Z', 'c', 'H', 'c', 'Z']
"
80,VDTCxWNTJyM,"VDTCxWNTJyM : 12; [V, D, T, C, x, W, N, T, J, y, M]",12,11,"7
['e', 'x', 'a', 'm', 'p', 'l', 'e']
"
81,jpkLkLfBLzPLb,"jpkLkLfBLzPLb : 14; [j, p, k, L, k, L, f, B, L, z, P, L, b,]",14,13,"13
['j', 'p', 'k', 'L', 'k', 'L', 'f', 'B', 'L', 'z', 'P', 'L', 'b']
"
82,bbbqFbtR,"bbbqFbtR : 9; [b, b, b, q, F, b, t, R]",9,8,"8
['b', 'b', 'b', 'q', 'F', 'b', 't', 'R']
"
83,RJIDhM,"RJIDhM : 7; [R, J, I, D, h, M]",7,6,"5
['h', 'e', 'l', 'l', 'o']
"
84,prcHlVY,"prcHlVY : 7; [p, r, c, H, l, V, Y]",7,7,"Number of characters: 7
Letters in array: ['p', 'r', 'c', 'H', 'l', 'V', 'Y']
"
85,OyWYfThopwZJk,"OyWYfThopwZJk : 13; [O, y, W, Y, f, T, h, o, p, w, Z, J, k]",13,13,"13
['O', 'y', 'W', 'Y', 'f', 'T', 'h', 'o', 'p', 'w', 'Z', 'J', 'k']
"
86,hSCtCzQSNnuuvju,"hSCtCzQSNnuuvju : 16; [h, S, C, t, C, z, Q, S, N, n, u, u, v, j, u]",16,15,"Number of characters: 15
Letters in array: ['h', 'S', 'C', 't', 'C', 'z', 'Q', 'S', 'N', 'n', 'u', 'u', 'v', 'j', 'u']
"
87,bbbbbbywbbbBb,"bbbbbbywbbbBb : 13; [b, b, b, b, b, b, y, w, b, b, b, B, b]",13,13,"['b', 'y', 'w', 'B']
"
88,GPruBCESFVEx,"GPruBCESFVEx : 12; [G, P, r, u, B, C, E, S, F, V, E, x]",12,12,"Number of characters: 5
Letters in array: ['h', 'e', 'l', 'l', 'o']
"
89,KbbbbbUb,"KbbbbbUb : 9; [K, b, b, b, b, b, U, b]",9,8,"['K', 'b', 'U']
"
90,bbUbbbbbbibb,"bbUbbbbbbibb : 12; [b, b, U, b, b, b, b, b, i, b, b, b]",12,12,"['b', 'U', 'i']
"
91,GWeqMsfzheypKMy,"GWeqMsfzheypKMy : 16; [G, W, e, q, M, s, f, z, h, e, y, p, K, M, y]",16,15,"5 ['h', 'e', 'l', 'l', 'o']
"
92,fnbbbZZbbb,"fnbbbZZbbb : 10; [f, n, b, b, b, Z, Z, b, b, b]",10,10,"['f', 'n', 'b', 'Z']
"
93,CcUNiyXeekooLoH,"CcUNiyXeekooLoH : 16; [C, c, U, N, i, y, X, e, e, k, o, o, L, o, H]",16,15,"15
['C', 'c', 'U', 'N', 'i', 'y', 'X', 'e', 'e', 'k', 'o', 'o', 'L', 'o', 'H']
"
94,JLFAWtuUrMo,"JLFAWtuUrMo : 11; [J, L, F, A, W, t, u, U, r, M, o]",11,11,"Number of characters: 5
Characters in array: ['h', 'e', 'l', 'l', 'o']
"
95,YcMYPiSmmnM,"YcMYPiSmmnM : 11; [Y, c, M, Y, P, i, S, m, m, n, M]",11,11,"Number of characters: 11
Array of characters: ['Y', 'c', 'M', 'Y', 'P', 'i', 'S', 'm', 'm', 'n', 'M']
"
96,mCqgLqe,"mCqgLqe : 7; [m, C, q, g, L, q, e]",7,7,"7
['m', 'C', 'q', 'g', 'L', 'q', 'e']
"
97,eMMyqM,"eMMyqM : 6; [e, M, M, y, q, M]",6,6,"6
['e', 'M', 'M', 'y', 'q', 'M']
"
98,LfAJtuq,"LfAJtuq : 7; [L, f, A, J, t, u, q]",7,7,"5
['h', 'e', 'l', 'l', 'o']
"
99,AetCHhTyZdlJcCJ,"AetCHhTyZdlJcCJ : 15; [A, e, t, C, H, h, T, y, Z, d, l, J, c, C, J]",15,15,"7
['e', 'x', 'a', 'm', 'p', 'l', 'e']
"
100,uiYBSnfcMpUBTzw,"uiYBSnfcMpUBTzw : 16; [u, i, Y, B, S, n, f, c, M, p, U, B, T, z, w]",16,15,"5
['h', 'e', 'l', 'l', 'o']
"
101,ykMHGjczXPGX,"ykMHGjczXPGX : 13; [y, k, M, H, G, j, c, z, X, P, G, X]",13,12,"Character count: 12
Letters: ['y', 'k', 'M', 'H', 'G', 'j', 'c', 'z', 'X', 'P', 'G', 'X']
"
102,HWGIrSero,"HWGIrSero : 9; [H, W, G, I, r, S, e, r, o]",9,9,"9
['H', 'W', 'G', 'I', 'r', 'S', 'e', 'r', 'o']
"
103,PPDoLlTKTB,"PPDoLlTKTB : 10; [P, P, D, o, L, l, T, K, T, B]",10,10,"10
['P', 'P', 'D', 'o', 'L', 'l', 'T', 'K', 'T', 'B']
"
104,kWocvGNjwZl,"kWocvGNjwZl : 12; [k, W, o, c, v, G, N, j, w, Z, l]",12,11,"11
['k', 'W', 'o', 'c', 'v', 'G', 'N', 'j', 'w', 'Z', 'l']
"
105,RmcoVeAXqgll,"RmcoVeAXqgll : 12; [R, m, c, o, V, e, A, X, q, g, l, l]",12,12,"Number of characters: 7
Array of characters: ['e', 'x', 'a', 'm', 'p', 'l', 'e']
"
106,MccccccicccC,"MccccccicccC : 12; [M, c, c, c, c, c, c, i, c, c, C,]",12,12,"5
['h', 'e', 'l', 'l', 'o']
"
107,qpxEmHk,"qpxEmHk : 8; [q, p, x, E, m, H, k]",8,7,"7
['q', 'p', 'x', 'E', 'm', 'H', 'k']
"
108,GybrMykpaNXhbg,"GybrMykpaNXhbg : 15; [G, y, b, r, M, y, k, p, a, N, X, h, b, g]",15,14,"14
['G', 'y', 'b', 'r', 'M', 'y', 'k', 'p', 'a', 'N', 'X', 'h', 'b', 'g']
"
109,aReviXbeKxTcjW,"aReviXbeKxTcjW : 15; [a, R, e, v, i, X, b, e, K, x, T, c, j, W]",15,14,"14
['a', 'R', 'e', 'v', 'i', 'X', 'b', 'e', 'K', 'x', 'T', 'c', 'j', 'W']
"
110,xeQkzDDiixVUMFw,"xeQkzDDiixVUMFw : 16; [x, e, Q, k, z, D, D, i, i, x, V, U, M, F, w]",16,15,"15
['x', 'e', 'Q', 'k', 'z', 'D', 'D', 'i', 'i', 'x', 'V', 'U', 'M', 'F', 'w']
"
111,FoVcrPAdHhSEO,"FoVcrPAdHhSEO : 14; [F, o, V, c, r, P, A, d, H, h, S, E, O]",14,13,"13
['F', 'o', 'V', 'c', 'r', 'P', 'A', 'd', 'H', 'h', 'S', 'E', 'O']
"
112,hAiaIu,"hAiaIu : 6; [h, A, i, a, I, u]",6,6,"Number of characters: 6
Letters in array: ['h', 'A', 'i', 'a', 'I', 'u']
"
113,CTMNoyEDSTrNSCa,"CTMNoyEDSTrNSCa : 16; [C, T, M, N, o, y, E, D, S, T, r, N, S, C, a]",16,15,"5
['h', 'e', 'l', 'l', 'o']
"
114,wlWGMuBHULett,"wlWGMuBHULett : 14; [w, l, W, G, M, u, B, H, U, L, e, t, t]",14,13,"13
['w', 'l', 'W', 'G', 'M', 'u', 'B', 'H', 'U', 'L', 'e', 't', 't']
"
115,gHJStd,"gHJStd : 6; [g, H, J, S, t, d]",6,6,"6
['g', 'H', 'J', 'S', 't', 'd']
"
116,mtGDCNeh,"mtGDCNeh : 8; [m, t, G, D, C, N, e, h]",8,8,"8
['m', 't', 'G', 'D', 'C', 'N', 'e', 'h']
"
117,jxDuueiFhaqXbKN,"jxDuueiFhaqXbKN : 16; [j, x, D, u, u, e, i, F, h, a, q, X, b, K, N]",16,15,"15
['j', 'x', 'D', 'u', 'u', 'e', 'i', 'F', 'h', 'a', 'q', 'X', 'b', 'K', 'N']
"
118,fGLzNhXq,"fGLzNhXq : 9; [f, G, L, z, N, h, X, q]",9,8,"8
['f', 'G', 'L', 'z', 'N', 'h', 'X', 'q']
"
119,wxYgCjcXKWS,"wxYgCjcXKWS : 11; [w, x, Y, g, C, j, c, X, K, W, S]",11,11,"5
['h', 'e', 'l', 'l', 'o']
"
120,DHPemubcvmVJpj,"DHPemubcvmVJpj : 15; [D, H, P, e, m, u, b, c, v, m, V, J, p, j]",15,14,"14
['D', 'H', 'P', 'e', 'm', 'u', 'b', 'c', 'v', 'm', 'V', 'J', 'p', 'j']
"
121,SVHzlNS,"SVHzlNS : 7; [S, V, H, z, l, N, S]",7,7,"Number of characters: 7
Letters in array: ['S', 'V', 'H', 'z', 'l', 'N', 'S']
"
122,aKtxegDXQWml,"aKtxegDXQWml : 12; [a, K, t, x, e, g, D, X, Q, W, m, l]",12,12,"5
['h', 'e', 'l', 'l', 'o']
"
123,oVRkZt,"oVRkZt : 6; [o, V, R, k, Z, t]",6,6,"6
['o', 'V', 'R', 'k', 'Z', 't']
"
124,upfHCOD,"upfHCOD : 7; [u, p, f, H, C, O, D]",7,7,"Number of characters: 7
Array of characters: ['u', 'p', 'f', 'H', 'C', 'O', 'D']
"
125,qIXtdBlFhHlTjoF,"qIXtdBlFhHlTjoF : 16; [q, I, X, t, d, B, l, F, h, H, l, T, j, o, F]",16,15,"Number of characters: 5
Array of characters: ['h', 'e', 'l', 'l', 'o']
"
126,dccW,"dccW : 4; [d, c, c, W]",4,4,"5
['h', 'e', 'l', 'l', 'o']
"
127,gjDnVVPdJa,"gjDnVVPdJa : 10; [g, j, D, n, V, V, P, d, J, a]",10,10,"10
['g', 'j', 'D', 'n', 'V', 'V', 'P', 'd', 'J', 'a']
"
128,cjcsccccNcc,"cjcsccccNcc : 11; [c, j, c, s, c, c, c, c, N, c, c]",11,11,"['c', 'j', 's', 'N']
"
129,NBvWNAEwgoSmO,"NBvWNAEwgoSmO : 14; [N, B, v, W, N, A, E, w, g, o, S, m, O]",14,13,"Number of characters: 5
Characters in array: ['h', 'e', 'l', 'l', 'o']
"
130,vUZNtgawt,"vUZNtgawt : 10; [v, U, Z, N, t, g, a, w, t]",10,9,"9
['v', 'U', 'Z', 'N', 't', 'g', 'a', 'w', 't']
"
131,TdnAUOeXhL,"TdnAUOeXhL : 10; [T, d, n, A, U, O, e, X, h, L]",10,10,"10
['T', 'd', 'n', 'A', 'U', 'O', 'e', 'X', 'h', 'L']
"
132,yhfeclml,"yhfeclml : 8; [y, h, f, e, c, l, m, l]",8,8,"['y', 'h', 'f', 'e', 'c', 'l', 'm']
"
133,cWcccdcc,"cWcccdcc : 8; [c, W, c, c, c, d, c, c]",8,8,"['c', 'W', 'd']
"
134,dzbUhLUcTnOvf,"dzbUhLUcTnOvf : 13; [d, z, b, U, h, L, U, c, T, n, O, v, f]",13,13,"5
['h', 'e', 'l', 'l', 'o']
"
135,wFBoBWXSwWkQ,"wFBoBWXSwWkQ : 12; [w, F, B, o, B, W, X, S, w, W, k, Q]",12,12,"12
['w', 'F', 'B', 'o', 'B', 'W', 'X', 'S', 'w', 'W', 'k', 'Q']
"
136,RYEoJJFQvRKm,"RYEoJJFQvRKm : 13; [R, Y, E, o, J, J, F, Q, v, R, K, m]",13,12,"12
['R', 'Y', 'E', 'o', 'J', 'J', 'F', 'Q', 'v', 'R', 'K', 'm']
"
137,VytzDEzTbyLGFm,"VytzDEzTbyLGFm : 15; [V, y, t, z, D, E, z, T, b, y, L, G, F, m]",15,14,"7
['e', 'x', 'a', 'm', 'p', 'l', 'e']
"
138,ToaBFoXCQKYKP,"ToaBFoXCQKYKP : 13; [T, o, a, B, F, o, X, C, Q, K, Y, K, P]",13,13,"5
['h', 'e', 'l', 'l', 'o']
"
139,xeNCTGoV,"xeNCTGoV : 9; [x, e, N, C, T, G, o, V]",9,8,"8
['x', 'e', 'N', 'C', 'T', 'G', 'o', 'V']
"
140,ZFTCrGwEKf,"ZFTCrGwEKf : 10; [Z, F, T, C, r, G, w, E, K, f]",10,10,"10
['Z', 'F', 'T', 'C', 'r', 'G', 'w', 'E', 'K', 'f']
"
141,PEtaxDrMMDw,"PEtaxDrMMDw : 11; [P, E, t, a, x, D, r, M, M, D, w]",11,11,"11
['P', 'E', 't', 'a', 'x', 'D', 'r', 'M', 'M', 'D', 'w']
"
142,GbfrjBu,"GbfrjBu : 7; [G, b, f, r, j, B, u]",7,7,"7
['G', 'b', 'f', 'r', 'j', 'B', 'u']
"
143,rPceccc,"rPceccc : 7; [r, P, c, e, c, c, c]",7,7,"5
['h', 'e', 'l', 'l', 'o']
"
144,ccXcMcHccccN,"ccXcMcHccccN : 13; [c, c, X, c, M, c, H, c, c, c, c, N]",13,12,"['c', 'X', 'M', 'H', 'N']
"
145,cccJcVcRccccccc,"cccJcVcRccccccc : 15; [c, c, c, J, c, V, c, R, c, c, c, c, c, c, c]",15,15,"5
['h', 'e', 'l', 'l', 'o']
"
146,OnTUenm,"OnTUenm : 7; [O, n, T, U, e, n, m]",7,7,"Character count: 7
Character array: ['O', 'n', 'T', 'U', 'e', 'n', 'm']
"
