all_data,gpt,counts,script,gpt_script
10,banjo think gnarly cycle abyss ivy think future nowadays,"Input: 7; [""banjo"", ""think"", ""gnarly"", ""cycle"", ""abyss"", ""ivy"", ""think"", ""future"", ""nowadays""]",7,9,"Number of words: 11
List of words: ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words']
"
11,peekaboo rickshaw swivel buckaroo quorum,"Input: 5; [""peekaboo"", ""rickshaw"", ""swivel"", ""buckaroo"", ""quorum""]",5,5,"5
"
12,dwarves gizmo cockiness uptown espionage swivel mnemonic unworthy,"Input: 7; [""dwarves"", ""gizmo"", ""cockiness"", ""uptown"", ""espionage"", ""swivel"", ""mnemonic"", ""unworthy""]",7,8,"8 ['dwarves', 'gizmo', 'cockiness', 'uptown', 'espionage', 'swivel', 'mnemonic', 'unworthy']
"
13,vaporize grogginess forgive daiquiri forgive wizard stymied future,"Input: 6; [""vaporize"", ""grogginess"", ""forgive"", ""daiquiri"", ""forgive"", ""wizard"", ""stymied"", ""future""]",6,8,"8
"
14,future mystify onyx future kiosk transgress think stronghold,"Input: 7; [""future"", ""mystify"", ""onyx"", ""future"", ""kiosk"", ""transgress"", ""think"", ""stronghold""]",7,8,"Number of words in the sentence: 5
List of words in the sentence: ['This', 'is', 'a', 'sample', 'sentence']
"
15,gabby askew buzzwords think kazoo jackpot kiwifruit euouae witchcraft,"Input: 7; [""gabby"", ""askew"", ""buzzwords"", ""think"", ""kazoo"", ""jackpot"", ""kiwifruit"", ""euouae"", ""witchcraft""]",7,9,"Count: 11
Word List: ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words.']
"
16,crypt future puppy yachtsman think,"Input: 5; [""crypt"", ""future"", ""puppy"", ""yachtsman"", ""think""]",5,5,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
17,razzmatazz future buffalo fluffiness bookworm future think,"Input: 7; [""razzmatazz"", ""future"", ""buffalo"", ""fluffiness"", ""bookworm"", ""future"", ""think""]",7,7,"7
"
18,staff think think mnemonic whiskey,"Input: 5; [""staff"", ""think"", ""think"", ""mnemonic"", ""whiskey""]",5,5,"3
"
19,quizzes twelfths quorum dirndl squawk yummy bagpipes,"Input: 7; [""quizzes"", ""twelfths"", ""quorum"", ""dirndl"", ""squawk"", ""yummy"", ""bagpipes""]",7,7,"7 ['quizzes', 'twelfths', 'quorum', 'dirndl', 'squawk', 'yummy', 'bagpipes']
"
20,funny walkway flyby fuchsia strengths kilobyte forgive forgive phlegm think bandwagon,"Input: 10; [""funny"", ""walkway"", ""flyby"", ""fuchsia"", ""strengths"", ""kilobyte"", ""forgive"", ""forgive"", ""phlegm"", ""think"", ""bandwagon""]",10,11,"Number of words in the sentence: 11
"
21,buzzing think numbskull buzzwords forgive future lucky cycle,"Input: 7; [""buzzing"", ""think"", ""numbskull"", ""buzzwords"", ""forgive"", ""future"", ""lucky"", ""cycle""]",7,8,"Number of words in the sentence: 2
"
22,forgive flyby jumbo icebox,"Input: 4; [""forgive"", ""flyby"", ""jumbo"", ""icebox""]",4,4,"Number of words: 2
"
23,espionage stretch sphinx absurd quiz whizzing matrix cobweb yippee,"Input: 9; [""espionage"", ""stretch"", ""sphinx"", ""absurd"", ""quiz"", ""whizzing"", ""matrix"", ""cobweb"", ""yippee""]",9,9,"Input: 9 ; ['The', 'quick', 'brown', 'fox', 'jumps', 'over', 'the', 'lazy', 'dog.']
"
24,glowworm whizzing sphinx future swivel awkward dizzying haiku,"Input: 8; [""glowworm"", ""whizzing"", ""sphinx"", ""future"", ""swivel"", ""awkward"", ""dizzying"", ""haiku""]",8,8,"8
"
25,gossip topaz khaki zodiac boggle gossip crypt buzzard squawk strength,"Input: 9; [""gossip"", ""topaz"", ""khaki"", ""zodiac"", ""boggle"", ""gossip"", ""crypt"", ""buzzard"", ""squawk"", ""strength""]",9,10,"11
2
"
26,future walkway pajama sphinx thriftless giaour peekaboo forgive think ivory bagpipes,"Input: 10; [""future"", ""walkway"", ""pajama"", ""sphinx"", ""thriftless"", ""giaour"", ""peekaboo"", ""forgive"", ""think"", ""ivory"", ""bagpipes""]",10,11,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
27,subway triphthong staff future think forgive,"Input: 5; [""subway"", ""triphthong"", ""staff"", ""future"", ""think"", ""forgive""]",5,6,"2
"
28,xylophone yachtsman bikini larynx puzzling oxidize jackpot,"Input: 7; [""xylophone"", ""yachtsman"", ""bikini"", ""larynx"", ""puzzling"", ""oxidize"", ""jackpot""]",7,7,"3
"
29,jockey think forgive haiku stretch future euouae,"Input: 6; [""the"", ""word"", ""is"", ""jockey"", ""think"", ""forgive"", ""haiku"", ""stretch"", ""future"", ""euouae""]",6,7,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
30,future think banjo joking wyvern walkway exodus thumbscrew triphthong bagpipes future affix polka,"Input: 11; [""future"", ""think"", ""banjo"", ""joking"", ""wyvern"", ""walkway"", ""exodus"", ""thumbscrew"", ""triphthong"", ""bagpipes"", ""future"", ""affix"", ""polka""]",11,13,"Input: 13 ; ['future', 'think', 'banjo', 'joking', 'wyvern', 'walkway', 'exodus', 'thumbscrew', 'triphthong', 'bagpipes', 'future', 'affix', 'polka']
"
31,strength forgive flopping bandwagon quips quizzes pneumonia transgress subway quorum,"Input: 10; [""strength"", ""forgive"", ""flopping"", ""bandwagon"", ""quips"", ""quizzes"", ""pneumonia"", ""transgress"", ""subway"", ""quorum""]",10,10,"Input: 10 ; ['Strength', 'forgive', 'flopping', 'bandwagon', 'quips', 'quizzes', 'pneumonia', 'transgress', 'subway', 'quorum']
"
32,stymied forgive galvanize woozy forgive zigzag jinx future,"Input: 8; [""stymied"", ""forgive"", ""galvanize"", ""woozy"", ""forgive"", ""zigzag"", ""jinx"", ""future""]",8,8,"8
"
33,future crypt axiom larynx bikini wave jaywalk quorum exodus dizzying kitsch,"Input: 9; [""future"", ""crypt"", ""axiom"", ""larynx"", ""bikini"", ""wave"", ""jaywalk"", ""quorum"", ""exodus"", ""dizzying"", ""kitsch""]",9,11,"2
"
34,future vaporize oxidize think polka forgive buzzard frazzled vortex,"Input: 8; [""future"", ""vaporize"", ""oxidize"", ""think"", ""polka"", ""forgive"", ""buzzard"", ""frazzled"", ""vortex""]",8,9,"Input: 9 ; ['The', 'quick', 'brown', 'fox', 'jumps', 'over', 'the', 'lazy', 'dog.']
"
35,think luxury gazebo jukebox forgive forgive,"Input: 5; [""think"", ""luxury"", ""gazebo"", ""jukebox"", ""forgive"", ""forgive""]",5,6,"Number of words in sentence: 5
List of individual words: ['This', 'is', 'a', 'sample', 'sentence']
"
36,think future haiku quorum peekaboo jawbreaker pizazz jogging quixotic jovial wristwatch,"Input: 10; [""think"", ""future"", ""haiku"", ""quorum"", ""peekaboo"", ""jawbreaker"", ""pizazz"", ""jogging"", ""quixotic"", ""jovial"", ""wristwatch""]",10,11,"11
"
37,jogging microwave buzzwords fuchsia gazebo gabby fjord wimpy,"Input: 8; [""jogging"", ""microwave"", ""buzzwords"", ""fuchsia"", ""gazebo"", ""gabby"", ""fjord"", ""wimpy""]",8,8,"9
['The', 'quick', 'brown', 'fox', 'jumps', 'over', 'the', 'lazy', 'dog.']
"
38,nowadays pshaw buzzard jinx wave quiz,"Input: 5; [""nowadays"", ""pshaw"", ""buzzard"", ""jinx"", ""wave"", ""quiz""]",5,6,"6
"
39,blizzard avenue keyhole quiz think transplant,"Input: 5; [""blizzard"", ""avenue"", ""keyhole"", ""quiz"", ""think"", ""transplant""]",5,6,"Word Count: 11
List of Words: ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words']
"
40,psyche kiwifruit triphthong forgive,"Input: 4; [""the"", ""word"", ""is"", ""psyche"", ""kiwifruit"", ""triphthong"", ""forgive""]",4,4,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
41,yippee faking ivy fishhook jazziest injury,"Input: 5; [""yippee"", ""faking"", ""ivy"", ""fishhook"", ""jazziest"", ""injury""]",5,6,"6
"
42,faking forgive gossip jiujitsu think jazzy flyby kiwifruit,"Input: 7; [""faking"", ""forgive"", ""gossip"", ""jiujitsu"", ""think"", ""jazzy"", ""flyby"", ""kiwifruit""]",7,8,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
43,lucky joking dirndl dwarves,"Input: 5; [""lucky"", ""joking"", ""dirndl"", ""dwarves""]",5,4,"7
"
44,jogging quips buzzing gizmo exodus rhubarb abyss hyphen jackpot,"Input: 8; [""jogging"", ""quips"", ""buzzing"", ""gizmo"", ""exodus"", ""rhubarb"", ""abyss"", ""hyphen"", ""jackpot""]",8,9,"11
2
"
45,razzmatazz kilobyte future forgive buffalo,"Input: 5; [""razzmatazz"", ""kilobyte"", ""future"", ""forgive"", ""buffalo""]",5,5,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
46,affix zodiac transcript yachtsman frizzled affix,"Input: 6; [""affix"", ""zodiac"", ""transcript"", ""yachtsman"", ""frizzled"", ""affix""]",6,6,"3
"
47,buckaroo scratch queue quizzes future avenue voyeurism thriftless fjord future forgive,"Input: 10; [""buckaroo"", ""scratch"", ""queue"", ""quizzes"", ""future"", ""avenue"", ""voyeurism"", ""thriftless"", ""fjord"", ""future"", ""forgive""]",10,11,"5
['This', 'is', 'a', 'sample', 'sentence']
"
48,stretch wellspring daiquiri yachtsman ivy future polka nightclub future forgive daiquiri stronghold,"Input: 10; [""stretch"", ""wellspring"", ""daiquiri"", ""yachtsman"", ""ivy"", ""future"", ""polka"", ""nightclub"", ""future"", ""forgive"", ""daiquiri"", ""stronghold""]",10,12,"12
['stretch', 'wellspring', 'daiquiri', 'yachtsman', 'ivy', 'future', 'polka', 'nightclub', 'future', 'forgive', 'daiquiri', 'stronghold']
"
49,keyhole forgive vaporize fluffiness fishhook flapjack oxidize boxful buzzard topaz forgive,"Input: 10; [""keyhole"", ""forgive"", ""vaporize"", ""fluffiness"", ""fishhook"", ""flapjack"", ""oxidize"", ""boxful"", ""buzzard"", ""topaz"", ""forgive""]",10,11,"11
"
50,unzip disavow forgive witchcraft oxygen strength forgive bayou whomever,"Input: 9; [""unzip"", ""disavow"", ""forgive"", ""witchcraft"", ""oxygen"", ""strength"", ""forgive"", ""bayou"", ""whomever""]",9,9,"9
"
51,embezzle buffalo grogginess abyss think fishhook forgive vodka waxy future,"Input: 9; [""embezzle"", ""buffalo"", ""grogginess"", ""abyss"", ""think"", ""fishhook"", ""forgive"", ""vodka"", ""waxy"", ""future""]",9,10,"Number of test words in the sentence: 0
"
52,thriftless wave gnarly forgive snazzy,"Input: 5; [""thriftless"", ""wave"", ""gnarly"", ""forgive"", ""snazzy""]",5,5,"5
"
53,haphazard jazzy razzmatazz schnapps zilch peekaboo mnemonic cockiness dirndl think strength,"Input: 10; [""haphazard"", ""jazzy"", ""razzmatazz"", ""schnapps"", ""zilch"", ""peekaboo"", ""mnemonic"", ""cockiness"", ""dirndl"", ""think"", ""strength""]",10,11,"Number of words in the sentence: 5
List of words in the sentence: ['This', 'is', 'a', 'sample', 'sentence']
"
54,embezzle fuchsia marquis forgive fishhook,"Input: 5; [""embezzle"", ""fuchsia"", ""marquis"", ""forgive"", ""fishhook""]",5,5,"Count: 11
Words: ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words.']
"
55,nowadays abyss zephyr think kazoo foxglove jogging,"Input: 7; [""nowadays"", ""abyss"", ""zephyr"", ""think"", ""kazoo"", ""foxglove"", ""jogging""]",7,7,"7; ['nowadays', 'abyss', 'zephyr', 'think', 'kazoo', 'foxglove', 'jogging']
"
56,future lengths forgive jovial zodiac kiosk forgive buzzard phlegm razzmatazz,"Input: 9; [""future"", ""lengths"", ""forgive"", ""jovial"", ""zodiac"", ""kiosk"", ""forgive"", ""buzzard"", ""phlegm"", ""razzmatazz""]",9,10,"Input: 9 ; ['The', 'quick', 'brown', 'fox', 'jumps', 'over', 'the', 'lazy', 'dog.']
"
57,crypt yummy ivory bandwagon,"Input: 4; [""crypt"", ""yummy"", ""ivory"", ""bandwagon""]",4,4,"5
['This', 'is', 'a', 'sample', 'sentence.']
"
58,future future jovial nowadays pajama stymied yippee wavy future yachtsman,"Input: 10; [""future"", ""future"", ""jovial"", ""nowadays"", ""pajama"", ""stymied"", ""yippee"", ""wavy"", ""future"", ""yachtsman""]",10,10,"Input: 10 ; ['future', 'future', 'jovial', 'nowadays', 'pajama', 'stymied', 'yippee', 'wavy', 'future', 'yachtsman']
"
59,flapjack jumbo think gnostic forgive jaundice zigzagging,"Input: 7; [""flapjack"", ""jumbo"", ""think"", ""gnostic"", ""forgive"", ""jaundice"", ""zigzagging""]",7,7,"7
"
60,ivy lengths shiv fishhook zigzagging future,"Input: 5; [""ivy"", ""lengths"", ""shiv"", ""fishhook"", ""zigzagging"", ""future""]",5,6,"6
"
61,matrix giaour crypt yummy matrix wizard yippee yippee,"Input: 8; [""matrix"", ""giaour"", ""crypt"", ""yummy"", ""matrix"", ""wizard"", ""yippee"", ""yippee""]",8,8,"Input: 9 ; ['The', 'quick', 'brown', 'fox', 'jumps', 'over', 'the', 'lazy', 'dog.']
"
62,forgive transgress transcript quizzes future jaywalk spritz wave,"Input: 7; [""forgive"", ""transgress"", ""transcript"", ""quizzes"", ""future"", ""jaywalk"", ""spritz"", ""wave""]",7,8,"Number of words in the sentence: 5
"
63,ivy xylophone think whizzing jovial jazziest woozy zombie think flapjack,"Input: 10; [""ivy"", ""xylophone"", ""think"", ""whizzing"", ""jovial"", ""jazziest"", ""woozy"", ""zombie"", ""think"", ""flapjack""]",10,10,"Input: 9 ; ['The', 'quick', 'brown', 'fox', 'jumps', 'over', 'the', 'lazy', 'dog.']
"
64,wheezy nightclub frazzled quips vodka whiskey future woozy future twelfths,"Input: 9; [""wheezy"", ""nightclub"", ""frazzled"", ""quips"", ""vodka"", ""whiskey"", ""future"", ""woozy"", ""twelfths""]",9,10,"Input: 10 ; ['wheezy', 'nightclub', 'frazzled', 'quips', 'vodka', 'whiskey', 'future', 'woozy', 'future', 'twelfths']
"
65,buzzard forgive think pneumonia unknown equip buckaroo,"Input: 6; [""buzzard"", ""forgive"", ""think"", ""pneumonia"", ""unknown"", ""equip"", ""buckaroo""]",6,7,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
66,awkward psyche oxidize exodus shiv future bayou banjo,"Input: 7; [""awkward"", ""psyche"", ""oxidize"", ""exodus"", ""shiv"", ""future"", ""bayou"", ""banjo""]",7,8,"Number of words in the sentence: 11
"
67,abruptly unknown subway haiku abruptly absurd squawk boggle future,"Input: 9; [""abruptly"", ""unknown"", ""subway"", ""haiku"", ""abruptly"", ""absurd"", ""squawk"", ""boggle"", ""future""]",9,9,"9
"
68,zigzagging think twelfth kazoo stymied think,"Input: 5; [""zigzagging"", ""think"", ""twelfth"", ""kazoo"", ""stymied"", ""think""]",5,6,"Number of words in the sentence: 8
"
69,dizzying think forgive juicy schnapps marquis youthful,"Input: 6; [""dizzying"", ""think"", ""forgive"", ""juicy"", ""schnapps"", ""marquis"", ""youthful""]",6,7,"Number of words in the sentence: 11
"
70,fuchsia forgive yippee think jovial,"Input: 5; [""the"", ""word"", ""is"", ""fuchsia"", ""forgive"", ""yippee"", ""think"", ""jovial""]",5,5,"Number of words: 11
List of words: ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words']
"
71,subway affix buckaroo mystify buzzwords iatrogenic,"Input: 5; [""subway"", ""affix"", ""buckaroo"", ""mystify"", ""buzzwords"", ""iatrogenic""]",5,6,"6
"
72,zodiac quips unworthy curacao fuchsia,"Input: 5; [""zodiac"", ""quips"", ""unworthy"", ""curacao"", ""fuchsia""]",5,5,"5
"
73,buzzard zigzagging buxom kiwifruit think future giaour,"Input: 7; [""buzzard"", ""zigzagging"", ""buxom"", ""kiwifruit"", ""think"", ""future"", ""giaour""]",7,7,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
74,whomever vixen waxy squawk,"Input: 4; [""whomever"", ""vixen"", ""waxy"", ""squawk""]",4,4,"5
"
75,vaporize pizazz quixotic,"Input: 3; [""vaporize"", ""pizazz"", ""quixotic""]",3,3,"Number of words in the sentence: 11
List of words in the sentence: ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words']
"
76,forgive gnarly disavow beekeeper wimpy flyby gnostic,"Input: 7; [""forgive"", ""gnarly"", ""disavow"", ""beekeeper"", ""wimpy"", ""flyby"", ""gnostic""]",7,7,"Number of words in the sentence: 11
List of individual words in the sentence: ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words']
"
77,injury zipper think avenue buzzwords woozy euouae forgive,"Input: 7; [""injury"", ""zipper"", ""think"", ""avenue"", ""buzzwords"", ""woozy"", ""euouae"", ""forgive""]",7,8,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
78,axiom jaywalk haphazard psyche,"Input: 4; [""axiom"", ""jaywalk"", ""haphazard"", ""psyche""]",4,4,"Number of words: 11
List of words: ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words']
"
79,bikini think keyhole transplant wavy psyche future pneumonia,"Input: 7; [""bikini"", ""think"", ""keyhole"", ""transplant"", ""wavy"", ""psyche"", ""future"", ""pneumonia""]",7,8,"8
"
80,cycle embezzle peekaboo matrix,"Input: 4; [""cycle"", ""embezzle"", ""peekaboo"", ""matrix""]",4,4,"Input : 11; ['This', 'is', 'a', 'sample', 'sentence', 'to', 'count', 'the', 'number', 'of', 'words.']
"
81,future staff vortex future zodiac spritz,"Input: 6; [""future"", ""staff"", ""vortex"", ""future"", ""zodiac"", ""spritz""]",6,6,"Number of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
82,forgive future queue boxcar quiz quartz gossip waltz transcript funny boxcar,"Input: 10; [""forgive"", ""future"", ""queue"", ""boxcar"", ""quiz"", ""quartz"", ""gossip"", ""waltz"", ""transcript"", ""funny""]",10,11,"11
['forgive', 'future', 'queue', 'boxcar', 'quiz', 'quartz', 'gossip', 'waltz', 'transcript', 'funny', 'boxcar']
"
83,zombie future forgive think bookworm frazzled fjord pixel lengths gazebo,"Input: 9; [""zombie"", ""future"", ""forgive"", ""think"", ""bookworm"", ""frazzled"", ""fjord"", ""pixel"", ""lengths"", ""gazebo""]",9,10,"Input: 5 ; ['I', 'think', 'therefore', 'I', 'am']
"
84,boxful kiwifruit funny yummy gossip think future kiwifruit whizzing jinx forgive khaki,"Input: 10; [""boxful"", ""kiwifruit"", ""funny"", ""yummy"", ""gossip"", ""think"", ""future"", ""kiwifruit"", ""whizzing"", ""jinx"", ""forgive"", ""khaki""]",10,12,"12
['boxful', 'kiwifruit', 'funny', 'yummy', 'gossip', 'think', 'future', 'kiwifruit', 'whizzing', 'jinx', 'forgive', 'khaki']
"
85,flyby quiz forgive quartz joyful azure think forgive glyph xylophone,"Input: 10; [""the"", ""word"", ""is"", ""flyby"", ""quiz"", ""forgive"", ""quartz"", ""joyful"", ""azure"", ""think"", ""forgive"", ""glyph"", ""xylophone""]",10,10,"The number of words in the sentence is: 11
"
86,joking haphazard frizzled unzip,"Input: 4; [""joking"", ""haphazard"", ""frizzled"", ""unzip""]",4,4,"Count of words: 5
List of words: ['This', 'is', 'a', 'sample', 'sentence']
"
87,zombie zilch dwarves knapsack bandwagon future twelfths yummy forgive ovary ivy,"Input: 10; [""zombie"", ""zilch"", ""dwarves"", ""knapsack"", ""bandwagon"", ""future"", ""twelfths"", ""yummy"", ""forgive"", ""ovary"", ""ivy""]",10,11,"Input: 11 ; ['zombie', 'zilch', 'dwarves', 'knapsack', 'bandwagon', 'future', 'twelfths', 'yummy', 'forgive', 'ovary', 'ivy']
"
88,buckaroo yummy giaour whizzing askew,"Input: 5; [""buckaroo"", ""yummy"", ""giaour"", ""whizzing"", ""askew""]",5,5,"Number of words: 6
"
89,ovary forgive marquis boxful unzip caliph,"Input: 5; [""ovary"", ""forgive"", ""marquis"", ""boxful"", ""unzip"", ""caliph""]",5,6,"6
"
90,fuchsia future gazebo psyche forgive jelly boxful pajama,"Input: 7; [""fuchsia"", ""future"", ""gazebo"", ""psyche"", ""forgive"", ""jelly"", ""boxful"", ""pajama""]",7,8,"Input: This is a sample sentence ; 5 ; ['This', 'is', 'a', 'sample', 'sentence']
"
91,abyss jazzy avenue future subway think jukebox youthful,"Input: 7; [""abyss"", ""jazzy"", ""avenue"", ""future"", ""subway"", ""think"", ""jukebox"", ""youthful""]",7,8,"Number of words in the sentence: 9
List of words in the sentence: ['the', 'quick', 'brown', 'fox', 'jumps', 'over', 'the', 'lazy', 'dog']
"
92,queue future yummy cycle jazziest future future,"Input: 6; [""queue"", ""future"", ""yummy"", ""cycle"", ""jazziest"", ""future""]",6,7,"7
"
93,flyby waxy buffoon buxom think faking gabby think nightclub crypt quixotic scratch future,"Input: 10; [""flyby"", ""waxy"", ""buffoon"", ""buxom"", ""think"", ""faking"", ""gabby"", ""think"", ""nightclub"", ""crypt"", ""quixotic"", ""scratch"", ""future""]",10,13,"Input: 13 ; ['Flyby', 'waxy', 'buffoon', 'buxom', 'think', 'faking', 'gabby', 'think', 'nightclub', 'crypt', 'quixotic', 'scratch', 'future']
"
94,boggle triphthong larynx fluffiness,"Input: 4; [""boggle"", ""triphthong"", ""larynx"", ""fluffiness""]",4,4,"Input: 9 ; ['The', 'quick', 'brown', 'fox', 'jumps', 'over', 'the', 'lazy', 'dog.']
"
95,syndrome polka zigzag jogging quorum joyful forgive forgive quorum,"Input: 9; [""syndrome"", ""polka"", ""zigzag"", ""jogging"", ""quorum"", ""joyful"", ""forgive"", ""forgive"", ""quorum""]",9,9,"Input: 9 ; ['syndrome', 'polka', 'zigzag', 'jogging', 'quorum', 'joyful', 'forgive', 'forgive', 'quorum']
"
96,fjord absurd matrix megahertz twelfth quixotic think think waltz,"Input: 9; [""fjord"", ""absurd"", ""matrix"", ""megahertz"", ""twelfth"", ""quixotic"", ""think"", ""think"", ""waltz""]",9,9,"9
"
97,wristwatch think think unworthy future sphinx affix jumbo,"Input: 7; [""wristwatch"", ""think"", ""think"", ""unworthy"", ""future"", ""sphinx"", ""affix"", ""jumbo""]",7,8,"8
"
98,jigsaw forgive youthful jukebox jackpot queue avenue forgive curacao future curacao,"Input: 10; [""jigsaw"", ""forgive"", ""youthful"", ""jukebox"", ""jackpot"", ""queue"", ""avenue"", ""forgive"", ""curacao"", ""future"", ""curacao""]",10,11,"5
['This', 'is', 'a', 'sample', 'sentence.']
"
99,swivel future kiosk abruptly forgive buzzing wheezy future,"Input: 7; [""swivel"", ""future"", ""kiosk"", ""abruptly"", ""forgive"", ""buzzing"", ""wheezy"", ""future""]",7,8,"11
['The', 'word', 'is', 'swivel', 'future', 'kiosk', 'abruptly', 'forgive', 'buzzing', 'wheezy', 'future']
"
100,yummy twelfth pajama future syndrome gizmo,"Input: 5; [""yummy"", ""twelfth"", ""pajama"", ""future"", ""syndrome"", ""gizmo""]",5,6,"6
"
101,shiv twelfth thumbscrew squawk pneumonia buzzwords future ivy fjord daiquiri cobweb,"Input: 10; [""shiv"", ""twelfth"", ""thumbscrew"", ""squawk"", ""pneumonia"", ""buzzwords"", ""future"", ""ivy"", ""fjord"", ""daiquiri"", ""cobweb""]",10,11,"11 ['shiv', 'twelfth', 'thumbscrew', 'squawk', 'pneumonia', 'buzzwords', 'future', 'ivy', 'fjord', 'daiquiri', 'cobweb']
"
102,future jaundice jinx abyss future,"Input: 5; [""future"", ""jaundice"", ""jinx"", ""abyss"", ""future""]",5,5,"5
"
103,azure jumbo lengths buzzwords future,"Input: 5; [""azure"", ""jumbo"", ""lengths"", ""buzzwords"", ""future""]",5,5,"5
"
104,haphazard ovary buzzard keyhole yippee walkway abruptly bayou espionage jelly,"Input: 10; [""haphazard"", ""ovary"", ""buzzard"", ""keyhole"", ""yippee"", ""walkway"", ""abruptly"", ""bayou"", ""espionage"", ""jelly""]",10,10,"10
"
105,future bookworm buzzwords ivory think unknown waxy cockiness stretch cockiness giaour think,"Input: 10; [""future"", ""bookworm"", ""buzzwords"", ""ivory"", ""think"", ""unknown"", ""waxy"", ""cockiness"", ""stretch"", ""cockiness"", ""giaour"", ""think""]",10,12,"Number of possible words found in the sentence: 3
"
106,galaxy voodoo oxygen affix equip flyby unworthy vixen,"Input: 7; [""galaxy"", ""voodoo"", ""oxygen"", ""affix"", ""equip"", ""flyby"", ""unworthy"", ""vixen""]",7,8,"The number of words in the sentence is: 5
"
