,labels,gpt_script
266,29.0,
267,27.0,"target: 27.0
"
268,91.0,"target: 91
"
269,7.0,"target: 7
"
270,5.0,"target: 5.0
"
271,48.0,"target: 48
"
272,2.0,"target: 2.0
"
273,18.0,"target: 1.8
"
274,1.0,"target: 1
"
275,217.0,"target: 217
"
276,5.0,"target: 5.0
"
277,26180.0,"target: 26180
"
278,3.0,"target: 3
"
279,211.0,"target: 211
"
280,37.0,"target: 0.5138888888888888
"
281,34.0,"target: 34
"
282,6.0,
283,30.0,"target: 30
"
284,20.0,"target: 230
"
285,410.0,"target: 410
"
286,2.0,"target: 2
"
287,2.0,"target: 2
"
288,745.0,"target: 10516.5
"
289,131.0,
290,6.0,"target: 6
"
291,4.0,"target: 4
"
292,3.0,"target: 3
"
293,37.0,"target: 37
"
294,4.0,"target: 4
"
295,2.0,"target: 2.0
"
296,654.0,"target: 654
"
297,34.0,"target: 34
"
298,45.0,"target: 45
"
299,28.0,"target: 28
"
300,3.0,"target: 3
"
301,25.0,"target: 25
"
302,1.0,"target: 12
"
303,14.0,"target: 14
"
304,7.0,"Jake has 7 peaches.
"
305,5.0,"target: 5
"
306,1.0,"target: 1.0
"
307,2184.0,"target: 2184
"
308,20.0,"target: 20
"
309,66.0,"target: 66
"
310,89.0,"target: 89
"
311,5.0,"target: 8
"
312,22.0,
313,8.0,"target: 8.0
"
314,18.0,"target: 18.0
"
315,1.0,"The number of additional kids Julia played with on Monday compared to Tuesday is: 1
"
316,14.0,"target: 14
"
317,3.0,"target: 3
"
318,4.0,"target: 4.0
"
319,9.0,"target: 9
"
320,78.0,"target: 78
"
321,13.0,"target: 13
"
322,35.0,"target: 35
"
323,41.0,"target: 41
"
324,19.0,"target: 19.0
"
325,13.0,"target: -13
"
326,26.0,"target: 26.0
"
327,63.0,"target: 63
"
328,11.0,"target: 11
"
329,4.0,"target: 4
"
330,32.0,"target: 32
"
331,332.0,"target: 0.0030120481927710845
"
332,25.0,"target: 25
"
333,16.0,"target: 16
"
334,1.0,"target: 1
"
335,807.0,"target: 807
"
336,18.0,"target: 18
"
337,3.0,"target: 3.0
"
338,4.0,"target: 4
"
339,2.0,"target: 2
"
340,2.0,"target: 2.0
"
341,1.0,"target: 1
"
342,43.0,"target: 43
"
343,4.0,"target: 4
"
344,17.0,"target: 17
"
345,158.0,"target: 29498
"
346,1081.0,"target: 1081
"
347,16.0,"target: -16
"
348,13.0,"target: 13
"
349,23.0,"target: 23
"
350,5.0,"target: 5
"
351,117.0,"target: 117
"
352,1848.0,"target: 1848
"
353,26.0,"target: 26
"
354,80.0,"target: 0.8
"
355,12.0,"target: 21
"
356,11.0,"target: 11
"
357,47.0,"target: 47
"
358,27.0,"target: 27
"
359,7.0,
360,4.0,"target: 4.0
"
361,1.0,"The client's goal is to determine how many more cups of sugar than cups of salt Mary needs to add now.
The remaining cups of sugar needed: 7
The remaining cups of salt needed: 6
The difference between the remaining cups of sugar and salt needed: 1
"
362,14.0,"target: 14
"
363,2.0,"target: 2
"
364,146.0,"target: 146
"
365,92.0,"target: 92.0
"
366,314.0,"target: 314
"
367,7.0,"target: -5
"
368,14.0,"target: 14
"
369,2.0,"target: 2
"
370,337.0,"target: 337
"
371,3.0,"target: 3
"
372,22.0,"red peaches: 6
green peaches: 16
"
373,20.0,"target: 20
"
374,152.0,"target: 152
"
375,6.0,
376,1.0,"target: 1
"
377,3.0,
378,3.0,
379,15.0,"target: 15.0
"
380,1.0,
381,83.0,"target: 249.0
"
382,70.0,"target: 70
"
383,6.0,"target: 6.0
"
384,2.0,"target: 2
"
385,52.0,"target: 52
"
386,3.0,"target: 3.0
"
387,8.0,"target: 8
"
388,64.0,"target: 64.0
"
389,6.0,"target: 6
"
390,37.0,"target: 37
"
391,13.0,"target: -13
"
392,9.0,"target: 9.0
"
393,3.0,"target: 3
"
394,1346.0,"target: 1346
"
395,32.0,"target: 32
"
396,10.0,"target: 10
"
397,9.0,"target: 9
"
398,4.0,"target: 4.0
"
399,8.0,"target: 8
"
400,3.0,"target: 3
"
401,14.0,"target: 13.266666666666667
"
402,11.0,"target: 11
"
403,9.0,"target: 9
"
404,1.0,"target: 1
"
405,8.0,"target: 8
"
406,101.0,"target: 101
"
407,6.0,"target: 6
"
408,455.0,"target: 455
"
409,33.0,"target: 33
"
410,7.0,"target: 7
"
411,98.0,"target: 98
"
412,8.0,"target: 8
"
413,17.0,"target: -34
"
414,3.0,"target: 3
"
415,45.0,"target: 50
"
416,9.0,"target: 9
"
417,4.0,"target: 4
"
418,8.0,"target: 8
"
419,1.0,"The number of kids Julia played with on Tuesday than on Monday: 1
"
420,1.0,"target: 1
"
421,10.0,"target: 10.0
"
422,394.0,"target: 394
"
423,5590.0,"target: 5590
"
424,2.0,"target: 7
"
425,15.0,"target: 0.5
"
426,18.0,"target: 18
"
427,111.0,"target: 111.0
"
428,7.0,"target: 7
"
429,6.0,"target: 6
"
430,93.0,"target: 93.0
"
431,2.0,"target: 42
"
432,51.0,"target: 51
"
433,4.0,"target: 4.0
"
434,3.0,"target: 3.0
"
435,14.0,"target: 14
"
436,8.0,"target: 8
"
437,5.0,"target: 5
"
438,5.0,"target: 5
"
439,141.0,"target: 141
"
440,587.0,"target: 587
"
441,35624.0,"target: 35624
"
442,2.0,"Jill has 18 peaches.
"
443,8.0,"target: 8
"
444,1891.0,"target: 1891
"
445,5.0,"target: 5.0
"
446,1.0,"target: 1
"
447,17017.0,"target: 17017
"
448,58.0,"target: 58
"
449,3.0,"target: 3.0
"
450,5.0,"target: 25.0
"
451,3.0,"target: 102
"
452,4.0,"target: 4
"
453,1.0,"target: 1
"
454,10.0,"target: 56
"
455,21.0,"target: 21
"
456,4.0,"target: 4
"
457,71.0,"target: 63
"
458,34.0,"target: 34
"
459,58.0,"target: 58
"
460,3.0,"target: 3
"
461,2.0,"target: 35
"
462,60.0,"target: 60
"
463,9.0,"target: 9
"
464,3.0,
465,756.0,"target: 756
"
466,31.0,"target: 31
"
467,3.0,"target: 3
"
468,30.0,"target: -30
"
469,17.0,"target: 17
"
470,112.0,"target: 112.0
"
471,3.0,"target: 5
"
472,140.0,"target: 140
"
473,102.0,"target: 102.0
"
474,1.0,"target: 1.0
"
475,89.0,"target: 89.0
"
476,6.0,"target: -46
"
477,1080.0,"target: 1080
"
478,66.0,"target: 66
"
479,25740.0,"target: 25740
"
480,60.0,"target: 60
"
481,109044.0,"target: 109044
"
482,322.0,"target: 322
"
483,333.0,
484,390.0,"target: 390
"
485,68.0,"target: 70
"
486,9.0,"target: 9.0
"
487,405.0,"target: 405
"
488,25.0,"target: 25
"
489,16.0,"target: 16
"
490,8.0,"target: -6
"
491,324775.0,"target: 324775
"
492,92.0,"target: 92
"
493,4.0,"target: 4
"
494,23.0,"target: 23
"
495,12.0,
496,1.0,"Remaining money: -293
"
497,9.0,"target: 9
"
498,12.0,"target: 11.0
"
499,2.0,"target: -2
"
500,70.0,"target: 70
"
501,5700.0,"target: 5700
"
502,17.0,"target: 17
"
503,52.0,"target: 52
"
504,57.0,
505,42.0,"The number of books sold in the garage sale is: 42
"
506,19.0,"target: 19
"
507,20.0,"target: 20
"
508,22.0,"target: 22
"
509,2.0,"target: 2.0
"
510,367.0,"target: 367
"
511,20.0,"target: 20
"
512,16.0,"target: 16
"
513,14.0,"target: 22
"
514,42.0,"target: 42
"
515,5.0,"target: 2
"
516,4.0,"target: 4
"
517,20.0,
518,6.0,"target: 6
"
519,1541.0,"target: 1541
"
520,19.0,"target: 19
"
521,1.0,"The number of bags Frank would have is: 1
"
522,17.0,"target: 17.0
"
523,5.0,"target: 5
"
524,2.0,"target: 2.0
"
525,3.0,"target: 3.0
"
526,14.0,"target: 14.0
"
527,1.0,"target: 1
"
528,10.0,"target: 10
"
529,3.0,"target: 0.030303030303030304
"
530,149.0,"target: 149
"
531,1.0,"target: 1
"
532,69.0,"target: 69
"
533,168.0,"target: 168
"
534,481.0,"target: 481
"
535,14.0,"target: 14
"
536,7.0,"Jake has 79 peaches.
"
537,33.0,"target: 33
"
538,1463.0,"target: 1463
"
539,128.0,"target: 128
"
540,5.0,"target: 5
"
541,67.0,"Zachary did 53 push-ups and 14 crunches.
"
542,68.0,"target: 68
"
543,1.0,"target: -21
"
544,1.0,"Remaining money: 1
"
545,1.0,"target: 1
"
546,31.0,"target: 31
"
547,3.0,"target: 3.0
"
548,10.0,"target: 13
"
549,5.0,"target: 5.0
"
550,15.0,"Remaining cakes: 15
"
551,8.0,"target: 8
"
552,6.0,"Initial number of bottle caps: -6
"
553,8.0,"target: 8
"
554,1.0,"target: 1
"
555,7.0,"target: 7
"
556,41.0,"target: 41
"
557,150780.0,"target: 150780
"
558,54.0,"target: 54
"
559,16.0,"target: 16
"
560,4.0,"target: 4
"
561,1145.0,"target: 1145
"
562,1.0,
563,2.0,"target: -4
"
564,2.0,"target: 14.0
"
565,4.0,"target: 4
"
566,1.0,"The amount of flour Mary put in is: 1
"
567,20.0,"target: 20
"
568,4.0,"target: 4.0
"
569,365.0,"target: 365
"
570,27.0,"target: 27
"
571,19.0,"target: 19
"
572,11210.0,"target: 941640
"
573,720.0,"target: 720
"
574,4.0,"target: 4.0
"
575,26.0,"target: 19
"
576,82.0,"target: 82
"
577,9.0,"target: 9
"
578,90.0,"target: 90
"
579,4.0,"target: 4
"
580,7.0,"target: 7
"
581,13.0,"target: 13
"
582,4.0,"target: 4
"
583,36.0,"target: 36
"
584,30.0,"target: 30
"
585,5.0,"target: -5
"
586,67.0,"target: 67
"
587,606.0,"target: 606
"
588,13.0,"target: 13
"
589,93899.0,"target: 82482
"
590,5.0,"target: 285.0
"
591,14.0,"target: 14.0
"
592,43.0,"The cost of each t-shirt is: 43.0
"
593,31.0,"target: 31
"
594,600.0,"target: 3800
"
595,2.0,"target: 2.0
"
596,12.0,"target: 12
"
597,21.0,"target: 10
"
598,68.0,"target: 50
"
599,2.0,"target: 2
"
600,70.0,"target: 70
"
601,90.0,"target: 6145
"
602,9.0,"target: 19
"
603,2673.0,"target: 2673
"
604,238.0,"target: 238
"
605,10.0,"target: 10.0
"
606,78.0,"target: 34
"
607,5.0,"target: 5
"
608,38.0,"target: 79
"
609,308.0,"target: 308
"
610,223.0,"target: 223
"
611,53.0,"target: 53
"
612,153.0,"target: 153
"
613,574.0,"target: 540
"
614,2.0,"target: 2
"
615,6.0,"target: 6.0
"
616,62.0,"target: 62
"
617,64.0,"target: 64
"
618,28.0,"target: 14
"
619,2.0,"target: 2
"
620,2.0,"target: 2
"
621,1201565.0,"target: 1201587
"
622,2.0,"target: 2
"
623,3.0,"target: 3
"
624,2.0,"target: 2
"
625,22.0,"target: 38.0
"
626,458988.0,"target: 458988
"
627,89.0,"target: 89
"
628,10.0,"target: 10
"
629,14.0,"target: 14
"
630,26.0,"target: 26
"
631,4.0,"target: 12.0
"
632,11.0,"target: 11
"
633,42.0,"target: 42
"
634,186.0,"target: 9
"
635,3.0,
636,2.0,"target: 2.0
"
637,10.0,"target: 10
"
638,3.0,"target: 3
"
639,2.0,"target: 0
"
640,42.0,"target: 42
"
641,22800.0,"target: 22800
"
642,369.0,"target: 21.705882352941178
"
643,12.0,"target: 12
"
644,32.0,"target: 32
"
645,522.0,"target: 614
"
646,566.0,"target: 566
"
647,2.0,"target: 2.0
"
648,2.0,"target: 5.090909090909091
"
649,33.0,"target: 33
"
650,6.0,"target: 6
"
651,2.0,"target: 17.0
"
652,14.0,"target: 14
"
653,91.0,"target: -41
"
654,17.0,"target: 17
"
655,1363293.0,"target: 1363293
"
656,19.0,"target: 27
"
657,8.0,"target: 8
"
658,1.0,"The number of balloons Allan has more than Jake in the park is: 1
"
659,76.0,"target: 76
"
660,5852.0,"target: 5852
"
661,5.0,"target: 5
"
662,38608.0,
663,30.0,"target: 30
"
664,13.0,"target: 13
"
665,10.0,"target: 10
"
666,9.0,"target: 20
"
667,24.0,"target: 24
"
668,10.0,"target: 10
"
669,20.0,"target: 40
"
670,30.0,"target: 30.0
"
671,7.0,"target: 7
"
672,120.0,"target: 120
"
673,17.0,"target: 17
"
674,44.0,"target: 0.022727272727272728
"
675,15.0,"target: 15
"
676,118.0,"target: 118
"
677,6.0,"target: 6.0
"
678,1.0,"The current number of apples on Rachel's tree is: 5
"
679,105.0,"target: 105
"
680,32.0,"target: 32
"
681,7.0,"target: 7.0
"
682,4.0,"target: 4
"
683,27.0,"target: 27
"
684,737.0,"target: 737.0
"
685,8265.0,"target: 8265
"
686,1.0,"target: 1
"
687,14.0,"target: 294.0
"
688,80.0,"target: 80
"
689,24.0,"target: 24
"
690,146.0,"target: -11868
"
691,2.0,"target: 2
"
692,4.0,"target: 4
"
693,16.0,"target: 16
"
694,22.0,"target: 22
"
695,22.0,"target: 22
"
696,3.0,"target: 3
"
697,44.0,"target: 44
"
698,6.0,"target: 6
"
699,4.0,"target: 4
"
700,45.0,"target: 45
"
701,22.0,"target: 22
"
702,101.0,"target: 101
"
703,103.0,"target: 103
"
704,126.0,"target: 126
"
705,13.0,"target: 13
"
706,4.0,"target: 4
"
707,9.0,"target: 43
"
708,45.0,"target: 45.0
"
709,2.0,"target: 2
"
710,41.0,
711,15.0,"target: 15
"
712,25.0,"target: 25
"
713,348.0,"target: 348
"
714,8.0,"target: 4
"
715,1.0,"target: 1
"
716,13.0,"target: 40.5
"
717,2.0,"target: 2.0
"
718,32.0,"target: -24
"
719,51.0,"target: 51
"
720,268627.0,
721,14.0,"target: 14
"
722,3.0,"target: 3.0
"
723,143550.0,"target: 143550
"
724,106.0,"target: 106
"
725,574.0,"target: 574
"
726,4.0,"target: 4
"
727,15.0,"target: 15
"
728,13.0,"target: 10
"
729,6.0,"target: -36
"
730,1.0,"Jake brought 1 balloons to the park.
"
731,54.0,"target: 54.0
"
732,7.0,"target: 7
"
733,4.0,"target: 220.0
"
734,27.0,"target: 27
"
735,229.0,"target: -164
"
736,2.0,"target: 2
"
737,1.0,"target: 2.5
"
738,1.0,"target: 1
"
739,20.0,"target: 20.0
"
740,65.0,"target: 65
"
741,11.0,"target: 15
"
742,17.0,"target: 17
"
743,17.0,"target: 17
"
744,190.0,"target: 190
"
745,2.0,"target: 2
"
746,63.0,"target: 63
"
747,2.0,"target: 2.0
"
748,30057.0,
749,192.0,"target: 192
"
750,2.0,"target: 2
"
751,265.0,"target: 466
"
752,298.0,"target: 298
"
753,728.0,"target: 728
"
754,21.0,"target: 21.0
"
755,4.0,"target: 4
"
756,45.0,"target: 45
"
757,1.0,"Jake brought 1 balloons to the park.
"
758,3168.0,"target: 3168
"
759,345.0,"target: 345
"
760,3.0,"target: 3
"
761,28.0,"target: 28
"
762,77.0,"target: 77
"
763,2226.0,"target: 2226
"
764,29.0,"The size of each group of bananas is: 29.0
"
765,14.0,"target: 14
"
766,10.0,"target: 10
"
767,78.0,"target: 40
"
768,14.0,"target: 14
"
769,1.0,"target: 1
"
770,2050.0,"target: 2050
"
771,7.0,"target: 7
"
772,121.0,"target: 121
"
773,21.0,"target: -5.0
"
774,420.0,"target: 28140
"
775,145.0,"The size of each group of bananas is: 145.0
"
776,24.0,"target: 24.0
"
777,12.0,"target: 12
"
778,1012.0,"target: 1012
"
779,31.0,"target: 31
"
780,28.0,"target: 28
"
781,12.0,"target: 0
"
782,28.0,
783,60.0,"target: 60
"
784,7.0,"target: 7
"
785,39.0,"target: 39
"
786,65.0,"target: 65
"
787,2.0,"target: 2
"
788,11.0,"target: 11
"
789,12.0,"target: 12
"
790,5.0,"target: 5.0
"
791,15.0,"target: 15
"
792,3.0,"target: 3
"
793,111.0,"target: 111
"
794,59.0,"target: 59
"
795,14.0,"target: 14
"
796,7.0,"target: 7.0
"
797,9.0,"target: 9
"
798,3.0,"target: 3
"
799,5.0,"target: 1
"
800,22.0,"target: 22
"
801,11.0,"target: 11
"
802,2.0,"target: 2
"
803,112.0,"target: 130
"
804,2.0,"target: 2
"
805,32.0,"target: 32
"
806,8.0,"target: 16.25
"
807,4.0,"target: 4.0
"
808,20.0,"target: 13.0
"
809,21.0,"target: 17
"
810,14.0,"target: 14
"
811,1.0,"target: 1
"
812,33.0,"target: 33
"
813,1453.0,"target: 1453
"
814,17.0,"target: 17
"
815,2.0,"target: 2
"
816,32.0,"target: 32
"
817,3.0,"target: 3
"
818,7.0,"target: 7.0
"
819,242.0,"target: 242
"
820,90.0,"target: 123
"
821,2.0,"target: 2.0
"
822,2.0,"target: 2.0
"
823,105.0,"target: 105
"
824,10.0,
825,69.0,"target: 69
"
826,527292.0,"target: 527292
"
827,1.0,"target: 1.0
"
828,1.0,"target: 1
"
829,826.0,"target: 826
"
830,574664.0,"target: 574664
"
831,1.0,"target: 1
"
832,10.0,"target: 10
"
833,16.0,"target: 16
"
834,110.0,"target: 110
"
835,24.0,"target: 24
"
836,34.0,"target: 34
"
837,25.0,"target: 25
"
838,946.0,"target: 946
"
839,5.0,"target: 5
"
840,2.0,"target: 2
"
841,5.0,"target: 5.0
"
842,14.0,
843,6.0,"target: 28
"
844,1.0,"target: 1
"
845,2080.0,"target: 2080
"
846,10.0,"target: 1.0
"
847,7.0,"target: 7
"
848,9.0,"target: 9
"
849,11346.0,"target: 11346
"
850,7.0,"target: 7
"
851,13.0,"target: 13
"
852,96.0,"target: 96
"
853,11.0,"target: 11
"
854,2.0,"target: 2.0
"
855,99.0,"target: 99
"
856,24.0,"target: 24
"
857,2436.0,"target: 2436
"
858,210.0,"target: 210
"
859,45.0,"target: 45
"
860,1.0,"target: 1
"
861,6.0,"target: 6.0
"
862,22.0,"target: 21.0
"
863,14.0,"target: 14
"
864,109.0,"target: 109
"
865,146.0,"target: 146
"
866,2.0,"target: 2.0
"
867,3.0,
868,2.0,"Each boy will receive: 2.0
"
869,10.0,"target: 4
"
870,99.0,"target: 99
"
871,9.0,"target: 9
"
872,39.0,"target: 39
"
873,3834.0,"target: 3834
"
874,265.0,"Jeff has 265 cards now.
"
875,5.0,"target: 5
"
876,8.0,"target: 1.6
"
877,72.0,"target: 72
"
878,6.0,"target: 6
"
879,3.0,"target: 3
"
880,41.0,"target: 41
"
881,8.0,"target: 8
"
882,39.0,"target: -77
"
883,3.0,"target: 3.0
"
884,10.0,"target: 10
"
885,44.0,"target: 44
"
886,12.0,"target: 12
"
887,45.0,"target: 45
"
888,208.0,"target: 208
"
889,136.0,"Tomatoes: 124
Potatoes: 12
"
890,1.0,"target: 1
"
891,9.0,"target: 9
"
892,1.0,"The number of roses Jessica cut is: 0
"
893,8066.0,"target: 8066
"
894,3.0,"target: 3.0
"
895,7.0,"target: 252
"
896,6.0,"target: 50
"
897,13.0,"target: 13
"
898,23.0,"blocks left: -23
"
899,3.0,"Marco's strawberries weigh: 3
"
900,10.0,"target: 10
"
901,2.0,"target: 2
"
902,1.0,"The difference between the number of bottle caps and wrappers Danny currently has is: 1
"
903,7.0,"target: -1
"
904,6.0,"target: 6.0
"
905,156.0,"target: 86
"
906,3.0,"target: 3
"
907,30.0,"target: 30
"
908,53.0,"target: 53
"
909,112.0,"target: 112
"
910,11.0,"target: 11
"
911,1455.0,"target: 1455
"
912,53.0,"target: 53
"
913,73.0,"target: 73
"
914,253.0,"target: 253
"
915,123.0,"target: 171
"
916,276.0,"target: 276
"
917,10.0,"target: 10
"
918,2.0,"target: 2.0
"
919,7.0,"target: 7
"
920,5.0,"target: 5
"
921,198.0,"target: 198.0
"
922,62.0,"target: 62
"
923,21.0,"target: 21
"
924,123.0,"target: 123
"
925,7.0,"target: 2.3333333333333335
"
926,41.0,"target: 41
"
927,49.0,"target: 49
"
928,1791.0,"target: 53133.0
"
929,19.0,"target: 19
"
930,3021.0,"target: 3021
"
931,94.0,"target: 94
"
932,1.0,"target: 1
"
933,621.0,"target: 621
"
934,353.0,"target: 353
"
935,76.0,"target: 76.0
"
936,17.0,"target: 17
"
937,33.0,
938,10.0,"target: 10
"
939,2.0,"target: 2.0
"
940,23.0,"target: 23
"
941,1.0,"target: 4
"
942,3.0,"target: 3
"
943,14.0,"target: 14.0
"
944,26.0,"target: 26
"
945,14.0,"target: 14
"
