,labels,gpt_script
133,20.52,"target: 20.52
"
134,14696.0,"target: 14696.0
"
135,7790.0,"target: 7790.0
"
136,8564.0,"target: 8564.0
"
137,11687.0,"target: 11687.0
"
138,6755.0,"target: 6755.0
"
139,9844.0,"target: 9844.0
"
140,7092.0,"target: 7092.0
"
141,118558.0,"target: 118558.0
"
142,48781.0,"target: 48781.0
"
143,27004.0,"target: 27004.0
"
144,14720.0,"target: 14720.0
"
145,64013.0,"target: 65057.0
"
146,67082.0,"target: 67082.0
"
147,106491.0,"target: 106491.0
"
148,50870.0,"target: 50870.0
"
149,111421.0,"target: 111421.0
"
150,65134.0,"target: 65134.0
"
151,971639.0,"target: 971639.0
"
152,19766.0,"target: 19766.0
"
153,574.0,"target: 574.0
"
154,3120.0,"target: 3120.0
"
155,6279.0,"target: 6279.0
"
156,1460.0,"target: 1460.0
"
157,5703.0,"target: 5703.0
"
158,8317.0,"target: 8317.0
"
159,1232.0,"target: 1232.0
"
160,523.0,"target: 523.0
"
161,5855.0,"target: 5855.0
"
162,2515.0,"target: 2515.0
"
163,6029.0,"target: 6029.0
"
164,5935.0,"target: 5935.0
"
165,6699.0,"target: 6699.0
"
166,3220.0,"target: 3220.0
"
167,3731.0,"target: 3731.0
"
168,5110.0,"target: 5110.0
"
169,1792.0,"target: 1792.0
"
170,2713.0,"target: 2713.0
"
171,4133.0,"target: 4133.0
"
172,2454.0,"target: 2454.0
"
173,0.5,"target: 0.5
"
174,0.5,"target: 0.5
"
175,0.6666666667,"target: 0.6666666667
"
176,0.3333333333,"target: 0.3333333333
"
177,0.25,"target: 0.25
"
178,0.625,"target: 0.625
"
179,0.125,"target: 0.125
"
180,0.1,"target: 0.09999999999999998
"
181,0.6666666667,"target: 0.6666666667
"
182,0.25,"target: 0.25
"
183,0.6,"target: 0.6000000000000001
"
184,0.1666666667,"target: 0.1666666667
"
185,0.8,"target: 0.8
"
186,0.9,"target: 0.8999999999999999
"
187,0.8333333333,"target: 0.8333333333
"
188,0.6,"target: 0.6000000000000001
"
189,0.2,"target: 0.2
"
190,0.375,"target: 0.375
"
191,0.6,"target: 0.6000000000000001
"
192,0.2,"target: 0.19999999999999996
"
193,0.625,"target: 0.625
"
194,0.7,"target: 0.7000000000000001
"
195,0.625,"target: 0.625
"
196,0.125,"target: 0.125
"
197,0.6,"target: 0.6
"
198,0.875,"target: 0.875
"
199,0.5,"target: 0.5
"
