,labels,gpt_script
404,480,"target: 480
"
405,490,"target: 490.0
"
406,120,"target: 120
"
407,60,"target: 60
"
408,320,"target: 320.0
"
409,630,"target: 630.0
"
410,455,"target: 455
"
411,738,"target: 738
"
412,504,"target: 504
"
413,488,"target: 488
"
414,14280,"target: 14280.0
"
415,360,"target: 360
"
416,1876,"target: 1876
"
417,498,"target: 498
"
418,2916,"target: 2916
"
419,6835,"target: 6835.0
"
420,203,"target: 203
"
421,1050,"target: 1050
"
422,512,"target: 512
"
423,1424,"target: 1424
"
424,7305,"target: 7305
"
425,308,"Total amount spent on tickets: 308.0
"
426,984,"target: 984
"
427,140,"target: 140
"
428,2268,"target: 2268
"
429,6538,"target: 6538
"
430,81,"target: 81
"
431,1415,"target: 1415
"
432,2952,"target: 2952
"
433,136,"target: 136.0
"
434,9794,"target: 9794
"
435,3824,"target: 3824
"
436,441,"target: 441
"
437,3962,"target: 3962
"
438,198,"target: 198
"
439,3285,"target: 3285
"
440,10,"target: 10
"
441,12,"target: 12
"
442,7,"target: 7
"
443,8,"target: 8
"
444,9,"target: 9
"
445,60,"target: 60
"
446,6,"target: 6
"
447,4,"target: 4
"
448,20,"target: 20
"
449,7,"target: 7
"
450,5,"target: 5
"
451,9,"target: 9
"
452,7,"target: 7
"
453,9,"target: 9
"
454,10,"target: 10
"
455,8,"target: 8
"
456,7,"target: 7.0
"
457,8,"target: 8
"
458,9,"target: 9
"
459,7,"target: 7
"
460,11,"target: 11
"
461,10,"target: 10
"
462,12,"target: 12
"
463,6,"target: 6
"
464,7,"target: 7
"
465,6,"target: 6
"
466,7,"target: 7
"
467,9,"target: 9
"
468,8,"target: 8.0
"
469,4,"Jane ate: 4.0
"
470,5,"target: 5
"
471,3,"The number of croissants left with Marian is: 3
"
472,23,"target: 23
"
473,40,"target: 40
"
474,17,"target: 17
"
475,2,"target: 2
"
476,14,"target: 14
"
477,24,"target: 24
"
478,11,"target: 11
"
479,6,"target: 6
"
480,21,"target: 21
"
481,35,"target: 35
"
482,13,"target: 13
"
483,2,"target: 2
"
484,34,"target: 34
"
485,2,"target: 2
"
486,8,"target: 8
"
487,2,"target: 2.0
"
488,2,"target: 2
"
489,3,"target: 3
"
490,1,"The number of servings left unconsumed is: 1
"
491,12,"target: 12
"
492,12,"target: 12
"
493,14,"target: 14
"
494,20,"target: 20.0
"
495,13,"target: 13.0
"
496,3,"sequins left: 3
"
497,3,"target: 3
"
498,6,"target: 6
"
499,2,"target: -14
"
500,13,"target: 13
"
501,345,"target: 345
"
502,217,"target: 217
"
503,2327,"target: 2327
"
504,52,"target: 52
"
505,13,"target: 13
"
506,22,"target: 22
"
507,23,"target: 23
"
508,62,"target: 62
"
509,63,"target: 63
"
510,18,"target: 18
"
511,92,"target: 92
"
512,460,"target: 460
"
513,4764,"target: 4764
"
514,332,"target: 332
"
515,436,"target: 436
"
516,703,"target: 703
"
517,1540,"target: 1540
"
518,2448,"target: 2448
"
519,33,"target: 33
"
520,432,"target: 432
"
521,522,"target: 522
"
522,84,"target: 84
"
523,780,"target: 780
"
524,45552,"target: 45552
"
525,5,"target: 5.0
"
526,8,"target: 8
"
527,6003,"target: 6003
"
528,168,"target: 168
"
529,420,"target: 420
"
530,8484,"target: 8484
"
531,2250,"target: 2250
"
532,46,"target: 46
"
533,210,"target: 210
"
534,1396,"target: 1396
"
535,11676,"target: 11676
"
536,629,"target: 629
"
537,17408,"target: 17408
"
538,20,"target: 20
"
539,46,"target: 46
"
540,3,"target: 3
"
541,3000,"target: 3000
"
542,5,"target: 5
"
543,6,"target: 6
"
544,13,"target: 13
"
545,96,"target: 96
"
546,30,"target: 30.0
"
547,15,"target: 15
"
548,60,"target: 60
"
549,100,"target: 100
"
550,28,"target: 28
"
551,5,"target: 5.0
"
552,21,"target: 21
"
553,1200,"target: 1200
"
554,400,"target: 400
"
555,21,"target: 21
"
556,20,"target: 20
"
557,7,"target: 7
"
558,29,"target: 29
"
559,288,"target: 288
"
560,2205,"target: 2205
"
561,720,"target: 720
"
562,7,"buckets: 6
"
563,63,"target: 63
"
564,323,"target: 323
"
565,48,"target: 48
"
566,1110,"target: 1110
"
567,220,"target: 220
"
568,12,"target: 12
"
569,688,"target: 688
"
570,426,
571,162,"target: 162
"
572,13,"target: 13
"
573,326,"target: 326
"
574,45,"target: 45
"
575,99,"target: 99
"
576,776,"target: 776
"
577,208,"target: 208
"
578,709,"target: 709
"
579,128,"target: 128
"
580,498,"target: 498
"
581,486,"target: 486
"
582,9,"target: 9
"
583,12,"target: 12
"
584,1250,"target: 1250
"
585,8243,"target: 8243
"
586,3264,"target: 3264
"
587,3750,"target: 3750
"
588,360,"target: 360
"
589,372,"target: 372
"
590,5,"target: 5.0
"
591,7827,"target: 7827
"
592,204,"target: 204
"
593,75,"target: 75
"
594,39,"target: 39
"
595,48,"target: 48
"
596,296,"target: 296
"
597,242,"target: 242
"
598,24,"target: 24
"
599,18,"target: 18
"
600,66018,"target: 66018
"
601,6,"target: 6
"
602,7,"target: 7.0
"
603,5,"target: 5
"
604,5,"target: 5
"
605,68,"target: 68
"
606,44,"target: 44
"
607,4,"target: 4.0
"
608,26,"target: 26
"
609,21,"target: 21
"
610,432,"target: 432
"
611,120,"target: 120
"
612,280,"target: 280
"
613,68,"target: 68
"
614,159,"target: -159
"
615,400,"target: 400
"
616,121,"target: 121
"
617,273,"target: 273
"
618,112,"target: 112
"
619,218,"target: 218
"
620,1035,"target: 1035
"
621,42,"target: 42
"
622,46,"target: 46
"
623,48,"target: 48
"
624,56,"target: 56
"
625,12,"target: 12
"
626,102,"target: 102
"
627,1,"Jermaine has $1 left.
"
628,1,"target: 1
"
629,25,"target: 25
"
630,7,"target: 7
"
631,16,"target: 16
"
632,170,"target: 170
"
633,17,"target: 17
"
634,30,"target: 30
"
635,76,"target: 76
"
636,15,"target: 15
"
637,7,"target: 7
"
638,12,"target: 12
"
639,18,
640,2,"target: 2
"
641,22,"target: 22
"
642,5,"target: 6
"
643,21,"target: 21
"
644,8,"target: 8
"
645,8,"target: 8
"
646,210,"target: 210
"
647,27,"target: 27.0
"
648,480,"target: 480.0
"
649,15,"target: 15
"
650,4400,"target: 4400.0
"
651,15840,"target: 15840
"
652,8,"target: 8
"
653,4,"target: 4
"
654,2,"target: 2
"
655,4,"target: 4
"
656,2,"target: 2
"
657,4,"target: 4
"
658,7,"target: 7
"
659,3,"brown_boxes_left: -2
black_boxes_left: -2
blue_boxes_left: -3
"
660,85,"target: 85
"
661,40,"target: 40
"
662,61,"target: 61
"
663,28,"target: 28
"
664,33,"Error: The total number of books is not 39
"
665,32,"target: 32
"
666,40,"target: 40
"
667,57,"target: 57
"
668,18,"target: 18
"
669,10,"target: 10
"
670,46,"target: 46
"
671,56,"target: 56
"
672,83,"target: 57
"
673,43,"target: 43
"
674,66,"target: 66
"
675,46,"target: 46
"
676,25,"target: 25
"
677,46,"target: 46
"
678,22,"target: 22
"
679,30,"target: 30
"
680,29,"target: 29
"
681,23,"target: 0
"
682,44,"target: 44
"
683,22,"target: 22
"
684,32,"target: 32
"
685,16,"target: 16
"
686,41,"target: 41
"
687,29,"target: 29
"
688,39,"target: 39
"
689,58,"target: 58
"
690,48,"target: 48
"
691,13,"target: 13
"
692,14,"target: 14
"
693,22,"target: 108
"
694,5,"target: 5
"
695,9,"target: 9
"
696,4,"target: 4
"
697,10,"target: 10
"
698,14,"target: 14
"
699,10,"target: 10
"
700,8,"target: 8
"
701,7,"target: 7
"
702,10,"target: 10
"
703,7,"target: 7
"
704,11,"target: 11
"
705,22,"target: 22
"
706,12,"target: 12
"
707,14,"target: 14
"
708,8,"target: 32
"
709,8,"target: 8
"
710,9,"target: 9
"
711,76,"target: 76
"
712,83,"target: 83
"
713,52,"target: 52
"
714,71,"target: 71
"
715,51,"target: 51
"
716,93,"target: 93
"
717,99,"target: 99
"
718,55,"target: 55
"
719,57,"target: 57
"
720,8,"target: 7
"
721,4,"target: 172
"
722,12,"target: 11
"
723,42,"The amount of sand in the bag that is not full is: 42
"
724,13,"target: 12
"
725,15,"target: 15
"
726,16,"target: 15
"
727,8,"target: 8
"
728,194,"target: 193
"
729,10,"target: 10
"
730,19,"target: 18
"
731,4,"target: 4
"
732,26,"target: 25
"
733,30,"target: 30
"
734,14,"target: 13
"
735,2,"target: 2
"
736,13,"target: 12
"
737,9,"target: 9
"
738,23,"target: 22
"
739,24,"target: 696
"
740,6,"target: 6
"
741,5,"target: 5
"
742,9,"target: 9
"
743,1,"Tom can buy 9 folders.
After buying the folders, he will have $ 1 left.
"
744,9,"target: 9
"
745,5,"target: 5
"
746,3,"target: 3
"
747,6,"target: 6
"
748,3,"target: 3
"
749,2,"target: 2
"
750,8,"target: 8
"
751,4,"target: 4
"
752,4,"target: 4
"
753,2,"target: 2
"
754,5,"target: 5
"
755,4,"target: 4
"
756,7,"target: 7
"
757,5,"target: 5
"
758,6,"target: 6
"
759,2,"target: 2
"
760,15,"target: 15
"
761,1,"target: 1
"
762,6,"target: 9
"
763,3,"target: 3
"
764,8,"target: 8
"
765,2,"target: 2
"
766,9,"target: 9
"
767,10,"target: 10
"
768,8,"target: 8
"
769,2,"target: 2
"
770,51,"target: 51
"
771,7,"target: 7
"
772,8,"target: 8
"
773,1,"target: 1
"
774,19,"target: 19
"
775,20,"target: 20
"
776,12,"target: 14
"
777,2,"target: 2
"
778,16,"target: 16
"
779,2,"target: 10
"
780,6,"target: 6
"
781,22,"target: 20
"
782,5,"target: -5
"
783,11,"target: 0.8674698795180689
"
784,10,"target: 4
"
785,8,"target: 7
"
786,121,"target: 97
"
787,7,"target: 7
"
788,27,"target: 27
"
789,350,"target: 350.0
"
790,10,"target: 0.0
"
791,10,"target: -87.5
"
792,150,"target: 110.0
"
793,5,"target: 3.0
"
794,850,"target: 1175
"
795,100,"target: 140.0
"
796,18,"target: 18
"
797,8,"target: 6
"
798,20,"Number of white balls: 64.00000000000001
"
799,24,"target: 24.0
"
800,5,"target: -5
"
801,40,"target: 1600
"
802,3,"target: 5
"
803,3,"target: 3
"
804,48,"target: 48
"
805,2,"target: 2
"
806,9,"target: 9
"
807,210,"target: 30
"
808,48,"target: 48
"
809,77,"target: 77
"
810,26,"target: 26
"
811,35,"target: 35
"
812,12,"target: 12.0
"
813,24,"target: 12
"
814,38,"target: 76
"
815,36,"target: 36
"
816,14,"target: 7
"
817,21,"target: 29
"
818,6,"target: 18
"
819,8,"target: 8
"
820,14,"target: 4
"
821,15,"target: 15.0
"
822,75,"target: 75
"
823,36,"target: 36
"
824,6,"target: 6
"
825,33,"target: 33
"
826,7,"target: 29
"
827,30,"target: 30
"
828,40,"target: 24
"
829,34,"target: 34
"
830,64,"target: 64
"
831,29,"target: 29
"
832,60,"target: 60.0
"
833,10,"The cost of one pencil is: 10.0
"
834,6,"target: 18
"
835,50,"target: 50
"
836,19,"target: -5
"
837,5,"target: 4
"
838,46,"target: 23.0
"
839,76,"target: 76
"
840,37,"target: 40
"
841,12,"target: 24
"
842,62,"target: 62.0
"
843,23,"target: 23
"
844,30,"target: 30
"
845,82,"target: 82
"
846,53,"target: 32
"
847,45,"target: 7
"
848,42,"target: 42
"
849,18,"target: 18
"
850,28,"target: 28
"
851,27,"target: 27
"
852,17,"target: 17
"
853,44,"target: 968
"
854,8,"target: 8
"
855,39,"target: 39
"
856,73,"target: 73
"
857,28,"target: 28
"
858,23,"target: 23
"
859,7,"target: 7
"
860,24,"target: 24
"
861,62,"target: 62
"
862,43,"target: 43
"
863,76,"target: 76
"
864,44,"target: 76
"
865,27,"target: 27
"
866,80,"target: 80
"
867,48,"target: 48
"
868,40,"target: 40
"
869,26,"target: 26
"
870,12,"target: 12
"
871,78,"target: 78
"
872,19,"target: 19
"
873,64,"target: 64
"
874,87,"target: 87
"
875,15,"target: 15
"
876,75,"target: 75
"
877,68,"target: 68
"
878,41,"target: 41
"
879,78,"target: 12
"
880,82,"target: 82
"
881,25,"target: 25
"
882,31,"target: 31
"
883,41,"target: 41
"
884,14,"target: 14
"
885,38,"target: 38
"
886,19,
887,60,"target: 60
"
888,62,"target: 62
"
889,19,"target: 19
"
890,40,"target: -8
"
891,37,"target: -37
"
892,35,"target: 35
"
893,71,"target: 71
"
894,79,"target: 79
"
895,15,"target: 15
"
896,93,"target: 93
"
897,74,"target: 74
"
898,9,
899,4,"target: 12
"
900,240,"target: 240
"
901,6,"target: 6
"
902,5,"target: 10
"
903,3,"target: 3
"
904,7,"target: 10
"
905,3,"target: 3
"
906,9,"target: 9
"
907,60,
908,40,"target: 40
"
909,90,
910,4,"target: 12
"
911,95,"target: 0
"
912,48,"target: 48
"
913,37,"target: 37
"
914,12,"target: 12
"
915,40,"target: 40
"
916,74,"target: 74
"
917,35,"target: 35
"
918,18,"target: 18
"
919,51,"target: 51
"
920,31,"target: 31
"
921,22,"target: 22
"
922,42,"skates left: 42
"
923,58,"target: 58
"
924,22,"target: 22
"
925,14,"target: 14
"
926,77,"target: 77
"
927,17,"target: 17.0
"
928,17,"target: 17
"
929,41,"target: 41
"
930,91,"target: 91
"
931,26,"target: 26
"
932,25,"target: 25
"
933,16,"target: 16
"
934,19,"target: 19
"
935,33,"target: 33
"
936,75,"target: 75
"
937,21,"target: 21
"
938,8,"target: 8
"
939,64,"target: 64
"
940,58,"target: 58
"
941,67,"target: 67
"
942,44,"target: 44
"
943,17,"target: 17
"
944,42,"target: 42
"
945,65,"target: 65
"
946,18,"target: 18
"
947,16,"target: 16
"
948,42,"target: 42
"
949,82,"target: 82
"
950,36,"target: 36
"
951,48,"Bruno's score: 48
"
952,78,"target: 78
"
953,91,"target: 91
"
954,36,"target: 36
"
955,92,"target: 92
"
956,33,"target: 33
"
957,30,"target: 30
"
958,14,"target: 14
"
959,34,"Billie found: 34
"
960,62,"target: 62
"
961,54,"target: 54
"
962,57,"target: 57
"
963,19,"target: 19
"
964,8,"target: 8
"
965,49,"target: 49
"
966,71,"target: 71
"
967,70,"target: 70
"
968,53,"target: 53
"
969,94,"target: 94
"
970,59,"target: 59
"
971,38,"target: 38
"
972,40,"target: 40
"
973,9,"target: 9
"
974,25,"target: 21
"
975,40,"target: 40
"
976,114,"target: 114
"
977,162,"target: 32
"
978,17,"target: 20
"
979,38,"target: 38
"
980,13,"target: 10
"
981,59,"target: 59
"
982,15,"target: 14
"
983,96,"target: 96
"
984,25,"target: 15
"
