,all_data,gpt,counts,script,gpt_script
10,"['sBferL', 'aHuDHze']","Input: saferB, HufDaze.
the word is: ['pRostItute', 'cHore']",nothing,"['aBferL', 'sHuDHze']","['aBferL', 'sHuDHze']
"
11,"['aHuDHze', 'iuLYQnmuEOlLwrY']","Input: 'iHuDHze', 'auLYQnmuEOlLwrY'
the word is: ['aHuDHze', 'iuLYQnmuEOlLwrY']",nothing,"['iHuDHze', 'auLYQnmuEOlLwrY']","['iHuDHze', 'auLYQnmuEOlLwrY']
"
12,"['iuLYQnmuEOlLwrY', 'TeRSSSga']","Input : 'TuLYQnmuEOlLwrY', 'ieRSSSga'.
the word is : ['TuLYQnmuEOlLwrY', 'ieRSSSga']",nothing,"['TuLYQnmuEOlLwrY', 'ieRSSSga']","['TuLYQnmuEOlLwrY', 'ieRSSSga']
"
13,"['TeRSSSga', 'fugEH']","Input: fERSSSga, TugEH.
The word is: ['TeRSSSga', 'fugEH']",nothing,"['feRSSSga', 'TugEH']","['feRSSSga', 'TugEH']
"
14,"['fugEH', 'aIaaaaLcaaaaaaha']","Input: ""augEH"" and ""fIaaaaLcaaaaaaha""
The word is: ['fugEH', 'aIaaaaLcaaaaaaha']",nothing,"['augEH', 'fIaaaaLcaaaaaaha']","UfgEH IaaaaaLcaaaaaaha
"
15,"['aIaaaaLcaaaaaaha', 'usJTsg']","Input: ""usJTsg"" and ""aIaaaaLcaaaaaaha""
The swapped words are: ""asJTsg"" and ""uIaaaaLcaaaaaaha""",nothing,"['uIaaaaLcaaaaaaha', 'asJTsg']","['uIaaaaLcaaaaaaha', 'asJTsg']
"
16,"['usJTsg', 'tqWFRuyAFNXoQj']","Input: ['tqWFRuyAFNXoQj', 'usJTsg']
the word is: ['usJTsg', 'tqWFRuyAFNXoQj']
Output: ['tsJTsg', 'uqWFRuyAFNXoQj']",nothing,"['tsJTsg', 'uqWFRuyAFNXoQj']","The modified words are:
tsJTsg
uqWFRuyAFNXoQj
"
17,"['tqWFRuyAFNXoQj', 'bZZzPWcgCxr']","Input: fqWFRuyAFNXoQj, tZZzPWcgCxr
the word is : ['tqWFRuyAFNXoQj', 'bZZzPWcgCxr']",nothing,"['bqWFRuyAFNXoQj', 'tZZzPWcgCxr']","['tqWFRuyAFNXoQj', 'bZZzPWcgCxr']
"
18,"['bZZzPWcgCxr', 'tyRUt']","Input: ['tZZzPWcgCxr', 'byRUt']
the word is: ['bZZzPWcgCxr', 'tyRUt']",nothing,"['tZZzPWcgCxr', 'byRUt']","['tZZzPWcgCxr', 'byRUt']
"
19,"['tyRUt', 'HlQbEUw']","Input: yRUt, tLQbEUw.
The word is: ['tyRUt', 'HlQbEUw']",nothing,"['HyRUt', 'tlQbEUw']","['HyRUt', 'tlQbEUw']
"
20,"['HlQbEUw', 'kXRFxBSR']","Input: kLQbEUw, hXRFxBSR.
The words are: ['HlQbEUw', 'kXRFxBSR']",nothing,"['klQbEUw', 'HXRFxBSR']","['klQbEUw', 'HXRFxBSR']
"
21,"['kXRFxBSR', 'axSytSL']","Output: 'xXRFxBSR', 'kASytSL'",nothing,"['aXRFxBSR', 'kxSytSL']","aXRFxBSR kxSytSL
"
22,"['axSytSL', 'CqcPRTAePZ']","Input: ['CxSytSL', 'AqcPRTAePZ']
the word is: ['axSytSL', 'CqcPRTAePZ']",nothing,"['CxSytSL', 'aqcPRTAePZ']","['CxSytSL', 'aqcPRTAePZ']
"
23,"['CqcPRTAePZ', 'sppydLPMTXCoLNC']","Input: sycPRTAePZ, CppydLPMTXCoLNC
the word is: ['CqcPRTAePZ', 'sppydLPMTXCoLNC']",nothing,"['sqcPRTAePZ', 'CppydLPMTXCoLNC']","['sqcPRTAePZ', 'CppydLPMTXCoLNC']
"
24,"['sppydLPMTXCoLNC', 'AFPIAEx']","Input: swap the first letters of the two words.
The word is: ['LppydSPMTXCoCNC', 'SFPIAEx']",nothing,"['AppydLPMTXCoLNC', 'sFPIAEx']","['AppydLPMTXCoLNC', 'sFPIAEx']
"
25,"['AFPIAEx', 'hnQlxldeHrYFOp']","Output: 
The words are: ['FAPIAEx', 'anQlxldeHrYFOp']",nothing,"['hFPIAEx', 'AnQlxldeHrYFOp']","['hFPIAEx', 'AnQlxldeHrYFOp']
"
26,"['hnQlxldeHrYFOp', 'MQXGvKFOxZQS']","Output: 
The word is: ['pnQlxldeHrYFOh', 'HQXGvKFOxZSS']",nothing,"['MnQlxldeHrYFOp', 'hQXGvKFOxZQS']","['MnQlxldeHrYFOp', 'hQXGvKFOxZQS']
"
27,"['MQXGvKFOxZQS', 'tUlBdKjqD']","Input: 'tQXGvKFOxZSS', 'MUlBdKjqD'
The words are: ['MQXGvKFOxZQS', 'tUlBdKjqD']",nothing,"['tQXGvKFOxZQS', 'MUlBdKjqD']","tQXGvKFOxZQS MUlBdKjqD
"
28,"['tUlBdKjqD', 'HySgRmqjpP']","Input: jUlBdKqqD, SySgRmqjpP
The words are: ['tUlBdKjqD', 'HySgRmqjpP']",nothing,"['HUlBdKjqD', 'tySgRmqjpP']","['HUlBdKjqD', 'tySgRmqjpP']
"
29,"['HySgRmqjpP', 'cPlcrxaMisF']","Input: fysHmqjpP, HclcrxaMisF
the word is: ['HySgRmqjpP', 'cPlcrxaMisF']",nothing,"['cySgRmqjpP', 'HPlcrxaMisF']","['cySgRmqjpP', 'HPlcrxaMisF']
"
30,"['cPlcrxaMisF', 'IwSZexYJ']","Input: FPlcrxaMisC, YwSZexJ
the word is: ['cPlcrxaMisF', 'IwSZexYJ']",nothing,"['IPlcrxaMisF', 'cwSZexYJ']","['IPlcrxaMisF', 'cwSZexYJ']
"
31,"['IwSZexYJ', 'bxdumvd']","Input: ywSZexYJ, Ixdumvd
the word is: ['IwSZexYJ', 'bxdumvd']",nothing,"['bwSZexYJ', 'Ixdumvd']","['wISZexYJ', 'xbdumvd']
"
32,"['bxdumvd', 'WjJOHULtAHAdUz']","Output: ['Wxdumvd', 'bjJOHULtAHAdUz']",nothing,"['Wxdumvd', 'bjJOHULtAHAdUz']","Wxdumvd bjJOHULtAHAdUz
"
33,"['WjJOHULtAHAdUz', 'LciAdsrxKbejy']","Input: fzJOHULtAHAdUz, WciAdsrxKbejy
the word is: ['WjJOHULtAHAdUz', 'LciAdsrxKbejy']",nothing,"['LjJOHULtAHAdUz', 'WciAdsrxKbejy']","['wello', 'horld']
"
34,"['LciAdsrxKbejy', 'zQojCvJrLf']","Input: zciAdsrxKbejy, LQojCvJrLf
the word is: ['LciAdsrxKbejy', 'zQojCvJrLf']",nothing,"['zciAdsrxKbejy', 'LQojCvJrLf']","['zciAdsrxKbejy', 'LQojCvJrLf']
"
35,"['zQojCvJrLf', 'zrZTJPEEhFy']","Input: zrojCvJrLf, ZqZTJPEEhFy
the word is: ['zQojCvJrLf', 'zrZTJPEEhFy']",nothing,"['zQojCvJrLf', 'zrZTJPEEhFy']","['zQojCvJrLf', 'zrZTJPEEhFy']
"
36,"['zrZTJPEEhFy', 'vsBKViCyqSOHI']","Input: fZRTJPEEhFy, zsBKViCyqSOHI
The words are: ['zrZTJPEEhFy', 'vsBKViCyqSOHI']",nothing,"['vrZTJPEEhFy', 'zsBKViCyqSOHI']","vrZTJPEEhFy
zsBKViCyqSOHI
"
37,"['vsBKViCyqSOHI', 'jWruBseYHdiztk']","Input: 'jSBKViCyqSOHI', 'vWruBseYHdiztk'
the word is: ['vsBKViCyqSOHI', 'jWruBseYHdiztk']",nothing,"['jsBKViCyqSOHI', 'vWruBseYHdiztk']","['wello', 'horld']
"
38,"['jWruBseYHdiztk', 'aaaaaaamaaPaJk']","Input: fWruBseYHdiztk, jaaaaaaamaaPaKk
the word is: ['jWruBseYHdiztk', 'aaaaaaamaaPaJk']",nothing,"['aWruBseYHdiztk', 'jaaaaaamaaPaJk']","['aWruBseYHdiztk', 'jaaaaaamaaPaJk']
"
39,"['aaaaaaamaaPaJk', 'PPlTYBqQD']","Input: aaaaaaamaaPaJk, PPlTYBqQD
The output should be: PaaaaaamaaJk, aPlTYBqQD",nothing,"['PaaaaaamaaPaJk', 'aPlTYBqQD']","wello horld
"
40,"['PPlTYBqQD', 'xkHqOTUkAGOtPfk']","Input: fPlTYBqQD, PkHqOTUkAGOtPfk
the word is : ['PPlTYBqQD', 'xkHqOTUkAGOtPfk']",nothing,"['xPlTYBqQD', 'PkHqOTUkAGOtPfk']","['xPlTYBqQD', 'PkHqOTUkAGOtPfk']
"
41,"['xkHqOTUkAGOtPfk', 'FAvlIpLBP']","Input: 'PkHqOTUkAGOtfx' and 'XAvlIpLBP'.
The words are: ['xkHqOTUkAGOtPfk', 'FAvlIpLBP']",nothing,"['FkHqOTUkAGOtPfk', 'xAvlIpLBP']","['FkHqOTUkAGOtPfk', 'xAvlIpLBP']
"
42,"['FAvlIpLBP', 'HcfIao']","Input: HavlIpLBP, FcfIao
the word is: ['FAvlIpLBP', 'HcfIao']",nothing,"['HAvlIpLBP', 'FcfIao']","['HAvlIpLBP', 'FcfIao']
"
43,"['HcfIao', 'lmyWlf']","Input: 
['WcfIao', 'hmyHlf']
the word is : ['HcfIao', 'lmyWlf']",nothing,"['lcfIao', 'HmyWlf']","['lcfIao', 'HmyWlf']
"
44,"['lmyWlf', 'xkSwLvqhii']","Input: ymyWlf, lkSwLvqhii
the word is: ['ymyWlf', 'lkSwLvqhii']",nothing,"['xmyWlf', 'lkSwLvqhii']","['xmyWlf', 'lkSwLvqhii']
"
45,"['xkSwLvqhii', 'DIDEcb']","Input: 
['kxSwLvqhii', 'SDEcb']
The words are: ['xkSwLvqhii', 'DIDEcb']",nothing,"['DkSwLvqhii', 'xIDEcb']","DkSIDE xISwL
"
46,"['DIDEcb', 'SnzCoxYCTpiMsaw']",Output: 'CIDEdb' and 'DnzCoxYCTpiMsaw',nothing,"['SIDEcb', 'DnzCoxYCTpiMsaw']","['SIDEcb', 'DnzCoxYCTpiMsaw']
"
47,"['SnzCoxYCTpiMsaw', 'fEnebWe']","Input: swzCoxYCTpiMsaw, EnenbWe
the word is: ['SnzCoxYCTpiMsaw', 'fEnebWe']",nothing,"['fnzCoxYCTpiMsaw', 'SEnebWe']","['fnzCoxYCTpiMsaw', 'SEnebWe']
"
48,"['fEnebWe', 'dNApLsNGWruM']","Output: 
The word is: ['dEnebWe', 'fNApLsNGWruM']",nothing,"['dEnebWe', 'fNApLsNGWruM']","wello horld
"
49,"['dNApLsNGWruM', 'HXkZKCHQZv']","Input: NGApLsDWruM, KXkZKCHQZv
the word is: ['dNApLsNGWruM', 'HXkZKCHQZv']",nothing,"['HNApLsNGWruM', 'dXkZKCHQZv']","HXkZKCHQZv dNApLsNGWruM
"
50,"['HXkZKCHQZv', 'horKOaKHYZpgb']","Input: 'KXkZKCHQZv', 'HORaOaKHYZpgb'
The word is: ['HXkZKCHQZv', 'horKOaKHYZpgb']",nothing,"['hXkZKCHQZv', 'HorKOaKHYZpgb']","hxkzkchqzv
Horkoakhyzpgb
"
51,"['horKOaKHYZpgb', 'FCCQi']","Input: 'FCCKoKHYZpgb', 'horQi'.
The word is: ['horKOaKHYZpgb', 'FCCQi']",nothing,"['ForKOaKHYZpgb', 'hCCQi']","['ForKOaKHYZpgb', 'hCCQi']
"
52,"['FCCQi', 'BgJKmczZiNiT']","Output: ['BCCQi', 'FgJKmczZiNiT']",nothing,"['BCCQi', 'FgJKmczZiNiT']","['BCCQi', 'FgJKmczZiNiT']
"
53,"['BgJKmczZiNiT', 'ABlRcsIVq']","Input: ['ABJKmczZiNiT', 'BgLRcsIVq']
the word is: ['BgJKmczZiNiT', 'ABlRcsIVq']",nothing,"['AgJKmczZiNiT', 'BBlRcsIVq']","['AgJKmczZiNiT', 'BBlRcsIVq']
"
54,"['ABlRcsIVq', 'VIgDiMAByqnI']","Output: 'VBlRcsIVq' and 'AIgDiMAByqnI'
The word is: ['ABlRcsIVq', 'VIgDiMAByqnI']",nothing,"['VBlRcsIVq', 'AIgDiMAByqnI']","['VBlRcsIVq', 'AIgDiMAByqnI']
"
55,"['VIgDiMAByqnI', 'bqbbbbbbyb']","Input: yIgDiMAByqnI
the word is: ['VIgDiMAByqnI', 'bqbbbbbbyb']

Note: The second word ""bqbbbbbbyb"" cannot be swapped as it starts with the same letter as the first word.",nothing,"['bIgDiMAByqnI', 'Vqbbbbbbyb']","['bIgDiMAByqnI', 'Vqbbbbbbyb']
"
56,"['bqbbbbbbyb', 'wGsrKvAc']","Input: ['yqbbbbbbyb', 'bGsrKvAc']
the word is: ['bqbbbbbbyb', 'wGsrKvAc']",nothing,"['wqbbbbbbyb', 'bGsrKvAc']","wqbbbbbbyb
BGsrKvAc
"
57,"['wGsrKvAc', 'jfAeUVyBAElhh']","Input: swrKvAc, jGaeUVyBAElhh
the word is: ['wGsrKvAc', 'jfAeUVyBAElhh']",nothing,"['jGsrKvAc', 'wfAeUVyBAElhh']","['jGsrKvAc', 'wfAeUVyBAElhh']
"
58,"['jfAeUVyBAElhh', 'yhKjZGF']","Input: jyAeUVyBAElhh, fhKjZGy
the word is: ['jfAeUVyBAElhh', 'yhKjZGF']",nothing,"['yfAeUVyBAElhh', 'jhKjZGF']","The new words with swapped first letters are:
fjAeUVyBAElhh
hyKjZGF
"
59,"['yhKjZGF', 'bGXPUXmVSv']","Input: ['bXKjZGF', 'yGXPUXmVSv']
The words are: ['yhKjZGF', 'bGXPUXmVSv']",nothing,"['bhKjZGF', 'yGXPUXmVSv']","['bhKjZGF', 'yGXPUXmVSv']
"
60,"['bGXPUXmVSv', 'bcInKb']","Input: bCXPUXmVSv, gGXInKb
the word is: ['bGXPUXmVSv', 'bcInKb']",nothing,"['bGXPUXmVSv', 'bcInKb']","['bGXPUXmVSv', 'bcInKb']
"
61,"['bcInKb', 'mbbbrbbbbbbb']","Input: ['mcInKb', 'bbbbrbbbbbbb']
the word is: ['bcInKb', 'mbbbrbbbbbbb']",nothing,"['mcInKb', 'bbbbrbbbbbbb']","['mcInKb', 'bbbbrbbbbbbb']
"
62,"['mbbbrbbbbbbb', 'QvqmyRCqooojXjE']","Input: bmbbrbbbbbbb, QmbmyRCqooojXjE
the word is: ['mbbbrbbbbbbb', 'QvqmyRCqooojXjE']",nothing,"['Qbbbrbbbbbbb', 'mvqmyRCqooojXjE']","['Qbbbrbbbbbbb', 'mvqmyRCqooojXjE']
"
63,"['QvqmyRCqooojXjE', 'XyZLMNReNBc']","Input: XvqmyRCqooojQjE, QyZLMNReNBc
the word is: ['QvqmyRCqooojXjE', 'XyZLMNReNBc']",nothing,"['XvqmyRCqooojXjE', 'QyZLMNReNBc']","['XvqmyRCqooojXjE', 'QyZLMNReNBc']
"
64,"['XyZLMNReNBc', 'DxRbITcun']","Input: 'NyZLMNReXBc', 'XxRbITcun'.
The word is: ['XyZLMNReNBc', 'DxRbITcun']",nothing,"['DyZLMNReNBc', 'XxRbITcun']","['wello', 'horld']
"
65,"['DxRbITcun', 'bbbbbbbbmbBbb']","Input: ['RxBbITcun', 'dbbbbbbbbmbBb']
the word is: ['DxRbITcun', 'bbbbbbbbmbBbb']",nothing,"['bxRbITcun', 'DbbbbbbbmbBbb']","Wello Horld
"
66,"['bbbbbbbbmbBbb', 'HRBdIbG']","Input: bbbbbbbbmBbbb and HRBdIbG
the word is: ['bbbbbbbbmbBbb', 'HRBdIbG']",nothing,"['HbbbbbbbmbBbb', 'bRBdIbG']","['HbbbbbbbmbBbb', 'bRBdIbG']
"
67,"['HRBdIbG', 'hGPCbFgLeMyPl']","Input: hRBdIbG, HGPCbFgLeMyPl
The words are: ['HRBdIbG', 'hGPCbFgLeMyPl']

Output: 
fRBdIbG, HGPCbFgLeMyPl",nothing,"['hRBdIbG', 'HGPCbFgLeMyPl']","['hRBdIbG', 'HGPCbFgLeMyPl']
"
68,"['hGPCbFgLeMyPl', 'krXPjBUNzOzhIH']","Input: fGPCbFgLeMyPl, hrxPjBUNzOzhIH
the word is: ['hGPCbFgLeMyPl', 'krXPjBUNzOzhIH']",nothing,"['kGPCbFgLeMyPl', 'hrXPjBUNzOzhIH']","['kGPCbFgLeMyPl', 'hrXPjBUNzOzhIH']
"
69,"['krXPjBUNzOzhIH', 'nFBALdcBF']","Input: 
zrXPjBUNzOzhIH
kFBALdcBF
the word is: ['krXPjBUNzOzhIH', 'nFBALdcBF']",nothing,"['nrXPjBUNzOzhIH', 'kFBALdcBF']","['wello', 'horld']
"
70,"['nFBALdcBF', 'aPnycHoFeAQ']","Input: ['aFBALdcBF', 'nPnycHoFeAQ']
the word is: ['nFBALdcBF', 'aPnycHoFeAQ']",nothing,"['aFBALdcBF', 'nPnycHoFeAQ']","['aFBALdcBF', 'nPnycHoFeAQ']
"
71,"['aPnycHoFeAQ', 'tkcNTmEnQ']","Input: fPnycHoFeAQ, aTcNTmEnQ
the word is: ['aPnycHoFeAQ', 'tkcNTmEnQ']",nothing,"['tPnycHoFeAQ', 'akcNTmEnQ']","wello horld
"
72,"['tkcNTmEnQ', 'hlnDSyCXsPDaxdv']","Input: hkcNTmEnQ, tlnDSyCXsPDaxdv
the word is: ['tkcNTmEnQ', 'hlnDSyCXsPDaxdv']",nothing,"['hkcNTmEnQ', 'tlnDSyCXsPDaxdv']","['hkcNTmEnQ', 'tlnDSyCXsPDaxdv']
"
73,"['hlnDSyCXsPDaxdv', 'ZtqAgYH']","Input: ['XlnDSyCXsPDaxdv', 'hlqAgYH']
The word is: ['hlnDSyCXsPDaxdv', 'ZtqAgYH']",nothing,"['ZlnDSyCXsPDaxdv', 'htqAgYH']","['ZlnDSyCXsPDaxdv', 'htqAgYH']
"
74,"['ZtqAgYH', 'DmsRYVKaPj']","Input: DtsRYVKaPj, ZmqAgYH.
The word is: ['ZtqAgYH', 'DmsRYVKaPj']",nothing,"['DtqAgYH', 'ZmsRYVKaPj']","['DtqAgYH', 'ZmsRYVKaPj']
"
75,"['DmsRYVKaPj', 'VAlURUez']","Input: 
fsmRYVKaPj, DAlURUez
The word is: ['DmsRYVKaPj', 'VAlURUez']",nothing,"['VmsRYVKaPj', 'DAlURUez']","['VmsRYVKaPj', 'DAlURUez']
"
76,"['VAlURUez', 'tQcuLOcV']","Input: 
'qAlURUez', 'VcuLOcV'
the word is: ['VAlURUez', 'tQcuLOcV']",nothing,"['tAlURUez', 'VQcuLOcV']","['tAlURUez', 'VQcuLOcV']
"
77,"['tQcuLOcV', 'oUXomfzwA']","Input: 'OQcuLUcV', 'tUXomfzwA'
The words are: ['tQcuLOcV', 'oUXomfzwA']",nothing,"['oQcuLOcV', 'tUXomfzwA']","['oQcuLOcV', 'tUXomfzwA']
"
78,"['oUXomfzwA', 'TyAcuEZcHcZ']","Input: fYcuuEzcHcZ, ToXomfzwA
the word is: ['oUXomfzwA', 'TyAcuEZcHcZ']",nothing,"['TUXomfzwA', 'oyAcuEZcHcZ']","TUXomfzwA oyAcuEZcHcZ
"
79,"['TyAcuEZcHcZ', 'VDTCxWNTJyM']","Input: czAcuEZcHcZ, TDTCxWNTJyM
the word is: ['TyAcuEZcHcZ', 'VDTCxWNTJyM']",nothing,"['VyAcuEZcHcZ', 'TDTCxWNTJyM']","['VyAcuEZcHcZ', 'TDTCxWNTJyM']
"
80,"['VDTCxWNTJyM', 'jpkLkLfBLzPLb']","Input: fDTCxWNTJyM, VpkLkLfBLzPLb
The word is: ['VDTCxWNTJyM', 'jpkLkLfBLzPLb']",nothing,"['jDTCxWNTJyM', 'VpkLkLfBLzPLb']","['wello', 'horld']
"
81,"['jpkLkLfBLzPLb', 'bbbqFbtR']","Input: bpkLkLfBLzPLj, jbbqFbtR
the word is: ['jpkLkLfBLzPLb', 'bbbqFbtR']",nothing,"['bpkLkLfBLzPLb', 'jbbqFbtR']","['bpkLkLfBLzPLb', 'jbbqFbtR']
"
82,"['bbbqFbtR', 'RJIDhM']","Input: fbbqFbtR, BJIDhM
the word is: ['bbbqFbtR', 'RJIDhM']",nothing,"['RbbqFbtR', 'bJIDhM']","The swapped words are:
- RbbqFbtR
- bJIDhM
"
83,"['RJIDhM', 'prcHlVY']","Input: HJIDRM, crcHlVY
the word is: ['HtKQ', 'wqLJ']",nothing,"['pJIDhM', 'RrcHlVY']","wello horld
"
84,"['prcHlVY', 'OyWYfThopwZJk']","Output: 
The words are: ['crchLVY', 'PyWYfThopwZJk']",nothing,"['OrcHlVY', 'pyWYfThopwZJk']","['OrcHlVY', 'pyWYfThopwZJk']
"
85,"['OyWYfThopwZJk', 'hSCtCzQSNnuuvju']","Input: fYWYothopwZJk, OSCtCzQSNnuuvju
the word is: ['OyWYfThopwZJk', 'hSCtCzQSNnuuvju']",nothing,"['hyWYfThopwZJk', 'OSCtCzQSNnuuvju']","hyWYfThopwZJk
OSCtCzQSNnuuvju
"
86,"['hSCtCzQSNnuuvju', 'bbbbbbywbbbBb']","Input: 'hBCtCzQSNnuuvju', 'scccccywcccCb'
the word is: ['hSCtCzQSNnuuvju', 'bbbbbbywbbbBb']",nothing,"['bSCtCzQSNnuuvju', 'hbbbbbywbbbBb']","bSCtCzQSNnuuvju
hbbbbbywbbbBb
"
87,"['bbbbbbywbbbBb', 'GPruBCESFVEx']","Input: bbbbbbywbbbBb and GPruBCESFVEx.
The output is: yyyyyywyyyyYy and BPruGCESFVEx.",nothing,"['GbbbbbywbbbBb', 'bPruBCESFVEx']","['GbbbbbywbbbBb', 'bPruBCESFVEx']
"
88,"['GPruBCESFVEx', 'KbbbbbUb']","Input: FPrubCESVEx, GbbbbbUb
the word is: ['GPruBCESFVEx', 'KbbbbbUb']",nothing,"['KPruBCESFVEx', 'GbbbbbUb']","KPruBCESFVEx GbbbbbUb
"
89,"['KbbbbbUb', 'bbUbbbbbbibb']",Output: 'Ub' and 'Kbbbbbbbibb',nothing,"['bbbbbbUb', 'KbUbbbbbbibb']","['bbbbbbUb', 'KbUbbbbbbibb']
"
90,"['bbUbbbbbbibb', 'GWeqMsfzheypKMy']","Input: 'GbUbbbbbbibb', 'bWeqMsfzheypKMy'
the word is: ['bbUbbbbbbibb', 'GWeqMsfzheypKMy']",nothing,"['GbUbbbbbbibb', 'bWeqMsfzheypKMy']","GbUbbbbbbibb
bWeqMsfzheypKMy
"
91,"['GWeqMsfzheypKMy', 'fnbbbZZbbb']","Input: fzqMsfzheypKMyGWe
the word is: ['GWeqMsfzheypKMy', 'fnbbbZZbbb']",nothing,"['fWeqMsfzheypKMy', 'GnbbbZZbbb']","['fWeqMsfzheypKMy', 'GnbbbZZbbb']
"
92,"['fnbbbZZbbb', 'CcUNiyXeekooLoH']","Input: 'ZnbbbFFbbb', 'bfUNiyXeekooLoC'
the word is: ['fnbbbZZbbb', 'CcUNiyXeekooLoH']",nothing,"['CnbbbZZbbb', 'fcUNiyXeekooLoH']","['NbbbzzbbbF', 'Cuniyxeekoolohc']
"
93,"['CcUNiyXeekooLoH', 'JLFAWtuUrMo']","Input: 'LcUNiyXeekooLoH', 'CcFAWtuUrMo'
the word is: ['CcUNiyXeekooLoH', 'JLFAWtuUrMo']",nothing,"['JcUNiyXeekooLoH', 'CLFAWtuUrMo']","wello horld
"
94,"['JLFAWtuUrMo', 'YcMYPiSmmnM']","Input: YLFAWtuUrMo, JcMYPiSmmnM
the word is : ['JLFAWtuUrMo', 'YcMYPiSmmnM']",nothing,"['YLFAWtuUrMo', 'JcMYPiSmmnM']","YLFAWtuUrMo JcMYPiSmmnM
"
95,"['YcMYPiSmmnM', 'mCqgLqe']","Input: 'mYMYPSiMmnC', 'cMqgYqe'
the word is: ['YcMYPiSmmnM', 'mCqgLqe']",nothing,"['mcMYPiSmmnM', 'YCqgLqe']","The word is: ['YcMYPiSmmnM', 'mCqgLqe']
Swapped words: ['mcMYPiSmmnM', 'YCqgLqe']
"
96,"['mCqgLqe', 'eMMyqM']","Input: qCqgLme, LM",nothing,"['eCqgLqe', 'mMMyqM']","['eCqgLqe', 'mMMyqM']
"
97,"['eMMyqM', 'LfAJtuq']","Input: yMMyqM and eFAJtuq.
The word is: ['eMMyqM', 'LfAJtuq']",nothing,"['LMMyqM', 'efAJtuq']","Output: LMMyqM and efAJtuq
"
98,"['LfAJtuq', 'AetCHhTyZdlJcCJ']","Input: 'AfAJtuq', 'LetCHhTyZdlJcCJ'
the word is: ['LfAJtuq', 'AetCHhTyZdlJcCJ']",nothing,"['AfAJtuq', 'LetCHhTyZdlJcCJ']","AfAJtuq
LetCHhTyZdlJcCJ
"
99,"['AetCHhTyZdlJcCJ', 'uiYBSnfcMpUBTzw']","Input: fETCHhTyZdlJcCJ, AetYBSnfcMpUBTzw
the word is: ['AetCHhTyZdlJcCJ', 'uiYBSnfcMpUBTzw']",nothing,"['uetCHhTyZdlJcCJ', 'AiYBSnfcMpUBTzw']","['uetCHhTyZdlJcCJ', 'AiYBSnfcMpUBTzw']
"
100,"['uiYBSnfcMpUBTzw', 'ykMHGjczXPGX']","Input: fuiYBSnfcMpUBTzw and uykMHGjczXPGX
the word is: ['uiYBSnfcMpUBTzw', 'ykMHGjczXPGX']",nothing,"['yiYBSnfcMpUBTzw', 'ukMHGjczXPGX']","['yiYBSnfcMpUBTzw', 'ukMHGjczXPGX']
"
