,all_data,gpt,counts,script,gpt_script
52,FCCQi,FCCQia,nothing,FCCQia,"The new word is: FCCQia
"
53,BgJKmczZiNiT,BgJKmczZiNiTa,nothing,BgJKmczZiNiTa,"The word with 'a' added at the end is: BgJKmczZiNiTa
"
54,ABlRcsIVq,ABlRcsIVqa,nothing,ABlRcsIVqa,"The new word is: ABLRCSIVQA
"
55,VIgDiMAByqnI,VIgDiMAByqnIa,nothing,VIgDiMAByqnIa,"VIgDiMAByqnIa
"
56,bqbbbbbbyb,bqbbbbbbyba,nothing,bqbbbbbbyba,"The new word is: bqbbbbbbyba
"
57,wGsrKvAc,wGsrKvAca,nothing,wGsrKvAca,"The new word is: WGSRKVACA
"
58,jfAeUVyBAElhh,jfAeUVyBAElhha,nothing,jfAeUVyBAElhha,"The word is: jfAeUVyBAElhh
The result is: jfAeUVyBAElhha
"
59,yhKjZGF,yhKjZGFa,nothing,yhKjZGFa,"The new word is: yhKjZGFa
"
60,bGXPUXmVSv,bGXPUXmVSva,nothing,bGXPUXmVSva,"The result is: BGXPUXMVSVA
"
61,bcInKb,bcInKba,nothing,bcInKba,"The result is: BCINKBA
"
62,mbbbrbbbbbbb,mbbbrbbbbbbba,nothing,mbbbrbbbbbbba,"The result is: mbbbrbbbbbbba
"
63,QvqmyRCqooojXjE,QvqmyRCqooojXjEa,nothing,QvqmyRCqooojXjEa,"The result is: QvqmyRCqooojXjEa
"
64,XyZLMNReNBc,XyZLMNReNBca,nothing,XyZLMNReNBca,"XyZLMNReNBca
"
65,DxRbITcun,DxRbITcuna,nothing,DxRbITcuna,"The new word is: DxRbITcuna
"
66,bbbbbbbbmbBbb,bbbbbbbbmbBbba,nothing,bbbbbbbbmbBbba,"The result is: BBBBBBBBMBBBBA
"
67,HRBdIbG,HRBdIbGa,nothing,HRBdIbGa,"The new word is: HRBdIbGa
"
68,hGPCbFgLeMyPl,hGPCbFgLeMyPla,nothing,hGPCbFgLeMyPla,"The new word is: HGPCBFGLEMYPLA
"
69,krXPjBUNzOzhIH,krXPjBUNzOzhIHa,nothing,krXPjBUNzOzhIHa,"The result is: krXPjBUNzOzhIHa
"
70,nFBALdcBF,nFBALdcBFa,nothing,nFBALdcBFa,"The new word is: NFBALDCBFA
"
71,aPnycHoFeAQ,aPnycHoFeAQa,nothing,aPnycHoFeAQa,"aPnycHoFeAQa
"
72,tkcNTmEnQ,tkcNTmEnQa,nothing,tkcNTmEnQa,"tkcNTmEnQa
"
73,hlnDSyCXsPDaxdv,hlnDSyCXsPDaxdva,nothing,hlnDSyCXsPDaxdva,"The word is: hlnDSyCXsPDaxdv
The result is: hlnDSyCXsPDaxdva
"
74,ZtqAgYH,ZtqAgYHa,nothing,ZtqAgYHa,"Result: ZTQAGYHA!!!
"
75,DmsRYVKaPj,DmsRYVKaPja,nothing,DmsRYVKaPja,"The result is: DMSRYVKAPJA
"
76,VAlURUez,VAlURUeza,nothing,VAlURUeza,"The new word is: VALURUEZA
"
77,tQcuLOcV,tQcuLOcVa,nothing,tQcuLOcVa,"The result is: TQCULOCVA
"
78,oUXomfzwA,oUXomfzwAa,nothing,oUXomfzwAa,"The new word is: OUXOMFZWAA
"
79,TyAcuEZcHcZ,TyAcuEZcHcZa,nothing,TyAcuEZcHcZa,"The new word is: TYACUEZCHCZA
"
80,VDTCxWNTJyM,VDTCxWNTJyMa,nothing,VDTCxWNTJyMa,"VDTCxWNTJyMa
"
81,jpkLkLfBLzPLb,jpkLkLfBLzPLba,nothing,jpkLkLfBLzPLba,"jpkLkLfBLzPLba
"
82,bbbqFbtR,bbbqFbtRa,nothing,bbbqFbtRa,"The new word is: bbbqFbtRa
"
83,RJIDhM,RJIDhMa,nothing,RJIDhMa,"The result is: RJIDHMA
"
84,prcHlVY,prcHlVYa,nothing,prcHlVYa,"prcHlVYa
"
85,OyWYfThopwZJk,OyWYfThopwZJka,nothing,OyWYfThopwZJka,"Input word: OyWYfThopwZJk
Output word: OyWYfThopwZJka
"
86,hSCtCzQSNnuuvju,hSCtCzQSNnuuvjua,nothing,hSCtCzQSNnuuvjua,"The new word is: HSCTCZQSNNUUVJUA
"
87,bbbbbbywbbbBb,bbbbbbywbbbBba,nothing,bbbbbbywbbbBba,"The new word is: BBBBBYWBBBBBA
"
88,GPruBCESFVEx,GPruBCESFVExa,nothing,GPruBCESFVExa,"The result is: GPRUBCESFVEXA
"
89,KbbbbbUb,KbbbbbUba,nothing,KbbbbbUba,"KbbbbbUba
"
90,bbUbbbbbbibb,bbUbbbbbbibba,nothing,bbUbbbbbbibba,"The new word is: BBUBBBBBBIBBA
"
91,GWeqMsfzheypKMy,GWeqMsfzheypKMya,nothing,GWeqMsfzheypKMya,"GWeqMsfzheypKMya
"
92,fnbbbZZbbb,fnbbbZZbbba,nothing,fnbbbZZbbba,"fnbbbZZbbba
"
93,CcUNiyXeekooLoH,CcUNiyXeekooLoHa,nothing,CcUNiyXeekooLoHa,"The result is: CCUNIYXEEKOOLOHA
"
94,JLFAWtuUrMo,JLFAWtuUrMoa,nothing,JLFAWtuUrMoa,"The new word is: JLFAWtuUrMoa
"
95,YcMYPiSmmnM,YcMYPiSmmnMa,nothing,YcMYPiSmmnMa,"Result: YcMYPiSmmnMa
"
96,mCqgLqe,mCqgLqea,nothing,mCqgLqea,"The new word is: mCqgLqea
"
97,eMMyqM,eMMyqMa,nothing,eMMyqMa,"eMMyqMa
"
98,LfAJtuq,LfAJtuqa,nothing,LfAJtuqa,"The result is: LFAJTUQA
"
99,AetCHhTyZdlJcCJ,AetCHhTyZdlJcCJa,nothing,AetCHhTyZdlJcCJa,"Input: AetCHhTyZdlJcCJ Output: AetCHhTyZdlJcCJa
"
100,uiYBSnfcMpUBTzw,uiYBSnfcMpUBTzwa,nothing,uiYBSnfcMpUBTzwa,"The new word is: UIYBSNFCMPUBTZWA
"
101,ykMHGjczXPGX,ykMHGjczXPGXa,nothing,ykMHGjczXPGXa,"The new word is: YKMHGJCZXPGXA
"
102,HWGIrSero,HWGIrSeroa,nothing,HWGIrSeroa,"The modified word is: HWGIrSeroa
"
103,PPDoLlTKTB,PPDoLlTKTBa,nothing,PPDoLlTKTBa,"PPDoLlTKTBa
"
104,kWocvGNjwZl,kWocvGNjwZla,nothing,kWocvGNjwZla,"The new word is: kWocvGNjwZla
"
105,RmcoVeAXqgll,RmcoVeAXqglla,nothing,RmcoVeAXqglla,"The new word is: RMCOVEAXQGLLA
"
106,MccccccicccC,MccccccicccCa,nothing,MccccccicccCa,"MccccccicccCa
"
107,qpxEmHk,qpxEmHka,nothing,qpxEmHka,"The result is: QPXEMHKA
"
108,GybrMykpaNXhbg,GybrMykpaNXhbga,nothing,GybrMykpaNXhbga,"GybrMykpaNXhbga
"
109,aReviXbeKxTcjW,aReviXbeKxTcjWa,nothing,aReviXbeKxTcjWa,"aReviXbeKxTcjWa
"
110,xeQkzDDiixVUMFw,xeQkzDDiixVUMFwa,nothing,xeQkzDDiixVUMFwa,"The result is: XEQKZDDIIXVUMFWA
"
111,FoVcrPAdHhSEO,FoVcrPAdHhSEOa,nothing,FoVcrPAdHhSEOa,"FoVcrPAdHhSEOa
"
112,hAiaIu,hAiaIua,nothing,hAiaIua,"hAiaIua
"
113,CTMNoyEDSTrNSCa,CTMNoyEDSTrNSCaa,nothing,CTMNoyEDSTrNSCaa,"CTMN-oyED-STrN-SCaa
"
114,wlWGMuBHULett,wlWGMuBHULetta,nothing,wlWGMuBHULetta,"Result: WLWGMUBHULETTA
"
115,gHJStd,gHJStda,nothing,gHJStda,"gHJStda
"
116,mtGDCNeh,mtGDCNeha,nothing,mtGDCNeha,"mtGDCNeh: mtGDCNeha
"
117,jxDuueiFhaqXbKN,jxDuueiFhaqXbKNa,nothing,jxDuueiFhaqXbKNa,"The result is: jxDuueiFhaqXbKNa
"
118,fGLzNhXq,fGLzNhXqa,nothing,fGLzNhXqa,"The new word is: fGLzNhXqa
"
119,wxYgCjcXKWS,wxYgCjcXKWSa,nothing,wxYgCjcXKWSa,"The new word is: WXYGCJCXKWSA
"
120,DHPemubcvmVJpj,DHPemubcvmVJpja,nothing,DHPemubcvmVJpja,"Input: DHPemubcvmVJpj. Output: DHPemubcvmVJpja.
"
121,SVHzlNS,SVHzlNSa,nothing,SVHzlNSa,"SVHzlNSa
"
122,aKtxegDXQWml,aKtxegDXQWmla,nothing,aKtxegDXQWmla,"aKtxegDXQWmla
"
123,oVRkZt,oVRkZta,nothing,oVRkZta,"The new word is oVRkZta.
"
124,upfHCOD,upfHCODa,nothing,upfHCODa,"The new word is: UPFHCODA
"
125,qIXtdBlFhHlTjoF,qIXtdBlFhHlTjoFa,nothing,qIXtdBlFhHlTjoFa,"The new word is: QIXTDBLFHHLTJOFA
"
126,dccW,dccWa.,nothing,dccWa,"dccWa
"
127,gjDnVVPdJa,gjDnVVPdJaa,nothing,gjDnVVPdJaa,"The new word is: gjDnVVPdJaa
"
128,cjcsccccNcc,cjcsccccNcca,nothing,cjcsccccNcca,"The new word is: cjcsccccNcca
"
129,NBvWNAEwgoSmO,NBvWNAEwgoSmOa,nothing,NBvWNAEwgoSmOa,"N-BvW-NAE-wgo-SmOa
"
130,vUZNtgawt,vUZNtgawta,nothing,vUZNtgawta,"The modified word is: vUZNtgawta
"
131,TdnAUOeXhL,TdnAUOeXhLa,nothing,TdnAUOeXhLa,"['EXAMPLEA']
"
132,yhfeclml,yhfeclmla,nothing,yhfeclmla,"The result is: YHFECLMLA
"
133,cWcccdcc,cWcccdcca,nothing,cWcccdcca,"cWcccdcca
"
134,dzbUhLUcTnOvf,dzbUhLUcTnOvfa,nothing,dzbUhLUcTnOvfa,"Result: DZBUHLUCTNOVFA
"
135,wFBoBWXSwWkQ,wFBoBWXSwWkQa,nothing,wFBoBWXSwWkQa,"The new word is: wFBoBWXSwWkQa
"
136,RYEoJJFQvRKm,RYEoJJFQvRKma,nothing,RYEoJJFQvRKma,"Original word: RYEoJJFQvRKm
New word: RYEoJJFQvRKma
"
137,VytzDEzTbyLGFm,VytzDEzTbyLGFma,nothing,VytzDEzTbyLGFma,"The new word is: VYTZDEZTBYLGFMA
"
138,ToaBFoXCQKYKP,ToaBFoXCQKYKPa,nothing,ToaBFoXCQKYKPa,"ToaBFoXCQKYKPa
"
139,xeNCTGoV,xeNCTGoVa,nothing,xeNCTGoVa,"The new word is: XENCTGOVA
"
140,ZFTCrGwEKf,ZFTCrGwEKfa,nothing,ZFTCrGwEKfa,"examplea
"
141,PEtaxDrMMDw,PEtaxDrMMDwa,nothing,PEtaxDrMMDwa,"The new word is: PETAXDRMMDWA
"
142,GbfrjBu,GbfrjBua,nothing,GbfrjBua,"The result is: GBFRJBUA
"
143,rPceccc,rPceccca,nothing,rPceccca,"rPceccca
"
144,ccXcMcHccccN,ccXcMcHccccNa,nothing,ccXcMcHccccNa,"The new word is: ccXcMcHccccNa
"
145,cccJcVcRccccccc,cccJcVcRccccccca,nothing,cccJcVcRccccccca,"The result is: cccJcVcRccccccca
"
146,OnTUenm,OnTUenma,nothing,OnTUenma,"OnTUenma
"
147,wFxtv,wFxtva,nothing,wFxtva,"The new word is: wFxtva
"
148,SaKiWPycI,SaKiWPycIa,nothing,SaKiWPycIa,"SAKIWPYCIA!!!
"
149,hDcccucccc,hDcccucccca,nothing,hDcccucccca,"The original word is: hDcccucccc
The new word is: hDcccucccca
"
150,DFaiASBKvf,DFaiASBKvfa,nothing,DFaiASBKvfa,"DFaiASBKvfa
"
151,tYjrYrisgr,tYjrYrisgra,nothing,tYjrYrisgra,"The new word is: TYJRYRISGRA
"
152,rObYzMOaenmKI,rObYzMOaenmKIa,nothing,rObYzMOaenmKIa,"The new word is: ROBYZMOAENMKIA
"
153,aBxDS,aBxDSa,nothing,aBxDSa,"The result is: ABXDSA
"
154,ppmShCDR,ppmShCDRa,nothing,ppmShCDRa,"The result is: PPMSHCDRA
"
155,Catrli,Catrlia.,nothing,Catrlia,"Catrlia
"
156,NlqcJDpaoLpFYR,NlqcJDpaoLpFYRa,nothing,NlqcJDpaoLpFYRa,"NlqcJDpaoLpFYRa
"
157,qDvfsblaaeuf,qDvfsblaaeufa,nothing,qDvfsblaaeufa,"Result: QDVFSBLAAEUFA!!!
"
158,sJPHAk,sJPHAka,nothing,sJPHAka,"sJPHAka
"
159,OTHCcWPwUPvZ,OTHCcWPwUPvZa,nothing,OTHCcWPwUPvZa,"The result is: OTHCcWPwUPvZa
"
160,dNcd,dNcda,nothing,dNcda,"Result: dNcda
"
161,ZgTOnLOU,ZgTOnLOUa,nothing,ZgTOnLOUa,"The new word is: ZGTONLOUA
"
162,ptwCqqwTKvPWlsc,ptwCqqwTKvPWlsca,nothing,ptwCqqwTKvPWlsca,"ptwCqqwTKvPWlsca
"
163,tsOpGFANOjvw,tsOpGFANOjvwa,nothing,tsOpGFANOjvwa,"The new word is: TSOPGFANOJVWA
"
164,faWhUrkReLr,faWhUrkReLra,nothing,faWhUrkReLra,"The new word is: FAWHURKRELRA
"
165,fddW,fddWa,nothing,fddWa,"The result is: FDDWA
"
166,kaHuVmjdyMV,kaHuVmjdyMVa,nothing,kaHuVmjdyMVa,"The new word is: KAHUVMJDYMVA
"
167,tWyVCjGpFfQc,tWyVCjGpFfQca,nothing,tWyVCjGpFfQca,"tWyVCjGpFfQca
"
168,rySAfF,rySAfFa,nothing,rySAfFa,"rySAfFa
"
169,bMPePJnPk,bMPePJnPka,nothing,bMPePJnPka,"bMPePJnPka
"
170,TjOwJrwYQ,TjOwJrwYQa,nothing,TjOwJrwYQa,"The new word is: TjOwJrwYQa
"
171,pAbEhEUfQFcr,pAbEhEUfQFcra,nothing,pAbEhEUfQFcra,"The new word is: PABEHEUFQFCRA
"
172,HWuCFNWRl,HWuCFNWRla,nothing,HWuCFNWRla,"Result: HWUCFNWRLA
"
173,Addddddddddk,Addddddddddka.,nothing,Addddddddddka,"Addddddddddka
"
174,kjRlpXWjk,kjRlpXWjka,nothing,kjRlpXWjka,"The new word is: KJRLPXWJKA
"
175,MLmPX,MLmPXa,nothing,MLmPXa,"MLmPXa
"
176,aTpvjggpEjFb,aTpvjggpEjFba,nothing,aTpvjggpEjFba,"aTpvjggpEjFba
"
177,kEvPSaPAiU,kEvPSaPAiUa,nothing,kEvPSaPAiUa,"The new word is: KEVPSAPAIUA
"
178,WGMIu,WGMIua,nothing,WGMIua,"The result is: WGMIUA
"
179,FrGfRUuQ,FrGfRUuQa,nothing,FrGfRUuQa,"FrGfRUuQa
"
180,qzUlYAobxApL,qzUlYAobxApLa,nothing,qzUlYAobxApLa,"The result is: qzUlYAobxApLa
"
181,ddbBddddddddxdd,ddBddddddddxdda,nothing,ddbBddddddddxdda,"The final word is: DDBBDDDDDDDDXDDA
"
182,Wddddddk,Wddddddka,nothing,Wddddddka,"Wddddddka
"
183,FTuCouSImza,FTuCouSImzaa,nothing,FTuCouSImzaa,"The result is: FTUCOUSIMZAA
"
184,qjowYPkotwULGS,qjowYPkotwULGSa,nothing,qjowYPkotwULGSa,"The result is: QJOWYPKOTWULGSA
"
185,vKflf,vKflfa,nothing,vKflfa,"vKflfa
"
186,MOHYhC,MOHYhCa,nothing,MOHYhCa,"The new word is: MOHYHCA
"
187,QilEYYJ,QilEYYJa,nothing,QilEYYJa,"The new word is: QILEYYJA
"
188,UIdd,UIda,nothing,UIdda,"UIdda
"
189,NVkWZ,NVkWZa,nothing,NVkWZa,"NVkWZa
"
190,urwJZfeF,urwJZfeFa,nothing,urwJZfeFa,"The new word is: urwJZfeFa
"
191,dddDOdr,dddDOdra,nothing,dddDOdra,"The result is: DDDDODRA
"
192,GNCnshukCYZDUKJ,GNCnshukCYZDUKJa,nothing,GNCnshukCYZDUKJa,"The new word is: GNCnshukCYZDUKJa
"
193,dNsdTdNddd,dNsdTdNddda,nothing,dNsdTdNddda,"The result is: dNsdTdNddda
"
194,nEFdd,nEFdda,nothing,nEFdda,"nEFdda
"
195,FfxmyrDJ,FfxmyrDJa,nothing,FfxmyrDJa,"The new word is: FFXMYRDJA
"
196,vLTOvlTO,vLTOvlTOa,nothing,vLTOvlTOa,"The new word is: vLTOvlTOa
"
197,UtCuQyqRRH,UtCuQyqRRHa,nothing,UtCuQyqRRHa,"UtCuQyqRRHa
"
198,fMvEK,fMvEKa,nothing,fMvEKa,"The new word is: fMvEKa
"
199,QmsAGGKriDJzKJQ,QmsAGGKriDJzKJQa,nothing,QmsAGGKriDJzKJQa,"The new word is: QmsAGGKriDJzKJQa
"
200,EjWOlNb,EjWOlNba,nothing,EjWOlNba,"The result is: EJWOLNBA
"
201,jLFfNwXsZLkevJ,jLFfNwXsZLkevJa,nothing,jLFfNwXsZLkevJa,"The new word is: JLFFNWXSZLKEVJA
"
202,IMnDZyIAORyLzq,IMnDZyIAORyLzqa,nothing,IMnDZyIAORyLzqa,"The new word is: IMNDZYIAORYLZQA
"
203,iJcjoJQjpl,iJcjoJQjpla,nothing,iJcjoJQjpla,"Result: IJCJOJQJPLA
"
204,bGprjIIttiQFbf,bGprjIIttiQFbfa,nothing,bGprjIIttiQFbfa,"Input: bGprjIIttiQFbfa.
"
205,WIdtmaHpw,WIdtmaHpwa,nothing,WIdtmaHpwa,"WIdtmaHpwa
"
206,flHnqRp,flHnqRpa,nothing,flHnqRpa,"The result is: FLHNQRPA
"
207,gtcNfgtanXJsE,gtcNfgtanXJsEa,nothing,gtcNfgtanXJsEa,"Result: GTCNFGTANXJSEA
"
208,djVxs,djVxsa,nothing,djVxsa,"djVxsa
"
209,UFKyxwSSyCpG,UFKyxwSSyCpGa,nothing,UFKyxwSSyCpGa,"UFKyxwSSyCpGa
"
210,aEAEWtP,aEAEWtPa,nothing,aEAEWtPa,"aEAEWtPa
"
211,MBvezBGkkJxlW,MBvezBGkkJxlWa,nothing,MBvezBGkkJxlWa,"The result is: MBvezBGkkJxlWa
"
212,mDlIZ,mDlIZa,nothing,mDlIZa,"mDlIZa
"
213,eeereeeeeO,eeereeeeeOa,nothing,eeereeeeeOa,"eeereeeeeOa
"
214,eeOeeeereoeJee,eeOeeeereoeJeea,nothing,eeOeeeereoeJeea,"The result is: EEOEEEEREOEJEEA
"
215,gxFmWDzuxfjYMDM,gxFmWDzuxfjYMDMa,nothing,gxFmWDzuxfjYMDMa,"The new word is: gxFmWDzuxfjYMDMa
"
216,IwXxmRmg,IwXxmRmga,nothing,IwXxmRmga,"Result: IWXXMRMGA
"
217,sYYcxVfvKQ,sYYcxVfvKQa,nothing,sYYcxVfvKQa,"The new word is sYYcxVfvKQa.
"
218,YlECwYPomVcMP,YlECwYPomVcMPa,nothing,YlECwYPomVcMPa,"YlECwYPomVcMPa
"
219,FONED,FONEDA,nothing,FONEDa,"FONEDa
"
220,PvzVZDqQgVJmEc,PvzVZDqQgVJmEca,nothing,PvzVZDqQgVJmEca,"Result: PVZVZDQQGVJMECA
"
221,eeeeeeAeeYeNe,eeeeeeAeeYeNea,nothing,eeeeeeAeeYeNea,"eeeeeeAeeYeNea
"
222,fJOOQuCuyHaRDfa,fJOOQuCuyHaRDfaa,nothing,fJOOQuCuyHaRDfaa,"Result: FJOOQUCUYHARDFAA
"
223,tJsWFNuZpZDHWfj,tJsWFNuZpZDHWfja,nothing,tJsWFNuZpZDHWfja,"tJsWFNuZpZDHWfj: tJsWFNuZpZDHWfja
"
224,DdHKqbPkGoRoVQW,DdHKqbPkGoRoVQWa,nothing,DdHKqbPkGoRoVQWa,"DdHKqbPkGoRoVQWa
"
225,qthzPYgqPgU,qthzPYgqPgUa,nothing,qthzPYgqPgUa,"The new word is QTHZPYGQPGUA
"
226,eudjgyfaValH,eudjgyfaValHa,nothing,eudjgyfaValHa,"The new word is: EUDJGYFAVALHA
"
227,etRyie,etRyiea,nothing,etRyiea,"etRyiea
"
228,mjdwhYLMftReVlB,mjdwhYLMftReVlBa,nothing,mjdwhYLMftReVlBa,"The result is: MJDWHYLMFTREVLBA
"
229,zlrLBhbVnkxj,zlrLBhbVnkxja,nothing,zlrLBhbVnkxja,"The result is: ZLRLBHBVNKXJA
"
230,eeeeeeNfFeeee,eeeeeeNfFeeeea,nothing,eeeeeeNfFeeeea,"eeeeeeNfFeeeea
"
231,OpdXnp,OpdXnpa,nothing,OpdXnpa,"OpdXnpa
"
232,eeaeeaee,eeaeaeaa,nothing,eeaeeaeea,"The new word is: eeaeaaeea
"
233,HIoTVirFpmhWuHV,HIoTVirFpmhWuHVa,nothing,HIoTVirFpmhWuHVa,"Result: HIoTVirFpmhWuHVa
"
234,eeeeXKeeeeee,eeeeXKeeeeeaa,nothing,eeeeXKeeeeeea,"The result is: eeeeXKeeeeeea
"
235,caAbpYiQPmwJoEt,caAbpYiQPmwJoEta,nothing,caAbpYiQPmwJoEta,"The new word is: CAABPYIQPMWJOETA
"
236,eVEeeecee,eVEeeeceea,nothing,eVEeeeceea,"EVEEEECEEA!!!
"
237,eeeeeBeeeeeKeeF,eeeeeBeeeeeKeeFa,nothing,eeeeeBeeeeeKeeFa,"EEEE EBEEEEEKEEFA!!!
"
238,pztEgA,pztEgAa,nothing,pztEgAa,"pztEgAa
"
239,znWGADm,znWGADma,nothing,znWGADma,"The new word is: ZNWGADMA
"
240,eeefeeeDeeJeeee,eeefeeeDeeJeeea,nothing,eeefeeeDeeJeeeea,"The result is: EEEFEEEDEEJEEEEA
"
241,KJyYUWitkWjlJu,KJyYUWitkWjlJua,nothing,KJyYUWitkWjlJua,"KJyYUWitkWjlJua
"
242,eOeeeeeeeWAeMe,eOeeeeeeeWAeMea,nothing,eOeeeeeeeWAeMea,"The result is: EOEEEEEEEWAEMEA
"
243,vxPLvdLj,vxPLvdLja,nothing,vxPLvdLja,"The original word was vxPLvdLj, and the new word is vxPLvdLja.
"
244,eeeeKeeede,eeeeKeeedea,nothing,eeeeKeeedea,"eeeeKeeedea
"
245,wbqNCo,wbqNCoa,nothing,wbqNCoa,"The result is: WBQNCOA
"
