,all_data,gpt,counts,script,gpt_script
25,AFPIAEx,Output : FAPIAEx,nothing,FAPIAEx,"sFAPIAEx
"
26,hnQlxldeHrYFOp,Output : nhQlxldeHrYFOp,nothing,nhQlxldeHrYFOp,"xeample
"
27,MQXGvKFOxZQS,Input : xMQGvKFOZQS,nothing,QMXGvKFOxZQS,"QMXGvKFOxZQS
"
28,tUlBdKjqD,Output: uTlBdKjqD,nothing,UtlBdKjqD,"UtlBdKjqD
"
29,HySgRmqjpP,Output : yHSgRmqjpP,nothing,yHSgRmqjpP,"yHSgRmqjpP
"
30,cPlcrxaMisF,Output : pClcrxaMisF,nothing,PclcrxaMisF,"PclcrxaMisF
"
31,IwSZexYJ,Output : wISZexYJ,nothing,wISZexYJ,"wISZexYJ
"
32,bxdumvd,Output: xbdumvd,nothing,xbdumvd,"xbdumvd
"
33,WjJOHULtAHAdUz,Output: jWJOHULtAHAdUz,nothing,jWJOHULtAHAdUz,"eh
"
34,LciAdsrxKbejy,Output: cLiAdsrxKbejy,nothing,cLiAdsrxKbejy,"ehllo
owrld
ypthon
"
35,zQojCvJrLf,Output: QzojCvJrLfz,nothing,QzojCvJrLf,"QzojCvJrLf
"
36,zrZTJPEEhFy,Output : rzZTJPEEhFy,nothing,rzZTJPEEhFy,"rzZTJPEEhFy
"
37,vsBKViCyqSOHI,Output: svKBViCyqSOHI,nothing,svBKViCyqSOHI,"svBKViCyqSOHI
"
38,jWruBseYHdiztk,Output : wJruBseYHdiztk,nothing,WjruBseYHdiztk,"WjruBseYHdiztk
"
39,aaaaaaamaaPaJk,Output : aaaaaaamPaaJk,nothing,aaaaaaamaaPaJk,"aaaaaaamaaPaJk
"
40,PPlTYBqQD,Output : pPlTYBqQD,nothing,PPlTYBqQD,"PPlTYBqQD
"
41,xkHqOTUkAGOtPfk,Output : kxHqOTUkAGOtPf,nothing,kxHqOTUkAGOtPfk,"kxHqOTUkAGOtPfk
"
42,FAvlIpLBP,Output : aFvlIpLBP,nothing,AFvlIpLBP,"AFvlIpLBP
"
43,HcfIao,Output : cHfIao,nothing,cHfIao,"cHfIao
"
44,lmyWlf,Output : ylWmlf,nothing,mlyWlf,"mlyWlf
"
45,xkSwLvqhii,Output : kxSwLvqhiI,nothing,kxSwLvqhii,"kxSwLvqhii
"
46,DIDEcb,"Input : eDIDcb
the word is :",nothing,IDDEcb,"IDDEcb
"
47,SnzCoxYCTpiMsaw,Output : nSzCoxYCTpiMsaw.,nothing,nSzCoxYCTpiMsaw,"nSzCoxYCTpiMsaw
"
48,fEnebWe,Output : Efnebwe,nothing,EfnebWe,"EfnebWe
"
49,dNApLsNGWruM,Output : nADpLsNGWruM,nothing,NdApLsNGWruM,"NdApLsNGWruM
"
50,HXkZKCHQZv,Output : XHkZKCHQZv,nothing,XHkZKCHQZv,"XHkZKCHQZv
"
51,horKOaKHYZpgb,Output : ohrKOaKHYZpgb,nothing,ohrKOaKHYZpgb,"ohrKOaKHYZpgb
"
52,FCCQi,"Input: 
iFCCQ

the word is: FCCQi",nothing,CFCQi,"xeample
"
53,BgJKmczZiNiT,Output : gBJKmczZiNiT,nothing,gBJKmczZiNiT,"gBJKmczZiNiT
"
54,ABlRcsIVq,Output : BAlRcsIVq,nothing,BAlRcsIVq,"BAlRcsIVq
"
55,VIgDiMAByqnI,"Input: yVIgDiMAByqnI
the word is: yigDivMAByqnI",nothing,IVgDiMAByqnI,"IVgDiMAByqnI
"
56,bqbbbbbbyb,Output : qbabbbbbbyb,nothing,qbbbbbbbyb,"xeample
"
57,wGsrKvAc,Output : GwsrKvAc,nothing,GwsrKvAc,"GwsrKvAc
"
58,jfAeUVyBAElhh,Output: fjAeUVyBAElhh,nothing,fjAeUVyBAElhh,"fjAeUVyBAElhh
"
59,yhKjZGF,Output : hyKjZGF,nothing,hyKjZGF,"hyKjZGF
"
60,bGXPUXmVSv,"Input: bXGPUXmVSv
the word is: XbGPUXmVSv",nothing,GbXPUXmVSv,"GbXPUXmVSv
"
61,bcInKb,"Input : 
cBInKb
the word is :",nothing,cbInKb,"cbInKb
"
62,mbbbrbbbbbbb,"Input : bmbbrbbbbbbb
the word is : tEchnology",nothing,bmbbrbbbbbbb,"bmbbrbbbbbbb
"
63,QvqmyRCqooojXjE,Output: vQqmyRCqooojXjE,nothing,vQqmyRCqooojXjE,"vQqmyRCqooojXjE
"
64,XyZLMNReNBc,Output: yXZLMNReNBc,nothing,yXZLMNReNBc,"yXZLMNReNBc
"
65,DxRbITcun,Output : xDRbITcun,nothing,xDRbITcun,"xDRbITcun
"
66,bbbbbbbbmbBbb,Output: bbbbbbbbBmbb,nothing,bbbbbbbbmbBbb,"bbbbbbbbmbBbb
"
67,HRBdIbG,"Input: 
dHRbIbG
The word is: HRBdIbG",nothing,RHBdIbG,"RHBdIbG
"
68,hGPCbFgLeMyPl,Output : GhPCbFgLeMyPl,nothing,GhPCbFgLeMyPl,"GhPCbFgLeMyPl
"
69,krXPjBUNzOzhIH,Output : rkPXjBUNzOzhIH,nothing,rkXPjBUNzOzhIH,"rkXPjBUNzOzhIH
"
70,nFBALdcBF,"Input: 
The word is: nFBALdcBF

Output:
FnBALdcBF",nothing,FnBALdcBF,"FnBALdcBF
"
71,aPnycHoFeAQ,Output : PyancHoFeAQ,nothing,PanycHoFeAQ,"PanycHoFeAQ
"
72,tkcNTmEnQ,Output : ktNCTmEnQ,nothing,ktcNTmEnQ,"ktcNTmEnQ
"
73,hlnDSyCXsPDaxdv,Output : lhnDSyCXsPDaxdv,nothing,lhnDSyCXsPDaxdv,"lhnDSyCXsPDaxdv
"
74,ZtqAgYH,Output : tZqAgYH,nothing,tZqAgYH,"ttqAgYH
"
75,DmsRYVKaPj,Output : mDsRYVKaPj,nothing,mDsRYVKaPj,"DmsRYVKaPj
"
76,VAlURUez,Output: aVLUURze,nothing,AVlURUez,"AVlURUez
"
77,tQcuLOcV,Output : QtucLOcV,nothing,QtcuLOcV,"QtcuLOcV
"
78,oUXomfzwA,Output: uOxomfzwA,nothing,UoXomfzwA,"UoXomfzwA
"
79,TyAcuEZcHcZ,Output : yTAcuEZcHcZ,nothing,yTAcuEZcHcZ,"yTAcuEZcHcZ
"
80,VDTCxWNTJyM,Output: DVTCxWNTJyM,nothing,DVTCxWNTJyM,"DVTCxWNTJyM
"
81,jpkLkLfBLzPLb,Output: pjkLkLfBLzPLb,nothing,pjkLkLfBLzPLb,"pjkLkLfBLzPLb
"
82,bbbqFbtR,Output : bbbqFbtR,nothing,bbbqFbtR,"bbbqFbtR
"
83,RJIDhM,Output : jRIDhM,nothing,JRIDhM,"JRIDhM
"
84,prcHlVY,Output : rpcHlVY,nothing,rpcHlVY,"rpcHlVY
"
85,OyWYfThopwZJk,Output: yOWfYThopwZJk,nothing,yOWYfThopwZJk,"OyWYfThopwZJk
"
86,hSCtCzQSNnuuvju,Output: ShCTCzQSNnuuvju,nothing,ShCtCzQSNnuuvju,"ShCtCzQSNnuuvju
"
87,bbbbbbywbbbBb,"Input : bbbbbbywbbbBb.
the word is : bbbbbywbBbbBb",nothing,bbbbbbywbbbBb,"bbbbbbywbbbBb
"
88,GPruBCESFVEx,"Input: 
sGPruBCESFVEx
The word is: GPruBCESFVEx

Note: As per the instruction, I have swapped the first letter 'G' with the second letter 'P' and added 's' at the beginning of the word.",nothing,PGruBCESFVEx,"PGruBCESFVEx
"
89,KbbbbbUb,"Input: 
bKbbbbUb
the word is: bKbbbbUb",nothing,bKbbbbUb,"KbbbbbUb
"
90,bbUbbbbbbibb,"Input: bUbBbbbbbibb
the word is: bUbBbbbbbibb",nothing,bbUbbbbbbibb,"bbUbbbbbbibb
"
91,GWeqMsfzheypKMy,Output: wGeqMsfzheypKMy,nothing,WGeqMsfzheypKMy,"WGeqMsfzheypKMy
"
92,fnbbbZZbbb,Output : nfbbbZzbbb,nothing,nfbbbZZbbb,"nfbbbZZbbb
"
93,CcUNiyXeekooLoH,Output : cCNUiyXeekooLoH,nothing,cCUNiyXeekooLoH,"cCUNiyXeekooLoH
"
94,JLFAWtuUrMo,Output : LJFAWtuUrMo,nothing,LJFAWtuUrMo,"LJFAWtuUrMo
"
95,YcMYPiSmmnM,Output : cYMYPiSmmnM,nothing,cYMYPiSmmnM,"cYMYPiSmmnM
"
96,mCqgLqe,Output : CmqgLqe,nothing,CmqgLqe,"CmqgLqe
"
97,eMMyqM,"Input: yMMeqM
the word is:",nothing,MeMyqM,"eMMyqM
"
98,LfAJtuq,"Input: tuAJLfq
the word is: LfAJtuq",nothing,fLAJtuq,"fLAJtuq
"
99,AetCHhTyZdlJcCJ,Output: eAtCHhTyZdlJcCJ,nothing,eAtCHhTyZdlJcCJ,"eAtCHhTyZdlJcCJ
"
100,uiYBSnfcMpUBTzw,Output : iuYBSnfcMpUBTzw,nothing,iuYBSnfcMpUBTzw,"iuYBSnfcMpUBTzw
"
101,ykMHGjczXPGX,"Input: ykMHGjczXPGX
the word is: kyMHGjczXPGX",nothing,kyMHGjczXPGX,"xeample
"
102,HWGIrSero,Output : WHGIrSero,nothing,WHGIrSero,"WHGIrSero
"
103,PPDoLlTKTB,Output : PDPoLlTKTB,nothing,PPDoLlTKTB,"PPDoLlTKTB
"
104,kWocvGNjwZl,Output : wKocvGNjwZl,nothing,WkocvGNjwZl,"WkocvGNjwZl
"
105,RmcoVeAXqgll,Output : mRcoVeAXqgll,nothing,mRcoVeAXqgll,"mRcoVeAXqgll
"
106,MccccccicccC,"Input: cMcccccciccc
the word is: Mcccccciccc",nothing,cMcccccicccC,"cMcccccicccC
"
107,qpxEmHk,"Input : kqpxEmH
the word is : ketchup",nothing,pqxEmHk,"qpxEmHk
"
108,GybrMykpaNXhbg,"Input: yGbMykpaNXhbg
the word is: ybGMykpaNXhbg",nothing,yGbrMykpaNXhbg,"yGbrMykpaNXhbg
"
109,aReviXbeKxTcjW,Output: RaeviXbeKxTcjW,nothing,RaeviXbeKxTcjW,"RaeviXbeKxTcjW
"
110,xeQkzDDiixVUMFw,Output : exQkzDDiixVUMFw,nothing,exQkzDDiixVUMFw,"exQkzDDiixVUMFw
"
111,FoVcrPAdHhSEO,Output: oFVcrPAdHhSEI,nothing,oFVcrPAdHhSEO,"oFVcrPAdHhSEO
"
112,hAiaIu,Output : AhiaIuI,nothing,AhiaIu,"AhiaIu
"
113,CTMNoyEDSTrNSCa,Output : TCNMoyEDSTNRCaS,nothing,TCMNoyEDSTrNSCa,"CTMNoyEDSTrNSCa
"
114,wlWGMuBHULett,Output : lwWGMuBHULett,nothing,lwWGMuBHULett,"lwWGMuBHULett
bac
ehllo
owrld
"
115,gHJStd,"Input: tHJGsd
the word is: gHJStd",nothing,HgJStd,"HgJStd
"
116,mtGDCNeh,"Input: ehGDCNmt
the word is: ehGDCNmt",nothing,tmGDCNeh,"tmGDCNeh
"
117,jxDuueiFhaqXbKN,Output : xjDuueiFhaqXbKN,nothing,xjDuueiFhaqXbKN,"xeample
"
118,fGLzNhXq,Output: gFLzNhXq,nothing,GfLzNhXq,"fGLzNhXq
"
119,wxYgCjcXKWS,Output: xwYgCjcXKWS,nothing,xwYgCjcXKWS,"xwYgCjcXKWS
"
120,DHPemubcvmVJpj,"Input: 
VDPemubcvmJpVj

The word is: DHPemubcvmVJpj",nothing,HDPemubcvmVJpj,"HDPemubcvmVJpj
"
121,SVHzlNS,Output : VSHzlNS,nothing,VSHzlNS,"VSHzlNS
"
122,aKtxegDXQWml,Output: KaTxegDXQWml,nothing,KatxegDXQWml,"KatxegDXQWml
"
123,oVRkZt,"Input: tORkZv
the word is: oVRkZt",nothing,VoRkZt,"xeample
"
124,upfHCOD,"Input: pufHCOD
the word is: pufHCOD",nothing,pufHCOD,"pufHCOD
"
125,qIXtdBlFhHlTjoF,Output : IqXtdBlFhHlTjoF,nothing,IqXtdBlFhHlTjoF,"IqXtdBlFhHlTjoF
"
126,dccW,"Input: 
Wdcc

The word is: dccW",nothing,cdcW,"cdcW
"
127,gjDnVVPdJa,Output : jgDnVVPdJa,nothing,jgDnVVPdJa,"jgDnVVPdJa
"
128,cjcsccccNcc,"Input: 
The word is: cjcsccccNcc

Output:
jcscccccNcc",nothing,jccsccccNcc,"jcsccccNcc
"
129,NBvWNAEwgoSmO,Output : bNvWNAEwgoSmO,nothing,BNvWNAEwgoSmO,"BNvWNAEwgoSmO
"
130,vUZNtgawt,"Input: tUVNzgawt
the word is: tUVNzgawt",nothing,UvZNtgawt,"UvZNtgawt
"
131,TdnAUOeXhL,Output : dTnAUOeXhL,nothing,dTnAUOeXhL,"dTnAUOeXhL
"
132,yhfeclml,Output: hyfeclml,nothing,hyfeclml,"hyfeclml
"
133,cWcccdcc,"Input : dCwddcdc
the word is : cWcccdcc",nothing,Wccccdcc,"Wccccdcc
"
134,dzbUhLUcTnOvf,Output : zdbUhLUcTnOvf,nothing,zdbUhLUcTnOvf,"zdbUhLUcTnOvf
"
135,wFBoBWXSwWkQ,Output : FwBoBWXSwWkQ,nothing,FwBoBWXSwWkQ,"FwBoBWXSwWkQ
"
136,RYEoJJFQvRKm,Output: YREoJJFQvRKm,nothing,YREoJJFQvRKm,"xeample
"
137,VytzDEzTbyLGFm,Output : yVtzDEzTbyLGFm,nothing,yVtzDEzTbyLGFm,"yVtzDEzTbyLGFm
"
138,ToaBFoXCQKYKP,"Input: 
oTaBFoXCQKYKP
the word is: oTaBFoXCQKYKP",nothing,oTaBFoXCQKYKP,"oTaBFoXCQKYKP
"
139,xeNCTGoV,"Input: 
the word is: xeNCTGoV 

Output:
exNCTGoV",nothing,exNCTGoV,"exNCTGoV
"
140,ZFTCrGwEKf,Output: FZTCrGwEKf,nothing,FZTCrGwEKf,"FZTCrGwEKf
"
141,PEtaxDrMMDw,"Input : DetaxPrMMDw
the word is : DetaxPrMMDw",nothing,EPtaxDrMMDw,"EPtaxDrMMDw
"
142,GbfrjBu,"Input: 
uGfrjBb",nothing,bGfrjBu,"bGfrjBu
"
143,rPceccc,"Input: cPrcecc
the word is: rPceccc",nothing,Prceccc,"rPceccc
"
144,ccXcMcHccccN,"Input : cccXcMcHccccN
the word is : ccccMccHccccN",nothing,ccXcMcHccccN,"ccXcMcHccccN
"
145,cccJcVcRccccccc,Output : cccCcJcRccccccc,nothing,cccJcVcRccccccc,"sccJcVcRccccccc
"
146,OnTUenm,"Input: nOTUenm
the word is: nOTUenm",nothing,nOTUenm,"nOTUenm
"
147,wFxtv,Output: Fwxtv,nothing,Fwxtv,"Fwxtv
"
148,SaKiWPycI,Output : aSKiWPycI,nothing,aSKiWPycI,"aSKiWPycI
"
149,hDcccucccc,Output : Dhcccucccc,nothing,Dhcccucccc,"Dhcccucccc
"
150,DFaiASBKvf,Output : FDaiASBKvf,nothing,FDaiASBKvf,"FDaiASBKvf
"
151,tYjrYrisgr,Output : YtjrYrisgr,nothing,YtjrYrisgr,"YtjrYrisgr
"
152,rObYzMOaenmKI,Output : oRbYzMOaenmKI,nothing,OrbYzMOaenmKI,"OrbYzMOaenmKI
"
153,aBxDS,Output: BaxDs,nothing,BaxDS,"BaxDS
"
154,ppmShCDR,Output : pmpShCDR,nothing,ppmShCDR,"ppmShCDR
"
155,Catrli,Output: aCtrli,nothing,aCtrli,"Catrli
"
156,NlqcJDpaoLpFYR,Output: lNqcJDpaoLpFYR,nothing,lNqcJDpaoLpFYR,"lNqcJDpaoLpFYR
"
157,qDvfsblaaeuf,Output: Dqvfsblaaeuf,nothing,Dqvfsblaaeuf,"Dqvfsblaaeuf
"
158,sJPHAk,"Input : jSPHAk
the word is : sJPHAk
Output : JsPHAk",nothing,JsPHAk,"JsPHAk
"
159,OTHCcWPwUPvZ,Output : TOHCcWPwUPvZ.,nothing,TOHCcWPwUPvZ,"TOHCcWPwUPvZ
"
160,dNcd,Output : Ndcd,nothing,Ndcd,"Ndcd
"
161,ZgTOnLOU,"Input : zTGOLOUn
the word is : YelloW
Output : eYllow",nothing,gZTOnLOU,"ggTOnLOU
"
162,ptwCqqwTKvPWlsc,Output : tpcwqqwTKvPWlsc,nothing,tpwCqqwTKvPWlsc,"tpwCqqwTKvPWlsc
"
163,tsOpGFANOjvw,Output : stOpGFANOjvw,nothing,stOpGFANOjvw,"stOpGFANOjvw
"
164,faWhUrkReLr,Output: afWUrkReLr,nothing,afWhUrkReLr,"afWhUrkReLr
"
165,fddW,Input : ddfW,nothing,dfdW,"fddW
"
166,kaHuVmjdyMV,Output : akHuVmjdyMV,nothing,akHuVmjdyMV,"akHuVmjdyMV
"
167,tWyVCjGpFfQc,Output : wTyVCjGpFfQc,nothing,WtyVCjGpFfQc,"xeample
"
168,rySAfF,Output : yrAFsF,nothing,yrSAfF,"yrSAfF
"
169,bMPePJnPk,Output : MbpEPJnPk,nothing,MbPePJnPk,"MbPePJnPk
"
170,TjOwJrwYQ,Output: jToWJrwYQ,nothing,jTOwJrwYQ,"jTOwJrwYQ
"
171,pAbEhEUfQFcr,Output: aPbEhEUfQFcr,nothing,ApbEhEUfQFcr,"ApbEhEUfQFcr
"
172,HWuCFNWRl,Output : WHuCNRWFl,nothing,WHuCFNWRl,"WHuCFNWRl
"
173,Addddddddddk,"Input: dkAdddddddddd
the word is: dkAdddddddddd",nothing,dAdddddddddk,"The result of swapping the first and second letter is: dAdddddddddk
"
174,kjRlpXWjk,Output : jkRlpXWkj,nothing,jkRlpXWjk,"jkRlpXWjk
"
175,MLmPX,"Input: 
mLMXP

the word is: MLmPX",nothing,LMmPX,"LMmPX
"
176,aTpvjggpEjFb,Output : TaipvjggpEjFb,nothing,TapvjggpEjFb,"TapvjggpEjFb
"
177,kEvPSaPAiU,"Input: aEkVPaPAiU
the word is:",nothing,EkvPSaPAiU,"EkvPSaPAiU
"
178,WGMIu,"Input: 
uWGMI

The word is: uWGMI

Output:
GuWMI",nothing,GWMIu,"WGMIu
"
179,FrGfRUuQ,"Input: 
the word is: FrGfRUuQ

Output:
rFGfRUuQ",nothing,rFGfRUuQ,"rFGfRUuQ
"
180,qzUlYAobxApL,"Input: qzUlYAobxApL
The word is: zqUlYAobxApL",nothing,zqUlYAobxApL,"zqUlYAobxApL
"
181,ddbBddddddddxdd,"Input: xddBddddddddddb
the word is: ddbBddddddddxdd",nothing,ddbBddddddddxdd,"ddbBddddddddxdd
"
182,Wddddddk,"Input: 
dkWdddddd

The word is: dkWdddddd

Output:
kdWdddddd",nothing,dWdddddk,"dWdddddk
"
183,FTuCouSImza,Output: TFuCousImza,nothing,TFuCouSImza,"TFuCouSImza
"
184,qjowYPkotwULGS,"Input: 
wqojYPkotwULGS
the word is: qjowYPkotwULGS",nothing,jqowYPkotwULGS,"jqowYPkotwULGS
"
185,vKflf,"Input: flKvf
the word is: vKflf",nothing,Kvflf,"Kvflf
"
186,MOHYhC,Input : yMOHhC,nothing,OMHYhC,"OMHYhC
"
187,QilEYYJ,"Input: yQlEYYJ
the word is: yQlEYYJ",nothing,iQlEYYJ,"iQlEYYJ
"
188,UIdd,"Input: dUId
the word is:",nothing,IUdd,"UUdd
"
189,NVkWZ,"Input : 
zNkWV",nothing,VNkWZ,"VNkWZ
"
190,urwJZfeF,Output: ruwJZfeF,nothing,ruwJZfeF,"xeample
"
191,dddDOdr,"Input: 
the word is: dddDOdr

Output:
ddODdr",nothing,dddDOdr,"dddDOdr
"
192,GNCnshukCYZDUKJ,Output : nGCnshukCYZDUKJ,nothing,NGCnshukCYZDUKJ,"NGCnshukCYZDUKJ
"
193,dNsdTdNddd,"Input: sDsdTsNddd
the word is: dNsdTdNddd",nothing,NdsdTdNddd,"NdsdTdNddd
"
194,nEFdd,"Input: dNEfd
the word is: nEFdd",nothing,EnFdd,"The word is: EnFdd
"
195,FfxmyrDJ,Output : fFxmryDJ,nothing,fFxmyrDJ,"fFxmyrDJ
"
196,vLTOvlTO,"Input: 
The word is: vLTOvlTO

Output:
LvTOvLTO",nothing,LvTOvlTO,"LvTOvlTO
"
197,UtCuQyqRRH,Output : tUCuQyqRRH,nothing,tUCuQyqRRH,"The word is: tUCuQyqRRH
"
198,fMvEK,"Input: vFmEK
the word is: fMvEK",nothing,MfvEK,"MfvEK
"
199,QmsAGGKriDJzKJQ,Input : sQmAGGKriDJzKJQ,nothing,mQsAGGKriDJzKJQ,"mQsAGGKriDJzKJQ
"
200,EjWOlNb,Output: jEWOlNb,nothing,jEWOlNb,"jEWOlNb
"
201,jLFfNwXsZLkevJ,Output : LjFfNwXsZLkev,nothing,LjFfNwXsZLkevJ,"LjFfNwXsZLkevJ
"
202,IMnDZyIAORyLzq,Output : MIIDNZyIAORyLzq,nothing,MInDZyIAORyLzq,"MInDZyIAORyLzq
"
203,iJcjoJQjpl,Output : JiocjoJQjpl,nothing,JicjoJQjpl,"ehllo
owrld
ypthon
"
204,bGprjIIttiQFbf,Output : GbprjIIttiQFbf,nothing,GbprjIIttiQFbf,"GbprjIIttiQFbf
"
205,WIdtmaHpw,Output : iWdtmaHpw,nothing,IWdtmaHpw,"IWdtmaHpw
"
206,flHnqRp,"Input: hnFlqRp
the word is: hnFlqRp",nothing,lfHnqRp,"lfHnqRp
"
207,gtcNfgtanXJsE,Output : tgcNfgtanXJsE,nothing,tgcNfgtanXJsE,"tgcNfgtanXJsE
"
208,djVxs,"Input: xdjVs
the word is: qwerty
Input: wqerty",nothing,jdVxs,"jdVxs
"
209,UFKyxwSSyCpG,Output : FUKyxwSSyCpG,nothing,FUKyxwSSyCpG,"FUKyxwSSyCpG
"
210,aEAEWtP,Output : EaAEWtP,nothing,EaAEWtP,"EaAEWtP
"
211,MBvezBGkkJxlW,Output: bMvezBGkkJxlW,nothing,BMvezBGkkJxlW,"BMvezBGkkJxlW
"
212,mDlIZ,"Input : dMlIZ
the word is : dMlIZ",nothing,DmlIZ,"DmlIZ
"
213,eeereeeeeO,Output : eereeeeeOe,nothing,eeereeeeeO,"eeereeeeeO
"
214,eeOeeeereoeJee,Output: eOeeeereoeJeee,nothing,eeOeeeereoeJee,"eeOeeeereoeJee
"
215,gxFmWDzuxfjYMDM,Output : xgFmWDzuxfjYMDM,nothing,xgFmWDzuxfjYMDM,"xgFmWDzuxfjYMDM
"
216,IwXxmRmg,Output : wIxxmRmg,nothing,wIXxmRmg,"The word is: IwXxmRmg
Swapped word: wIXxmRmg
"
217,sYYcxVfvKQ,Output: YsYcxVfvKQ,nothing,YsYcxVfvKQ,"YsYcxVfvKQ
"
218,YlECwYPomVcMP,Output: lYECwYPomVcMP,nothing,lYECwYPomVcMP,"lYECwYPomVcMP
"
219,FONED,Output : OFNED.,nothing,OFNED,"OFNED
"
220,PvzVZDqQgVJmEc,Output : vPzVZDqQgVJmEc,nothing,vPzVZDqQgVJmEc,"vPzVZDqQgVJmEc
"
221,eeeeeeAeeYeNe,Output: eeeeeeaeYeeNeA,nothing,eeeeeeAeeYeNe,"eeeeeeAeeYeNe
"
222,fJOOQuCuyHaRDfa,Output : JFOOQuCuyHaRDfa,nothing,JfOOQuCuyHaRDfa,"JfOOQuCuyHaRDfa
"
223,tJsWFNuZpZDHWfj,Output : jTsWFNuZpZDHWfj,nothing,JtsWFNuZpZDHWfj,"JtsWFNuZpZDHWfj
"
224,DdHKqbPkGoRoVQW,Output : dDkHqbPkGoRoVQW,nothing,dDHKqbPkGoRoVQW,"dDHKqbPkGoRoVQW
"
225,qthzPYgqPgU,Output : tqhzPYgqPgU,nothing,tqhzPYgqPgU,"tqhzPYgqPgU
"
226,eudjgyfaValH,Output: uejdgyfaValH,nothing,uedjgyfaValH,"uedjgyfaValH
"
227,etRyie,Output : teRyie,nothing,teRyie,"teRyie
"
228,mjdwhYLMftReVlB,Output : jmdwhYLMftReVlB,nothing,jmdwhYLMftReVlB,"jmdwhYLMftReVlB
"
229,zlrLBhbVnkxj,Output : lzrBBhbVnkxj,nothing,lzrLBhbVnkxj,"lzrLBhbVnkxj
"
230,eeeeeeNfFeeee,"Input: 
fNeefeeee

The word is: eeeeeeNfFeeee",nothing,eeeeeeNfFeeee,"eeeeeeNfFeeee
"
231,OpdXnp,"Input: dOpXnp
the word is: dOpXnp",nothing,pOdXnp,"pOdXnp
"
232,eeaeeaee,"Input: aeeaeae
the word is: eeaeeaee",nothing,eeaeeaee,"eeaeaaee
"
233,HIoTVirFpmhWuHV,Output : IHoTVirFpmhWuHV,nothing,IHoTVirFpmhWuHV,"ehllo
owrld
ypthon
"
234,eeeeXKeeeeee,"Input : XeeeeeeKeeee
the word is : YelloW
Input : eYlloW
the word is : abcd
Input : bacd",nothing,eeeeXKeeeeee,"eeeeXKeeeeee
"
235,caAbpYiQPmwJoEt,Output: acAbpYiQPmwJoEt,nothing,acAbpYiQPmwJoEt,"acAbpYiQPmwJoEt
"
236,eVEeeecee,Output : VEEeeecee,nothing,VeEeeecee,"VeEeeecee
"
237,eeeeeBeeeeeKeeF,Output: eeeeeeBeeeeKeeF,nothing,eeeeeBeeeeeKeeF,"eeeeeBeeeeeKeeF
"
238,pztEgA,"Input : zptEgA
the word is :",nothing,zptEgA,"pztEgA
"
239,znWGADm,Output : nzWGADm,nothing,nzWGADm,"nzWGADm
"
